Артикул ВБ	Название	Ноябрь 2024|Заказы	Ноябрь 2024|Выручка	Ноябрь 2024|Маржа	Декабрь 2024|Заказы	Декабрь 2024|Выручка	Декабрь 2024|Маржа	Январь 2025|Заказы	Январь 2025|Выручка	Январь 2025|Маржа	Февраль 2025|Заказы	Февраль 2025|Выручка	Февраль 2025|Маржа	Март 2025|Заказы	Март 2025|Выручка	Март 2025|Маржа	Апрель 2025|Заказы	Апрель 2025|Выручка	Апрель 2025|Маржа	Май 2025|Заказы	Май 2025|Выручка	Май 2025|Маржа	Июнь 2025|Заказы	Июнь 2025|Выручка	Июнь 2025|Маржа	Июль 2025|Заказы	Июль 2025|Выручка	Июль 2025|Маржа	Август 2025|Заказы	Август 2025|Выручка	Август 2025|Маржа	Сентябрь 2025|Заказы	Сентябрь 2025|Выручка	Сентябрь 2025|Маржа	Октябрь 2025|Заказы	Октябрь 2025|Выручка	Октябрь 2025|Маржа	Ноябрь 2025|Заказы	Ноябрь 2025|Выручка	Ноябрь 2025|Маржа	Декабрь 2025|Заказы	Декабрь 2025|Выручка	Декабрь 2025|Маржа	Январь 2026|Заказы	Январь 2026|Выручка	Январь 2026|Маржа	Февраль 2026|Заказы	Февраль 2026|Выручка	Февраль 2026|Маржа	Март 2026|Заказы	Март 2026|Выручка	Март 2026|Маржа	Апрель 2026|Заказы	Апрель 2026|Выручка	Апрель 2026|Маржа	Май 2026|Заказы	Май 2026|Выручка	Май 2026|Маржа	Июнь 2026|Заказы	Июнь 2026|Выручка	Июнь 2026|Маржа	Итого|Заказы	Итого|Выручка	Итого|Маржа
195286362	Rosa 3m hot					18355.70	12840.91		444.76	-321.58		823.71	543.12		113.07	72.14					-110.80	-110.80		158.40	77.89																																						19784.84	13101.68
340752919	PETITFEE Black Pearl & Gold Hydrogel Eye Patch/Gold Hydrogel Eye Patch														454.62	-0.36		1902.45	-140.21		1058.24	-77.52		1895.71	-154.42		376.59	-80.41		743.87	-168.11		203.86	-25.61		1349.91	-205.92		1849.28	-593.78		3973.63	-1341.22	1	663.82	-441.59	8	563.56	-747.54	2	626.05	-471.44	9	1329.22	-437.31	5	-8.93	-451.72	5	473.91	-188.03	30	17455.79	-5525.19
193043668	Гирлянда здездочка					12709.15	3323.70		254.20	-716.40					832.91	188.48		1164.25	181.09		974.02	9.47		379.96	61.49																																						16314.49	3047.83
183042837	SuperMild5					7267.56	7163.69		7041.14	6260.06																																																					14308.70	13423.75
195286361	Rosa 3m white					13664.10	3910.70		92.05	-2030.98		-89.10	-347.78		-124.10	-124.10		36.31	-0.28		106.67	33.11														60.67	25.87		169.14	71.18		56.48	24.08																				13972.22	1561.80
611717011	ENOUGH Collagen whitening cover tip concealer #01																																									-57.80	-57.80		-19.40	-19.40	9	1213.13	543.18	12	6772.97	3404.48	11	4809.40	2543.35	1	448.64	219.87		480.51	253.38	33	13647.45	6887.06
195286370	Rosa 20m white					9302.75	4136.71		189.40	-73.00		-146.00	-146.00		-118.25	-118.25								719.16	194.05		376.76	110.47		758.57	225.01		1185.60	396.22		537.35	7.08		339.86	82.17		340.00	79.17																				13485.20	4893.63
214302044	DEOPROCE - HYDRO CALMING DOWN CUCUMBER TONER [380ml]					1857.84	1837.07		6201.14	5680.47		5373.31	4933.68																																																		13432.29	12451.22
214305639	DEOPROCE RINSE - GREENTEA HENNA PURE REFRESH [1000ml]					3431.43	3389.46		5067.66	4606.50		4193.70	3852.24																																																		12692.79	11848.20
169788801	ENOUGH Collagen Hydro Moisture Two Way Cake SPF 25 тон 21					4558.08	4509.99		8120.23	7463.33																																																					12678.31	11973.32
179423817	Массажер подшука черная v1					7416.47	1942.03		3370.25	690.85		1818.77	478.40																																																		12605.49	3111.28
182558648	KN95/white/без клапана					1045.58	1028.46		8274.52	7284.31		2745.12	2463.25																																215.96	192.86																	12281.18	10968.88
333259568	JMSOLUTION - Mask Pack Black [3pcs]														699.31	111.37		601.25	161.02		883.32	146.17		1306.21	415.89		675.52	224.08		1126.77	376.68		2104.32	939.80		2967.75	1110.94		1059.57	216.05		224.74	83.53																				11648.76	3785.53
214305484	DEOPROCE PREMIUM - GREEN TEA TOTAL SOLUTION TONER [260ml]					3384.56	3347.61		7393.94	6793.42		501.03	452.13																																																		11279.53	10593.16
239180804	Коврик массажный синий v1					10375.56	575.77		714.91	-564.73																																																					11090.47	11.04
102247602	hot /1.5х1.5/					8234.87	187.40		1731.86	-419.67		756.09	-24.37																																																		10722.82	-256.64
611744611	ENOUGH Collagen whitening cover tip concealer #02																																									508.18	216.57		-18.76	-18.76		-105.06	-105.06	8	1855.45	693.03	6	2617.03	1150.81	11	2588.39	1125.91	6	2955.16	1224.99	31	10400.39	4287.49
59758724	NAUSHNIK/DETY/SIREN/								5734.33	131.25		2360.40	212.69		1901.91	189.22																																															9996.64	533.16
212889028	Enoughcollagenwhiteningcovertip03					8949.57	3743.39		4474.96	1130.06		333.20	56.91																													-425.83	-716.92	1	515.81	224.05	14	-5785.63	-8392.96	49	-3628.59	-15531.53	51	1828.13	-10197.57	55	3218.16	-10250.14	56	-214.26	-11618.75	226	9265.52	-51553.46
195286372	Rosa 20m multi					5886.46	2598.07		389.79	-143.62		2273.74	927.48																																																		8549.99	3381.93
102264249	multi  /3х2/					4345.65	1759.88		2176.88	721.14		-578.79	-288.76		964.23	381.64																							356.11	72.59		1178.73	-259.51																				8442.81	2386.98
154522117	Микрофон-колонка голубой					5471.82	924.71		904.77	89.60		926.69	110.70																				838.51	31.12																													8141.79	1156.13
316109394	JMSOLUTION - Mask Pack Disney6											8038.94	4601.52																																																		8038.94	4601.52
195286368	Rosa 10m hot					4517.36	2523.77		1495.02	705.27					455.24	229.69		474.38	247.19					329.24	102.27		-110.80	-110.80					436.56	209.37																													7597.00	3906.76
307084161	MASIL 5 PROBIOTICS COLOR RADIANCE SHAMPOO 300ml N								2070.62	1910.25		5217.85	4840.58																																																		7288.47	6750.83
307084160	MASIL 5SALON NO YELLOW SHAMPOO 300ml N								663.65	600.85		2196.82	2032.86		2154.54	1992.67		2154.42	1997.56																																												7169.43	6623.94
307084159	MASIL 5 PROBIOTICS APPLE VINEGAR SHAMPOO 300ml N								6276.34	5766.21		743.98	686.78																																																		7020.32	6452.99
214311702	JMSOLUTION DERMA CARE CERAMIDE CLEANSING WATER Clear [500ml]					3933.63	3889.08		2953.39	2695.97																																																					6887.02	6585.05
307084162	MASIL 5 PROBIOTICS SCALP SCALING SHAMPOO 300ml N								2779.42	2554.15		1373.98	1262.73		2701.02	2489.73		-0.75	-0.75																																												6853.67	6305.86
307087534	DEOPROCE SHAMPOO - ARGAN SILKY MOISTURE [1000ml] N								6791.22	1825.60																																																					6791.22	1825.60
59742048	10KN95Guard20KN95					164.49	161.74		6416.54	5600.99																																																					6581.03	5762.73
214305157	DEOPROCE - SNAIL RECOVERY TONER [210ml]					4150.58	4103.69		950.05	872.44		952.99	876.35																																																		6053.62	5852.48
212887000	THE SAEM - Snail Soothing Gel [300ml]					3014.66	2980.35		2541.79	2321.23		439.55	403.81																																																		5996.00	5705.39
59758721	NAUSHNIK/DETY/BLACK/								2236.67	97.93		345.10	-83.48		944.75	89.97								-602.22	-1882.37		2520.93	-480.66		434.05	6.21																																5879.28	-2252.40
102258119	white /1.5х1.5/					4376.28	1570.10		318.88	-78.08		329.16	131.62		299.97	103.40		-0.61	-0.61																	515.77	126.36																										5839.45	1852.79
191033857	MASIL 9PROTEIN PERFUME SILK BALM 20ml					8040.07	7944.24		-55540.97	-56660.45		12022.36	10837.09		28965.88	26434.07		11786.52	10789.51																																												5273.86	-655.54
207817635	ISNTREE TW-Real Eye Cream [30ml]														3004.46	2782.10		870.38	796.81		1012.28	936.54																																									4887.12	4515.45
195286357	Rosa 2m white					4474.12	2420.26		-288.75	-816.80		385.51	178.40														-88.00	-88.00					88.57	51.92																													4571.45	1745.78
195286371	Rosa 20m hot					1822.62	649.59		538.31	15.07					385.33	124.20		392.03	131.79											723.40	189.47					354.29	94.20																										4215.98	1204.32
207818167	ISNTREE - TW-Real Bifida Ampoule [50ml]											1317.07	1229.07		2628.20	2446.82		-107.00	-107.00		-156.40	-156.40																																									3681.87	3412.49
1123574113	Round Lab 1025 Dokdo Toner																																																										3	3247.47	3007.17	3	3247.47	3007.17
195286365	Rosa 5m hot					2691.15	1415.98		123.91	-386.39		-145.18	-189.65		473.41	147.66		-16.36	-62.63																																												3126.93	924.97
212886252	FARMSTAY - Collagen Water Full Moist All Day Toner [500ml]								1198.45	1103.87		1888.61	1741.92		-110.19	-110.19																																															2976.87	2735.60
212766743	MISSHA - Magic Cushion Moist Up Tone 21 [15g]					2227.99	2202.91		746.41	689.66																																																					2974.40	2892.57
195286366	Rosa 5m multi					2591.65	740.33		178.41	51.42		-2.48	-87.32											-66.12	-108.43																																						2701.46	596.00
611745490	ENOUGH Collagen whitening cover tip concealer #03																																									551.23	260.14		-18.76	-18.76	1	428.65	137.11	3	425.60	135.19	2	1496.93	621.79	1	-177.72	-177.72		-71.45	-71.45	7	2634.48	886.30
165308892	Masil 8 Seconds Salon Hair Mask Stick Pouch 200 ml								2612.37	2401.30																																																					2612.37	2401.30
212889024	THE SAEM - Cover Perfection Tip Concealer 1.75 Clear Beige [6.5g]					1695.83	1677.62		418.01	384.29		422.17	387.40																																																		2536.01	2449.31
183070489	SuperMild20					1617.98	1601.02					820.32	760.06																																																		2438.30	2361.08
103442939	dm7dm15					-159.41	-159.41		834.89	451.55								814.85	435.09																																												1490.33	727.23
147612298	KSFTupSocket																				-115.94	-115.94		782.64	-299.41								697.01	-375.47																													1363.71	-790.82
18432729	10KN95Guard10KN95					448.86	438.68		804.91	660.91																																																					1253.77	1099.59
154158805	Enough Collagen Moisture Essential Cream											801.94	731.88																										368.50	337.92																							1170.44	1069.80
195286363	Rosa 3m multi					1237.86	546.83		-434.02	-548.73		212.28	60.23		60.76	22.00																																															1076.88	80.33
207468972	HEIMISH - Matcha Biome Redness Relief Hydrating Toner [150ml]								1054.70	974.55																																																					1054.70	974.55
195286364	Rosa 5m white					812.16	315.17		-53.91	-139.49		75.49	32.36														63.36	19.18																																			897.10	227.22
48906211	dm7dm2																																846.81	779.52																													846.81	779.52
214301797	DEOPROCE - HORSE ENRICH ALL CARE CREAM [100g]					786.81	777.62																																																								786.81	777.62
179611266	Koelf Ruby & Bulgarian Rose Eye Patch					768.82	760.92																																																								768.82	760.92
168956857	10 PREMIUM REPAIR HAIR MASK											767.45	700.38																																																		767.45	700.38
180852722	Коврик массажный фиолетовый v1					754.23	177.18																																																								754.23	177.18
154519502	Планшет для рисования 12 случайный цвет								248.55	30.81														234.22	14.09					229.90	7.75																																712.67	52.65
212765655	MISSHA - Magic Cushion Moist Up Tone 23 [15g]																							654.12	604.62																																						654.12	604.62
168956730	3SALON HAIR CMC SHAMPOO 300ml																				610.18	566.82																																									610.18	566.82
212890347	THE SAEM - Saemmul Perfect Pore Pink Pact [11g]								596.24	548.61																																																					596.24	548.61
147602778	GAMEstick64																																																	2	-157.54	-157.54		743.00	665.84							2	585.46	508.30
214305782	DEOPROCE SHAMPOO - GREENTEA HENNA PURE REFRESH [1000ml]								546.11	500.20																																																					546.11	500.20
183127934	SuperMild10					493.55	488.21																																																								493.55	488.21
212889026	THE SAEM - Cover Perfection Tip Concealer 1.5 Clear Beige [6.5g]											422.56	389.51																																																		422.56	389.51
180588500	Enough Collagen 3in1 Cream 50мл											420.53	387.26																																																		420.53	387.26
246066231	Фен_для_волос_маленький											376.95	139.51																																																		376.95	139.51
102263707	multi /2х2/																										352.62	118.30																																			352.62	118.30
212759049	JIGOTT - Lifting Real Avocado Toner [300ml]					348.34	344.36																																																								348.34	344.36
182994855	Liquid10																										296.87	264.94																																			296.87	264.94
210573611	LEBELAGE - Dr. Collagen Derma Eye Cream [40ml]								279.51	249.30																																																					279.51	249.30
182111724	Триммер Золотой								263.90	238.48																																																					263.90	238.48
174667991	Коврик электрический для ног V1								229.68	49.79																																																					229.68	49.79
154989140	Салфетки для робота мойщика окон 12шт																																						186.51	-68.16																							186.51	-68.16
18405795	TPE100TPE100								136.60	116.41																																																					136.60	116.41
195286358	Rosa 2m hot																																												107.93	74.42																	107.93	74.42
18406590	LK88Blue																																																															
48906602	dm7dm4																																																															
48909005	dm7dm7																																																															
59742049	10KN95Guard30KN95																																																															
59742050	10KN95Guard6KN95																																																															
78053293	ushi2																																																															
78454688	i12																																																															
78454766	pro4white																																																															
78454814	pro4black																																																															
78836747	i100																																																															
78838371	PRO																																																															
92315114	reger																																																															
93302814	hocopro2																																																															
102261589	multi /1.5х1.5/																																																															
103426811	dm7dm8																																																															
103442628	dm7dm14																																																															
105911397	i100_v2																																																															
122223609	P36_122223609_122223609																																																															
133070643	СГ3Б																																																															
133070645	СГ2Б																																																															
133070646	СГ2С																																																															
133070647	СГ3К																																																															
133070648	СГ1С																																																															
133070650	СГ1Б																																																															
133070652	СГ2Г																																																															
133070653	СГ2Р																																																															
133727440	green50m																																																															
133728704	white50m																																																															
133728705	yellow50m																																																															
133728706	multi50m																																																															
133728707	blue50m																																																															
143830812	10KN95blue																																																															
143830813	10KN95black																																																															
143830814	10KN95pink																																																															
143830815	10KN95-gray																																																															
144518874	Маски100шт																																																															
154160462	Elizavecca Milky Piggy Carbonated Bubble Clay Mask																																																															
154517887	Планшет для рисования 8,5 случайный цвет																																																															
154519501	Планшет для рисования 10 случайный цвет																																																															
154521750	Камера детская розовая																																																															
154521751	Камера детская Голубая																																																															
164999335	Moisture Sun Cream Enough Collagen spf 50 +																																																															
167174174	ETUDE Baking Powder BB Deep Cleansing Foam 160 мл																																																															
169788725	ENOUGH Collagen Hydro Moisture Two Way Cake SPF 25 тон 13																																																															
174667745	Массажер для шеи спиный и тела																																																															
179631938	KN/gray																																																															
179631943	KN/cyan																																																															
180596737	TIAM Vita B3 Source																																																															
182250504	Колонка большая V1																																																															
182250538	Колонка маленькая V1																																																															
182996309	Liquid5																																																															
183001649	Liquid20																																																															
183127988	SuperMild200																																																															
188817228	Masil3•8•9 - Repair Perfect Set - Christmas Edition / ver.3																																																															
188818000	Masil3•8•9 - Repair Perfect Set - Christmas Edition / ver.2																																																															
188818289	Masil3•8•9 - Repair Perfect Set - Christmas Edition / ver.1																																																															
188822937	Masil3•8 - Salon Stick Set - Christmas Edition / ver.1																																																															
188823064	Masil3•8 - Salon Stick Set - Christmas Edition / ver.2																																																															
188826237	Бахрома - 25м - желтого цвета																																																															
190158094	MASIL 5 PROBIOTICS PERFECT VOLUME SHAMPOO 300ml																																																															
195286360	Rosa 2m multi																																																															
199359659	Dr.Jart_Cleansing_Foam																																																															
199427997	Dr.Jart_Ceramidin_Mist																																																															
199544883	MASIL_big_box																																																															
207467709	HEIMISH - Black Tea Mask Pack [110ml]																																																															
207467958	HEIMISH - All Clean Green Foam [150ml]																																																															
207468348	HEIMISH - Matcha Biome Amino Acne Cleansing Foam [150ml]																																																															
207468578	HEIMISH - Marine Care Eye Cream [30ml]																																																															
207480081	EKEL Ampoule Emulsion Collagen [150ml]																																																															
207484812	THE SAEM - Natural Daily Avocado Body Cream [300ml]																																																															
207795963	ELIZAVECCA - Witch Piggy Hell-Pore Marine Collagen Ample																																																															
207816823	ISNTREE - Hyaluronic Acid Moist Cream [100ml]																																																															
207818475	LEBELAGE - Charcoal Cleansing Foam [100ml]																																																															
207819020	LEBELAGE - Aloe Cleansing Foam [100ml]																																																															
207819733	LEBELAGE - Collagen Cleansing Foam [100ml]																																																															
208209364	Рация BF888s (2 шт)																																																															
211410756	KidsMask																																																															
212715047	JMSOLUTION - Marine Luminous Pearl Deep Moisture Eye Patch Pearl [60ea]																																																															
212718108	JMSOLUTION - Silky Cocoon Home Esthetic Eye Patch [60ea]																																																															
212757955	JIGOTT - GOAT MILK BRIGHTENING CREAM [70ml]																																																															
212759865	JIGOTT - Pomegranate Shining Cream [70ml]																																																															
212885313	JMSOLUTION - Glow Luminous Flower Toner Extra Large Rose [600ml]																																																															
212885314	JMSOLUTION - Water Luminous S.O.S. Ringer Toner XL Black [600ml]																																																															
212885315	JMSOLUTION - Marine Luminous Pearl Moisture Toner XL Pearl [600ml]																																																															
212885316	JMSOLUTION - Prime Gold Toner XL [600ml]																																																															
212885318	JMSOLUTION - Dear First Moisturizing Toner XL [500ml]																																																															
212885319	JMSOLUTION - Glow Fill Spa Toner [500ml]																																																															
212886638	THE SAEM - Calamanse Pore Cool Down Cream [100ml]																																																															
212889023	THE SAEM - Cover Perfection Tip Concealer 01 Clear Beige [6.5g]																																																															
212890346	THE SAEM - Saemmul Perfect Pore Pact [12g]																																																															
214301471	DEOPROCE - BLACK PEARL TERAPHY CREAM [100g]																																																															
214301677	DEOPROCE - ESSENTIAL SKIN SOFTENER [380ml]																																																															
214301724	DEOPROCE - FERMENTATION ACTIVE HEALING CREAM [100g]																																																															
214301939	DEOPROCE - HYDRO ANTIAGING POMERGRANATE TONER [380ml]																																																															
214303875	DEOPROCE - HYDRO RECOVERY SNAIL TONER [380ml]																																																															
214303928	DEOPROCE - HYDRO SOOTHING ALOE VERA TONER [380ml]																																																															
214303984	DEOPROCE - MARINE COLLAGEN MINERAL CREAM [100g]																																																															
214305280	DEOPROCE - Vitamin Factory Cream [100g]																																																															
214305331	DEOPROCE - WHITENING & ANTI-WRINKLE SNAIL SKIN [260ml]																																																															
214305367	DEOPROCE - WHITENING AND ANTI-WRINKLE POMEGRANATE SKIN [260ml]																																																															
214305520	DEOPROCE RINSE - ARGAN SILKY MOISTURE [1000ml]																																																															
214305584	DEOPROCE RINSE - BLACK GARLIC INTENSME ENERGY [1000ml]																																																															
214311386	ELIZAVECCA - Milky piggy hyaluronic acid pure 100 [200ml]																																																															
214312065	SKIN1004 - Madagascar Centella Ampoule Foam [125ml]																																																															
214312110	SKIN1004 - Madagascar Centella Hyalu-Cica Sleeping Pack [100ml]																																																															
214312426	THE ORDINARY - Glycolic Acid 7% Toning Solution [KOR] [240ml]																																																															
214312703	THE SAEM - Care Plus Baobab Collagen Cream [100ml]																																																															
214312772	THE SAEM - Cell Renew Bio Micro Peel Soft Gel [160ml]																																																															
214314474	ENOUGH - Collagen 3in1 Sun Cream SPF50 PA+++ [50ml]																																																															
214319164	SKIN1004 - Madagascar Centella Travel Kit																																																															
215182642	DEOPROCE - REPAIR MACHINE GINSENG CREAM [100g]																																																															
217946637	10KN95Guard10KN95/new																																																															
218036630	10KN95Guard10KN95/10/new																																																															
236818852	JMSOLUTION - The Natural Peony Mask Calming [30ml*10ea]																																																															
238361186	FARMSTAY - Oil-Free Uv Defence Sun Cream [70ml] N																																																															
239180803	Коврик массажный зеленый v1																																																															
240577929	Робот мойщик окон sBot w200																																																															
253840171	Коврик массажный синий v1-глубокий черный																																																															
255574854	PETITFEE - MASK 7																																																															
260389580	Удлинитель для гирлянд 3 метра																																																															
271928927	PETITFEE - Gold Hydrogel Eye Patch																																																															
272756946	Удлинитель для гирлянд 3 метра 1+1																																																															
1177994945	PETITFEE MASK 7																																																											-22.12	-22.12		-22.12	-22.12
1175175447	PETITFEE MASK 6																																																											-24.33	-24.33		-24.33	-24.33
1177994944	PETITFEE MASK 5																																																											-27.65	-27.65		-27.65	-27.65
1119249556	VT PDRN Essence 100																																																											-32.29	-32.29		-32.29	-32.29
1123494802	VT Reedle Shot																																																											-44.26	-44.26		-44.26	-44.26
169074006	9 Protein Perfume Silk Balm					-931.85	-924.63		695.66	627.47																																																					-236.19	-297.16
133070651	СГ1К																							-174.71	-174.71		-260.09	-260.09		-142.38	-142.38																																-577.18	-577.18
1152680017	CELIMAX THE VITA-A RETINAL SHOT TIGHTENING BOOSTER																																																											-2395.97	-2395.97		-2395.97	-2395.97
555169767	dm7dm11-85																																						7342.99	2455.94		-23301.75	-25103.88		-5281.76	-5281.76																	-21240.52	-27929.70
КРОНА									-810.96	-803.85					9331.37	9240.09		37110.25	36749.17		1572.34	1556.72		-474.15	-474.15											11706.04	11504.70		466450.26	454562.77		3898397.29	3832268.46	28	114334.24	101827.65	190	117198.84	109490.56	68	49928.96	46941.37	19	13854.19	13012.25	20	17740.82	16664.25	40	-24149.32	-24214.30	365	4712190.17	4608325.69
535622293	dm7dm11																																			7253.30	7181.58		239917.02	237426.70		1852822.79	1830658.66	2	28590.89	25161.92	15	2494.35	2230.30	8	1775.72	1545.61										25	2132854.07	2104204.77
535622285	dm7dm5																																			-272.86	-272.86		31837.27	31523.12		410897.63	405579.12		9411.71	8408.91	1	232.03	202.03													1	452105.78	445440.32
535622280	dm7dm3																																			955.42	945.07		25161.14	24900.14		377872.11	372990.31		6977.25	6243.82	1	1057.63	978.89		-8.34	-8.34	1	-302.29	-302.29	2	940.27	867.65				4	412653.19	406615.25
535617707	dm7dm1																																						38131.50	37701.15		341678.66	337126.99		3699.08	3132.17		388.06	362.12	4	949.18	880.89	1	654.13	583.44							5	385500.61	379786.76
535622291	dm7dm10																																			1307.34	1292.76		22662.02	22407.29		307716.90	303466.28		4313.67	3588.13	1	141.01	111.81													1	336140.94	330866.27
535622287	dm7dm6																																			1328.87	1302.47		29845.77	29416.86		174282.87	171793.08	1	2700.63	2313.66	1	164.22	133.99	3	565.97	500.49	1	485.70	450.45							6	209374.03	205911.00
535622295	dm7dm12																																			904.86	895.59		11854.26	11713.43		180387.14	177755.15		6895.24	6120.84	2	808.72	754.83		-7.89	-7.89	1	524.42	493.05							3	201366.75	197725.00
535622289	dm7dm9																																			229.11	160.09		57887.26	50423.38		131602.18	113715.52		2304.07	863.62	6	2326.44	1625.58		401.57	316.09		-11.98	-11.98		-12.38	-12.38		-9.18	-9.18	6	194717.09	167070.74
535622301	dm7dm13																																						9154.02	9050.70		114662.71	112801.55		6766.69	5905.66	4	1922.49	1768.66	2	1191.70	1105.87										6	133697.61	130632.44
710417367	FARMSTAY - Black Garlic Nourishing Shampoo [530ml] 11																																									2015.72	1995.08	3	9353.66	8794.75	26	18016.97	16935.54	14	14517.68	13692.25										43	43904.03	41417.62
208710540	FARMSTAY Argan Oil Complete Volume Up Shampoo & Conditioner [530ml] 1																																									-157.16	-162.09		3503.04	3283.33	4	4308.99	4057.56	8	4768.34	4474.57	15	12504.47	11799.84	18	16812.93	15808.98				45	41740.61	39262.19
168958606	FARMSTAY COLLAGEN&HYALURONIC ACID ALL-IN ONE AMPOULE 1																																									2410.87	2377.32		5428.24	5124.18	13	6523.53	6155.88	29	25775.03	24441.83										42	40137.67	38099.21
208708607	FARMSTAY - Collagen Water Full Shampoo & Conditioner [530ml] 1																																											5	6371.91	5992.66	38	29439.98	27607.30													43	35811.89	33599.96
149971127	Etude Baking Powder Crunch Pore Scrub 1																																											3	4415.40	4162.09	43	28674.26	27144.71													46	33089.66	31306.80
182676276	W200														7483.77	7411.77		22071.42	21858.37																																												29555.19	29270.14
149197341	ENOUGH - Collagen Moisture Essential Cream [50ml] N 1																																									2204.87	2171.49	4	867.47	790.16	35	15533.37	14562.74					-0.26	-0.26							39	18605.45	17524.13
168958803	JIGOTT - Snail Lifting Cream [70ml] 1																																											10	12735.29	11941.75		5166.79	4858.62													10	17902.08	16800.37
182676275	W120																	11886.52	11769.21																																												11886.52	11769.21
208324187	Рация_UV-82 (1 шт)														1572.34	1556.50		3152.31	3121.59		1572.34	1556.72		-474.15	-474.15																																						5822.84	5760.66
219784547	LEBELAGE - High Protection Extreme Sun Cream SPF50+ PA++ [30ml] 1														275.26	271.82																																															275.26	271.82
149195233	collagen_moisture_21 1																																																															
149196131	collagen_3in1_13 1																																																															
149196132	collagen_3in1_21 1																																																															
149199529	baking powder_deep cleansing foam_30 1																																																															
149623889	Agava Patch 1																																																															
164298571	ELIZAVECCA Witch Piggy Hell Pore Blemish Spot Patch 1																																																															
164305156	ELIZAVECCA Natural 90% Olive Cleansing Oil 1																																																															
164426959	ELIZAVECCA Cer-100 Collagen Ceramide Coating Protein Treatment 1																																																															
164436306	ELIZAVECCA Aqua Hyaluronic Acid Water Drop Cream 1																																																															
164439776	ELIZAVECCA  Milky Piggy Carbonated Bubble Clay Pack 1																																																															
164442867	ELIZAVECCA Milky Piggy Hell-Pore Clean Up Enzyme Powder Wash 1																																																															
164447055	ELIZAVECCA Hell-Pore Control Hyaluronic Acid 97 1																																																															
164447059	ELIZAVECCA Hell-Pore Galactomyces Pure Ample 1																																																															
164447060	ELIZAVECCA Witch Piggy Hell-Pore Marine Collagen Ample 1																																																															
164536239	ENOUGH Collagen moisture foundation #21 1																																																															
164555811	ENOUGH Collagen 3 in 1 whitening moisture foundation #13 1																																																															
164555812	ENOUGH Collagen 3 in 1 whitening moisture foundation #21 1																																																															
164559594	ENOUGH Gold snail moisture foundation #13 1																																																															
164559596	ENOUGH Gold snail moisture foundation #21 1																																																															
164561233	ENOUGH Collagen moisture essential cream [50g]  1																																																															
164564990	ENOUGH Collagen Twoway Cake (including Refill) #13 1																																																															
164564991	ENOUGH Collagen Twoway Cake (including Refill) #21 1																																																															
164568807	ENOUGH Premium 8 Peptide full cover perfect foundation #13 [100ml] 1																																																															
164568818	ENOUGH Premium 8 Peptide full cover perfect foundation #21 [100ml] 1																																																															
164569849	ENOUGH Premium Rich Gold Double Wear Radiance Foundation #13 [100ml] 1																																																															
164569851	ENOUGH Premium Rich Gold Double Wear Radiance Foundation #21 [100ml] 1																																																															
164572192	ENOUGH Premium Ultra X10 cover up Collagen foundation #13 [100ml] 1																																																															
164572194	ENOUGH Premium Ultra X10 cover up Collagen foundation #21 [100ml] 1																																																															
164864804	I'm Sorry for My Skin Age Capture Hydrating Cream 1																																																															
164864805	I'm Sorry for My Skin AGE Capture Skin Relief Cream  1																																																															
164864806	I'm Sorry for My Skin AGE Capture Vitalizer Cream 1																																																															
164864807	I'm Sorry for My Skin AGE Capture Firming Enriched Cream   1																																																															
165089212	Heimish All Clean Balm [120ml] 1																																																															
165089213	Heimish All Clean Balm_ Mandarin [120ml] 1																																																															
165090687	Laneige LIP SLEEPING MASK-BERRY [3g] 1																																																															
165092300	Jigott SNAIL LIFTING CREAM [70ml]  1																																																															
165093573	Manyo BIFIDA BIOME AMPOULE TONER 400ml [400ml] 1																																																															
165094530	Some by mi AHA-BHA-PHA 30 DAYS MIRACLE TONER 150ml 1																																																															
165095103	Some by mi AHA-BHA-PHA 30 DAYS MIRACLE CREAM [60g] 1																																																															
165095682	Some by mi AHA-BHA-PHA 30 DAYS MIRACLE ACNE CLEAR FOAM [100ml] 1																																																															
165098570	Tiam Vita B3 Source  1																																																															
168958473	FARMSTAY ESCARGOT NOBLESSE INTENSIVE CREAM -2 1																																																															
182626676	NAUSHNIK/DETY/BLACK/																																																															
182669030	NAUSHNIK/DETY/MENTOL/																																																															
182669031	NAUSHNIK/DETY/ROSE/																																																															
182669032	NAUSHNIK/DETY/SIREN/																																																															
182669033	NAUSHNIK/DETY/BLUE/																																																															
182676274	W100																																																															
182676277	W300																																																															
182676278	W400																																																															
183256395	Планшет 8,5																																																															
183257191	Планшет 10																																																															
183257192	Планшет 12																																																															
183261264	Массажер пистолет V1																																																															
183262706	Массажер для спины шеи и плеч																																																															
183268722	Салфетки из микрофибры для робота мойщика окон																																																															
183271650	Детский фотоаппарат с камерой розовый																																																															
183271651	Детский фотоаппарат с камерой голубой																																																															
183388573	Коврик массажный фиолетовый v1																																																															
183401334	hot /3х3/																																																															
183401335	multi  /3х3/																																																															
183401336	multi /2х2/																																																															
183401337	multi /1.5х1.5/																																																															
183401338	white /3х2/																																																															
183401339	white /1.5х1.5/																																																															
183401340	white /2х2/																																																															
183401341	white /3х3/																																																															
183401342	hot /1.5х1.5/																																																															
183401343	hot /2х2/																																																															
183401344	hot /3х2/																																																															
183401345	multi  /3х2/																																																															
183603636	Скалер белый v1																																																															
