Артикул WB,Артикул продавца,Название,Предмет,Бренд,Продаж_строк,Розничная_сумма_период,Логистика_период,Переплата_ИРП_период,Косметика,Переплата_ИРП_месяц,Доля_переплаты_в_логистике_%
315688951,Триммер Золото,Триммер для бритья бороды мужской,Триммеры,Триммер для бороды,2,1666.0,238.8,9.996,False,5.553333333333334,4.185929648241206
248928046,SOME BY MI - AHA-BHA-PHA 30 Days Miracle Cleansing Bar [106g],Корейское мыло для лица от прыщей,Мыло косметическое,Some by mi,1,1583.0,77.51,9.498,True,5.276666666666666,12.25390272222939
437248870,ROUND LAB MUGWORT CALMING SOOTHING GEL_150ml,Увлажняющий крем гель для лица и тела от воспалений Корея,Кремы,round lab,1,1501.0,80.46,9.006,True,5.003333333333334,11.193139448173007
206122859,I'm Sorry for My Skin Age Крем Capture Firming Enriched,Крем для лица увлажняющий,Кремы,I'm Sorry for My Skin,1,1500.0,78.07,9.0,True,5.0,11.528115793518639
206125905,I'm Sorry for My Skin Крем Age Capture Skin Relief,Крем для лица антивозрастной,Кремы,I'm Sorry for My Skin,1,1500.0,58.27,9.0,True,5.0,15.445340655568904
555213580,dm7dm5-50,Дед Мороз под елку 50 см,Фигурки и статуэтки,Дед Мороз Фигурка,1,1488.0,517.64,8.928,False,4.960000000000001,1.7247507920562555
226115248,PETITFEE - Cacao Energizing Hydrogel Mask Pack [5pcs],Корейские гидрогелевые маски для лица тонизирующие,Маски гидрогелевые,Petitfee,1,1364.0,69.76,8.184000000000001,True,4.546666666666668,11.73165137614679
147602778,GAMEstick64,Игровая приставка консоль для детей и взрослых портативная,Игровые консоли,Игровая приставка,1,1135.9,153.95,6.8154,False,3.7863333333333338,4.42702176031179
190314349,СГ-Красная,Снегурочка под елку 33 см на Новый Год,Фигурки и статуэтки,Дед Мороз Фигурка,1,957.0,369.34,5.742,False,3.19,1.5546650782476852
48908708,dm7dm6,Дед Мороз под елку 35 см,Фигурки и статуэтки,Дед Мороз Фигурка,1,783.0,186.88,4.698,False,2.6100000000000003,2.513912671232877
103441912,dm7dm12,Дед Мороз под елку 35 см,Фигурки и статуэтки,Дед Мороз Фигурка,1,710.51,557.69,4.26306,False,2.3683666666666667,0.7644139217127794
48906308,dm7dm3,Дед Мороз под елку 35 см,Фигурки и статуэтки,Дед Мороз Фигурка,1,676.0,525.21,4.056,False,2.2533333333333334,0.7722625235620038
103431353,dm7dm9,Дед Мороз под елку 35 см,Фигурки и статуэтки,Дед Мороз Фигурка,1,662.0,177.66,3.972,False,2.2066666666666666,2.2357311719013846
333259566,JMSOLUTION - Mask Pack Black [8pcs],Маски для лица тканевые,Маски тканевые косметические,JMSolution,1,631.89,61.41,3.79134,True,2.1063,6.1738153395212505
226322576,ELIZAVECCA - (х2) Witch Piggy hell pore blemish spot patch,Патчи от прыщей Корея прозрачные 88 шт.,Пластыри косметические,Elizavecca,1,518.0,55.87,3.108,True,1.7266666666666668,5.562913907284769
102259020,white /3х3/,Гирлянда штора 3х3 на Новый Год белая,Гирлянды интерьерные,Новогодняя гирлянда светодиодная,1,464.0,88.84,2.7840000000000003,False,1.5466666666666669,3.1337235479513734
59758723,NAUSHNIK/DETY/MENTOL/,Наушники с ушками и микрофоном беспроводные детские,Наушники,Наушники с ушками CAT,1,389.0,121.11,2.334,False,1.2966666666666669,1.9271736437948974
214304289,DEOPROCE - REAL FRESH VEGAN CALMING TONER [200ml],Успокаивающий тоник для лица 200 мл,Тоники,DEOPROCE,1,0.0,122.0,0.0,True,0.0,0.0
