nm,Артикул продавца,Название,Предмет,Бренд,ordered_units,bought_units,current_stock,missed_buyouts_raw_sum,missed_buyouts_dedup,missed_buyouts_amount_dedup,deficit_warehouse_rows,cost,net_units,profit_per_unit_after_cogs_before_storage_ads,profit_after_cogs_before_storage_ads,Категория,Хранение_период,Хранение_месяц30,Косметика,Переплата_ИРП_период,Переплата_ИРП_месяц,storage_per_sold_unit,profit_per_unit_after_storage_before_ads,missed_profit_dedup,known_positive_economy
190158097,MASIL 5 PROBIOTICS SCALP SCALING SHAMPOO 300ml,Корейский шампунь для глубокого очищения,Шампуни,MASIL,0,0,0,0.0,0.0,0.0,1,,,,,,,,,,,0.0,,,False
190159348,Elizavecca 24k gold snail Cleansing Foam 180ml,Очищающая пенка для лица с настоящим золотом,Скрабы,Elizavecca,110,86,180,0.0,0.0,0.0,15,283.36,170.0,334.86652941176465,56927.30999999999,Красота,2212.252,1144.268275862069,True,1069.28814,594.0489666666667,13.013247058823529,321.8532823529411,0.0,True
190160008,Elizavecca Milky Piggy EGF elastic retinol [100ml],Крем для лица с ретинолом антивозрастной,Кремы,Elizavecca,3,1,71,0.0,0.0,0.0,7,602.18,6.0,539.2133333333333,3235.2799999999997,Красота,697.0165000000001,360.525775862069,True,68.03736,37.79853333333334,116.16941666666668,423.0439166666666,0.0,True
190160197,EKEL Ampoule Toner Collagen 150ml,Увлажняющий тоник для лица с коллагеном ампульный,Тоники,EKEL,0,0,0,0.0,0.0,0.0,5,234.0,59.0,319.8262711864407,18869.75,Красота,5.28,2.731034482758621,True,318.9504,177.19466666666668,0.08949152542372882,319.73677966101695,0.0,True
190314349,СГ-Красная,Снегурочка под елку 33 см на Новый Год,Фигурки и статуэтки,Дед Мороз Фигурка,0,0,0,0.0,0.0,0.0,2,303.72,1.0,-24.49000000000001,-24.49000000000001,Декор интерьера,2.27285784,1.175616124137931,False,5.742,3.19,2.27285784,-26.76285784000001,-0.0,False
195286371,Rosa 20m hot,Новогодняя гирлянда роса 20 метров желтый,Гирлянды интерьерные,Новогодняя гирлянда светодиодная,0,0,0,0.0,0.0,0.0,1,,,,,,,,,,,0.0,,,False
198143251,Manyo_Ampoule_Lotion,Лосьон для лица Bifida Biome Ampoule Lotion,Тоники,manyo,0,0,0,0.0,0.0,0.0,1,735.34,1.0,542.16,542.16,,,,True,12.606,7.003333333333334,0.0,542.16,0.0,True
198147185,Manyo_Complex_Ampoule,Восстанавливающая сыворотка для лица с бифидобактериями,Сыворотки,manyo,187,143,226,0.0,0.0,0.0,17,899.78,305.0,1425.144360655738,434669.0300000001,Красота,2438.86,1261.4793103448276,True,6795.0898799999995,3775.049933333333,7.9962622950819675,1417.148098360656,0.0,True
198156472,Manyo_Galac_Vita_Serum,Отбеливающая сыворотка для лица с витамином С,Сыворотки,manyo,230,183,217,0.0,0.0,0.0,20,646.83,427.0,752.1798360655736,321180.7899999999,Красота,2574.156,1331.4599999999998,True,5809.47654,3227.486966666667,6.028468384074941,746.1513676814986,0.0,True
198156698,Manyo_Pure_Cleansing_Oil,Гидрофильное масло Ma:nyo Pure Cleansing Oil для умывания,Гидрофильные масла,manyo,101,76,43,0.0,0.0,0.0,23,853.0,178.0,1174.2490449438203,209016.33,Красота,1001.9005,518.2243965517241,True,3488.6056200000003,1938.1142333333337,5.6286544943820225,1168.6203904494382,0.0,True
198620596,Lamp_white_26cm,Кольцевая лампа со штативом белая 26 см,Кольцевые лампы,SKL TECH,6,3,4,0.0,0.0,0.0,7,,5.0,,,Фото и Видеотехника,1637.416501308,846.939569642069,False,68.4,38.00000000000001,327.4833002616,,,False
198620664,Lamp_RGB_33cm,Кольцевая лампа цветная RGB 33 см свет для фото,Кольцевые лампы,кольцевая лампа со штативом,0,0,0,0.0,0.0,0.0,2,,,,,,,,,,,0.0,,,False
198940045,Camera_WiFi_v1,Wi Fi камера видеонаблюдения умный дом,Камеры видеонаблюдения,Камера видеонаблюдения IP Wi-Fi,0,0,0,0.0,0.0,0.0,2,,0.0,,,,,,,,,0.0,,,False
199367159,Dr.Jart_Dermaclear_Micro_Foam,Пенка для умывания Dermaclear Micro Foam,Скрабы,dr.Jart+,3,3,0,12.16,1.52,2657.8,8,690.39,27.0,335.5285185185185,9059.27,Красота,11.912,6.161379310344828,True,281.964,156.64666666666668,0.44118518518518524,335.08733333333333,509.33274666666665,True
199425671,Dr.Jart_Teatreatment_Soothing_Spot,Корректор для лица от прыщей точечный,Сыворотки,dr.Jart+,1,1,0,0.0,0.0,0.0,3,666.95,4.0,598.5349999999999,2394.1399999999994,Красота,0.16,0.0827586206896551,True,50.832,28.24,0.04,598.4949999999999,0.0,True
199427475,Dr.Jart_Teatreatment_Toner,Тоник для лица увлажняющий Teatreatment Toner,Тоники,dr.Jart+,0,0,0,0.0,0.0,0.0,1,,,,,,,,,,,0.0,,,False
204258828,COSRX_Salicylic_Acid_Cleanser,Пенка для умывания от прыщей,Скрабы,COSRX,43,27,23,0.0,0.0,0.0,13,343.82,80.0,391.884125,31350.730000000003,Красота,587.808,304.03862068965515,True,615.85626,342.1423666666667,7.3476,384.536525,0.0,True
205054338,manyo_bifida_biome_toner,Укрепляющий тоник для лица с бифидобактериями,Тоники,manyo,44,37,1,0.0,0.0,0.0,18,828.47,347.0,642.2889048991354,222874.25,Красота,585.2697984,302.7257577931034,True,5113.0152,2840.564,1.686656479538905,640.6022484195965,0.0,True
206057411,ELIZAVECCA_fruit_toner,Корейский тоник для лица от черных точек,Тоники,Elizavecca,103,80,227,0.0,0.0,0.0,11,328.19,169.0,363.564674556213,61442.42999999999,Красота,2427.96,1255.8413793103448,True,1181.54508,656.4139333333334,14.366627218934912,349.19804733727807,0.0,True
206058262,ELIZAVECCA_galactomyces_Ample,Увлажняющая сыворотка для лица Корея,Сыворотки,Elizavecca,5,2,132,0.0,0.0,0.0,8,447.64,6.0,443.4199999999999,2660.5199999999995,Красота,1157.888,598.9075862068966,True,57.24000000000001,31.800000000000008,192.9813333333333,250.4386666666666,0.0,True
206122859,I'm Sorry for My Skin Age Крем Capture Firming Enriched,Крем для лица увлажняющий,Кремы,I'm Sorry for My Skin,0,0,0,0.0,0.0,0.0,1,573.21,1.0,324.41999999999996,324.41999999999996,,,,True,9.0,5.0,0.0,324.41999999999996,0.0,True
206125905,I'm Sorry for My Skin Крем Age Capture Skin Relief,Крем для лица антивозрастной,Кремы,I'm Sorry for My Skin,0,0,0,0.0,0.0,0.0,1,616.08,1.0,299.87,299.87,,,,True,9.0,5.0,0.0,299.87,0.0,True
206126372,I'm Sorry for My Skin Крем Age Capture Vitalizer,Крем для лица с витамином C осветляющий,Кремы,I'm Sorry for My Skin,69,51,80,0.0,0.0,0.0,14,573.21,91.0,388.1232967032967,35319.22,Красота,1230.759,636.5994827586208,True,867.3361800000001,481.85343333333344,13.524824175824175,374.59847252747255,0.0,True
206135397,I'm Sorry For My Skin Age Capture Hydrating,Крем для лица увлажняющий ежедневный,Кремы,I'm Sorry for My Skin,16,15,0,32.1,3.21,5097.03,10,616.08,148.0,341.5275675675676,50546.08,Красота,295.072,152.62344827586207,True,1411.65318,784.2517666666668,1.9937297297297298,339.53383783783784,1089.9036194594594,True
207464799,HEIMISH - All Clean Balm [120ml],Гидрофильное масло бальзам для лица очищающее,Гидрофильные масла,Heimish,5,4,0,0.0,0.0,0.0,13,685.67,309.0,215.44375404530751,66572.12000000002,Красота,216.6005,112.03474137931036,True,2808.384,1560.2133333333334,0.7009724919093852,214.74278155339812,0.0,True
207465786,HEIMISH - All Clean Balm Mandarin [120ml],Гидрофильное масло бальзам для лица очищающее,Гидрофильные масла,Heimish,42,32,278,0.0,0.0,0.0,10,685.67,82.0,343.21500000000015,28143.630000000012,Красота,2869.366,1484.154827586207,True,835.1256599999999,463.9587,34.99226829268293,308.2227317073172,0.0,True
207466866,HEIMISH - Artless Glow Base SPF50+ [40ml],Корейская база под макияж с шиммером,Основы под макияж,Heimish,0,0,0,0.0,0.0,0.0,15,770.48,200.0,157.94554999999994,31589.109999999982,Красота,11.296,5.842758620689656,False,1847.09544,1026.1641333333334,0.056479999999999995,157.88906999999995,0.0,True
207469760,FARMSTAY - Gold Snail Premium Cream [50ml],Корейский крем для лица антивозрастной премиум,Кремы,farmstay,565,513,0,2953.06,134.23,186692.52,22,431.05,1023.0,338.339100684262,346120.9,Красота,2050.92,1060.8206896551726,True,7966.349700000001,4425.749833333334,2.004809384164223,336.3342913000978,45146.15192121212,True
207472742,FARMSTAY - Black Garlic Nourishing Shampoo [530ml],Корейский шампунь против выпадения волос с черным чесноком,Шампуни,Farm Stay,924,720,320,0.0,0.0,0.0,30,396.72,1970.0,348.2269695431472,686007.13,Красота,8719.578034335,4510.12656948362,True,15658.1517,8698.973166666667,4.426181743317259,343.80078779982995,0.0,True
207475898,FARMSTAY - Collagen Water Full Shampoo & Conditioner [530ml],Корейский шампунь для волос с коллагеном,Шампуни,Farm Stay,308,262,156,0.0,0.0,0.0,12,396.72,495.0,278.76034343434344,137986.37,Красота,1895.04504,980.1957103448276,True,3495.0618,1941.701,3.8283738181818183,274.9319696161616,0.0,True
207476309,FARMSTAY Argan Oil Complete Volume Up Shampoo & Conditioner [530ml],Корейский шампунь для волос с аргановым маслом,Шампуни,Farm Stay,409,324,100,0.0,0.0,0.0,18,400.76,726.0,314.2859228650138,228171.58,Красота,3737.3238225,1933.0985288793104,True,5539.48332,3077.4907333333335,5.14782895661157,309.1380939084022,0.0,True
207476777,FARMSTAY - Collagen Pure Cleansing Foam [180ml],Корейская пенка для умывания лица увлажняющая,Скрабы,Farm Stay,45,36,199,0.0,0.0,0.0,10,161.47,88.0,250.3409090909091,22030.0,Красота,1984.544,1026.488275862069,True,390.7428599999999,217.07936666666663,22.551636363636366,227.78927272727273,0.0,True
207477077,FARMSTAY - Collagen Water Full Moist Cream [100g],Увлажняющий крем для лица с коллагеном,Кремы,farmstay,154,122,211,228.6,15.24,23430.47,15,484.42,288.0,474.4249999999999,136634.4,Красота,672.868,348.03517241379313,True,2746.18236,1525.656866666667,2.3363472222222224,472.08865277777767,7194.631068333331,True
207479264,EKEL Ampoule Cream Collagen [50ml],Ампульный крем для лица с коллагеном,Кремы,EKEL,108,80,18,0.0,0.0,0.0,9,219.47,156.0,303.70807692307693,47378.46,Красота,1092.051,564.8539655172414,True,843.3413999999999,468.523,7.000326923076923,296.70775000000003,0.0,True
207481251,COSRX Advanced Snail 96 Mucin Power Essence [100ml],Корейская эссенция для лица увлажняющая,Сыворотки,COSRX,44,34,102,0.0,0.0,0.0,12,756.59,73.0,681.8450684931506,49774.689999999995,Красота,898.9355,464.96663793103454,True,1021.84134,567.6896333333334,12.31418493150685,669.5308835616438,0.0,True
207481714,COSRX AHA/BHA Clarifying Treatment Toner [150ml],Мягкий тонер для лица с кислотами AHA BHA,Тоники,COSRX,3,3,0,0.0,0.0,0.0,14,499.7,57.0,629.499649122807,35881.479999999996,Красота,19.498,10.085172413793105,True,652.2136800000001,362.3409333333334,0.3420701754385965,629.1575789473684,0.0,True
207482718,JIGOTT - Snail Lifting Cream [70ml],Крем для лица антивозрастной Snail Lifting Cream,Кремы,Jigott,865,732,584,0.0,0.0,0.0,33,202.27,1379.0,176.59387962291513,243522.95999999996,Красота,4792.313,2478.7825862068967,True,6137.91426,3409.9523666666664,3.475208846990573,173.11867077592456,0.0,True
207483179,JIGOTT - Snail Reparing Cream [100ml],Восстанавливающий крем для лица антивозрастной,Кремы,Jigott,244,207,224,0.0,0.0,0.0,14,185.86,425.0,228.0091529411765,96903.89,Красота,1321.012,683.2820689655173,True,1891.56564,1050.8698000000002,3.1082635294117646,224.90088941176472,0.0,True
207483780,JIGOTT - Birds Nest Firming Cream [70ml],Корейский крем для лица антивозрастной от морщин,Кремы,Jigott,128,108,169,0.0,0.0,0.0,21,202.27,216.0,254.98925925925928,55077.68,Красота,2163.223,1118.9084482758622,True,1030.32798,572.4044333333334,10.014921296296295,244.97433796296298,0.0,True
207796350,ELIZAVECCA - CER-100  [100ml],Маска для волос увлажняющая с коллагеном,Маски косметические,Elizavecca,18,14,374,0.0,0.0,0.0,12,242.23,29.0,304.08310344827584,8818.41,Красота,3690.23,1908.7396551724137,True,165.99756,92.22086666666668,127.24931034482759,176.83379310344824,0.0,True
207796439,ELIZAVECCA - Natural 90% Olive Cleansing Oil,Корейское гидрофильное масло для умывания,Гидрофильные масла,Elizavecca,125,102,68,0.0,0.0,0.0,12,671.73,258.0,299.71174418604653,77325.63,Красота,1263.68,653.6275862068966,True,2515.91334,1397.7296333333334,4.897984496124031,294.8137596899225,0.0,True
207796563,ELIZAVECCA - Aqua Hyaluronic Acid Water Drop Cream,Крем для лица Aqua Hyaluronic Acid Water Drop,Кремы,Elizavecca,173,140,57,0.0,0.0,0.0,11,281.34,233.0,245.80957081545063,57273.630000000005,Красота,977.468,505.58689655172407,True,1259.58798,699.7711,4.195141630901287,241.61442918454935,0.0,True
207796789,ENOUGH - Gold Snail Moisture Foundation [Tone 13],Тональный крем для лица матовый увлажняющий с муцином,Тональные кремы,ENOUGH,360,269,156,0.0,0.0,0.0,29,245.65,483.0,316.99370600414073,153107.95999999996,Красота,2026.2225,1048.0461206896553,True,2856.3516,1586.862,4.195077639751553,312.7986283643892,0.0,True
207796898,ENOUGH - Gold Snail Moisture Foundation [Tone 21],Тональный крем для лица матовый увлажняющий с муцином,Тональные кремы,ENOUGH,176,151,0,575.0,28.75,24748.18,20,270.81,387.0,238.38560723514215,92255.23,Красота,1186.976,613.953103448276,True,2066.3781,1147.9878333333334,3.0671214470284243,235.31848578811372,6765.40646640827,True
207817787,ISNTREE - Chestnut AHA 8% Clear Essence [100ml],Сыворотка для глубокого очищения лица,Сыворотки,,2,2,8,0.0,0.0,0.0,2,540.42,6.0,469.0666666666668,2814.4000000000005,Красота,64.1865,33.19991379310345,,,,10.69775,458.3689166666668,0.0,True
207818000,ISNTREE - Chestnut AHA 8% Clear Essence Sample [20ml],Сыворотка для глубокого очищения лица,Сыворотки,,16,11,35,0.0,0.0,0.0,10,99.08,23.0,179.57217391304349,4130.16,Красота,267.9325,138.58577586206897,,,,11.649239130434783,167.9229347826087,0.0,True
207818642,LEBELAGE - Dr. Hyaluronic Derma Eye Cream [40ml],Увлажняющий крем для кожи вокруг глаз,Кремы,Lebelage,22,18,52,0.0,0.0,0.0,8,108.15,47.0,187.23680851063833,8800.130000000001,Красота,415.58,214.9551724137931,True,155.75448,86.53026666666668,8.842127659574468,178.39468085106387,0.0,True
208202076,EKEL Ampule Сream Сollagen [70ml],Увлажняющий крем для лица с коллагеном ампульный,Кремы,EKEL,82,62,266,0.0,0.0,0.0,11,142.13,137.0,248.269197080292,34012.880000000005,Красота,2946.5765,1524.0912931034482,True,575.04132,319.46740000000005,21.507857664233576,226.76133941605843,0.0,True
208208674,Рация_UV-82 (1 шт),Электронная рация baofeng UV-82,Радиостанции,Baofeng,2,2,180,0.0,0.0,0.0,7,840.75,5.0,1278.89,6394.450000000001,Аксессуары для электроники,3307.68792,1710.8730620689655,False,95.868,53.26,661.5375839999999,617.3524160000002,0.0,True
210575566,LEBELAGE - Dr. Peptide Derma Eye Cream [40ml],Увлажняющий крем для кожи вокруг глаз,Кремы,Lebelage,21,16,44,0.0,0.0,0.0,9,108.15,39.0,290.4207692307692,11326.41,Красота,351.044,181.5744827586207,True,167.54868000000002,93.0826,9.001128205128206,281.419641025641,0.0,True
210579932,LEBELAGE - Dr. Snail Derma Eye Cream [40ml],Увлажняющий крем для кожи вокруг глаз,Кремы,Lebelage,46,34,15,0.0,0.0,0.0,7,108.15,89.0,190.95662921348313,16995.14,Красота,439.672,227.41655172413792,True,295.01064,163.89480000000003,4.940134831460674,186.01649438202244,0.0,True
212719009,DR. JART - Cicapair Tiger Grass Color Correcting Treatment [50ml],Корректирующий СС крем для лица тональный,CC-кремы,dr.Jart+,18,14,51,0.0,0.0,0.0,7,1449.78,23.0,1070.395652173913,24619.1,Красота,587.776,304.02206896551724,True,556.002,308.89,25.555478260869563,1044.8401739130436,0.0,True
212720615,ISNTREE - Onion Newpair Gel Cream [50ml],Успокаивающий крем-гель для лица,Кремы,Isntree,4,2,40,0.0,0.0,0.0,2,1072.67,3.0,667.0766666666665,2001.2299999999996,Красота,252.4305,130.5675,True,51.516000000000005,28.620000000000005,84.1435,582.9331666666665,0.0,True
212752214,GRACE DAY - Bouquet Marine Mist,Освежающий спрей мист для лица и тела,Тоники,Grace Day,0,0,0,0.0,0.0,0.0,1,,,,,,,,,,,0.0,,,False
212753217,JIGOTT - Collagen Healing Cream [100ml],Крем для лица с коллагеном,Кремы,Jigott,29,25,43,0.0,0.0,0.0,9,175.42,59.0,274.57372881355934,16199.850000000002,Красота,456.916,236.3358620689655,True,281.29626,156.27570000000003,7.744338983050848,266.8293898305085,0.0,True
212757456,JIGOTT - Daily Real Cica Toner [300ml],Корейский тонер для лица увлажняющий с центеллой,Тоники,Jigott,124,95,173,0.0,0.0,0.0,17,265.36,158.0,285.22835443037974,45066.08,Красота,2392.307091616,1237.4002198013793,True,965.04708,536.1372666666667,15.141184124151899,270.08717030622785,0.0,True
212759698,JIGOTT - Moisture Real Aloe Vera Toner [300ml],Корейский успокаивающий тонер с алоэ,Тоники,Jigott,38,35,0,208.98,23.22,22842.79,9,166.42,90.0,405.62911111111106,36506.619999999995,Красота,323.694,167.42793103448275,True,549.5396400000001,305.29980000000006,3.5966,402.03251111111103,9335.194907999998,True
212760119,JIGOTT - Ultimate Real Collagen Toner [300ml],Корейский тонер для лица антивозрастной,Тоники,Jigott,104,84,201,0.0,0.0,0.0,12,265.36,162.0,320.0001851851852,51840.030000000006,Красота,2146.164,1110.084827586207,True,989.07012,549.4834000000001,13.247925925925927,306.7522592592593,0.0,True
212796158,MISSHA - M Perfect Cover BB Cream SPF42+ PA+++ (Tone 13) [50ml],Корейский bb крем для лица увлажняющий тон 13,BB-кремы,MISSHA,0,0,0,0.0,0.0,0.0,1,,,,,,,,,,,0.0,,,False
212883090,JIGOTT - Aura Secret Hyaluronec Acid Toner [300ml],Увлажняюший тонер для лица с гиалуроновой кислотой,Тоники,Jigott,44,37,138,0.0,0.0,0.0,10,162.13,67.0,423.3525373134329,28364.620000000003,Красота,1527.392,790.0303448275862,True,409.22742000000005,227.3485666666667,22.79689552238806,400.5556417910448,0.0,True
212889025,Enoughcollagenwhiteningcovertip01,"Консилер для лица плотный 01, корректор светлый",Корректоры,ENOUGH,125,78,45,0.0,0.0,0.0,15,183.24,117.0,443.695811965812,51912.41,Красота,469.054,242.6141379310345,True,744.63876,413.68820000000005,4.009008547008547,439.6868034188035,0.0,True
212889027,Enoughcollagenwhiteningcovertip,Консилер для лица плотный 02 корректор,Корректоры,ENOUGH,95,59,62,0.0,0.0,0.0,18,183.24,106.0,419.91820754716974,44511.329999999994,Красота,603.1255,311.9614655172414,True,674.6133600000001,374.7852,5.68986320754717,414.2283443396226,0.0,True
212889028,Enoughcollagenwhiteningcovertip03,Консилер для лица плотный 03 корректор,Корректоры,ENOUGH,51,35,69,0.0,0.0,0.0,14,183.24,74.0,350.70324324324326,25952.04,Красота,517.6205,267.7347413793103,True,423.2607,235.14483333333337,6.994871621621622,343.70837162162167,0.0,True
214301052,DEOPROCE - AC CICA CALMING BOOSTING TONER [150ml],Увлажняющий тонер для лица Корея с центеллой азиатской,Тоники,DEOPROCE,0,0,0,0.0,0.0,0.0,2,,7.0,,,Красота,9.394,4.858965517241379,True,31.836,17.686666666666667,1.342,,,False
214301939,DEOPROCE - HYDRO ANTIAGING POMERGRANATE TONER [380ml],Тонер для лица антивозрастной с экстрактом граната,Тоники,DEOPROCE,0,0,0,0.0,0.0,0.0,1,,,,,,,,,,,0.0,,,False
214304883,DEOPROCE - SNAIL RECOVERY CREAM [100g],Корейский крем для лица антивозрастной,Кремы,DEOPROCE,20,14,50,0.0,0.0,0.0,9,594.61,46.0,697.3889130434782,32079.889999999996,Красота,636.429,329.1874137931034,True,585.12,325.06666666666666,13.83541304347826,683.5534999999999,0.0,True
214305705,DEOPROCE SHAMPOO - ARGAN SILKY MOISTURE [1000ml],Шампунь для волос с аргановым маслом,Шампуни,DEOPROCE,0,0,0,0.0,0.0,0.0,6,367.92,84.0,343.53904761904755,28857.279999999995,Красота,211.70055,109.50028448275862,True,652.24572,362.35873333333336,2.5202446428571426,341.0188029761904,0.0,True
214305722,DEOPROCE SHAMPOO+BALSAM - BLACK GARLIC[2000ml],Шампунь для волос женский и бальзам c черным чесноком набор,Шампуни,DEOPROCE,105,83,23,49.39,4.49,11456.08,11,726.85,150.0,765.6218666666666,114843.28,Красота,2358.88464,1220.112744827586,True,2375.10204,1319.5011333333332,15.725897600000001,749.8959690666666,3367.032901109333,True
214311963,SKIN1004 - Madagascar Centella Ampoule [30ml],Сыворотка Корея увлажняющая против морщин,Сыворотки,SKIN1004,9,9,46,0.0,0.0,0.0,9,367.89,27.0,844.9785185185186,22814.42,Красота,278.9725,144.2961206896552,True,317.84298,176.57943333333336,10.332314814814815,834.6462037037038,0.0,True
214312149,SKIN1004 - Madagascar Centella Hyalu-Cica Sleeping Pack [30ml],Увлажняющая ночная маска для сухой кожи,Кремы,SKIN1004,5,2,69,0.0,0.0,0.0,8,294.15,7.0,527.6257142857144,3693.380000000001,Красота,615.8175,318.5262931034483,True,58.08354,32.268633333333334,87.97392857142857,439.6517857142858,0.0,True
214312259,SKIN1004 - Zombie Beauty Bloody Peel [30ml],Кровавый пилинг сыворотка для лица кислотная,Сыворотки,SKIN1004,0,0,0,0.0,0.0,0.0,1,,,,,,,,,,,0.0,,,False
214312385,THE ORDINARY - Argireline Solution 10% [30ml],Антивозрастная сыворотка для лица с аргирелином 10%,Сыворотки,The ordinary,20,13,37,0.0,0.0,0.0,12,722.04,36.0,378.9447222222222,13642.009999999998,Красота,346.044,178.98827586206895,True,391.59438,217.55243333333337,9.612333333333332,369.3323888888889,0.0,True
214312837,THE SAEM Saemmul Perfect Curling Mascara [8ml],Тушь для ресниц Корея подкручивающая,Туши,THE SAEM,0,0,0,0.0,0.0,0.0,4,179.09,53.0,120.38811320754716,6380.57,,,,False,167.052,92.80666666666669,0.0,120.38811320754716,0.0,True
214312999,MISSHA - M Perfect Cover BB Cream SPF42 PA+++ (Tone 27) [20ml],Корейский bb крем для лица увлажняющий тон 27,BB-кремы,MISSHA,0,0,0,0.0,0.0,0.0,1,,,,,,,,,,,0.0,,,False
214964091,JMSOLUTION - Mask Pack Disney,Набор корейских тканевых масок для лица 10 шт,Маски тканевые косметические,JMSolution,251,191,84,0.0,0.0,0.0,19,463.2,367.0,175.0116621253406,64229.28,Красота,1451.7675348,750.914242137931,True,2578.09824,1432.2768,3.9557698495912805,171.0558922757493,0.0,True
214977901,JMSOLUTION - Mask Pack Black,Маски для лица тканевые,Маски тканевые косметические,JMSolution,32,24,249,0.0,0.0,0.0,12,463.2,215.0,114.28181395348837,24570.589999999997,Красота,2840.322288384,1469.132218129655,True,1351.79532,750.9974,13.210801341320929,101.07101261216744,0.0,True
226114935,PETITFEE - Gold Hydrogel Mask Pack [5pcs],Маски для лица с золотом,Маски гидрогелевые,Petitfee,59,51,0,201.08,18.28,26713.92,11,507.16,162.0,398.02148148148143,64479.48,Красота,441.16,228.18620689655177,True,1468.1988,815.666,2.7232098765432102,395.29827160493824,7226.052404938271,True
226115141,PETITFEE - Gold & Snail Hydrogel Mask Pack [5pcs],Корейские гидрогелевые маски для лица против морщин,Маски гидрогелевые,Petitfee,78,63,56,0.0,0.0,0.0,14,457.75,133.0,432.76556390977447,57557.82000000001,Красота,1160.524,600.2710344827586,True,1192.7516400000002,662.6398000000002,8.725744360902254,424.03981954887223,0.0,True
226115324,PETITFEE - Agave Cooling Hydrogel Face Mask [5pcs],Корейские гидрогелевые маски для лица охлаждающие с агавой,Маски гидрогелевые,Petitfee,223,179,16,0.0,0.0,0.0,13,479.27,370.0,400.1426216216216,148052.77,Красота,940.605787008,486.52023465931035,True,3389.4537000000005,1883.0298333333335,2.5421778027243245,397.60044381889725,0.0,True
226115478,PETITFEE - Black Pearl & Gold Hydrogel Mask Pack [5pcs],Корейские гидрогелевые маски для лица с золотом и жемчугом,Маски гидрогелевые,Petitfee,0,0,0,0.0,0.0,0.0,1,457.75,2.0,382.85,765.7,,,,True,16.932,9.406666666666666,0.0,382.85,0.0,True
226117746,PETITFEE - Chamomile Lightening Hydrogel Mask Pack [5pcs],Корейские гидрогелевые маски для лица с ромашкой,Маски гидрогелевые,Petitfee,88,67,31,0.0,0.0,0.0,9,479.27,187.0,345.4198395721926,64593.51000000001,Красота,780.388,403.6489655172414,True,1567.45488,870.8082666666667,4.173197860962567,341.24664171123004,0.0,True
226322576,ELIZAVECCA - (х2) Witch Piggy hell pore blemish spot patch,Патчи от прыщей Корея прозрачные 88 шт.,Пластыри косметические,Elizavecca,1,1,0,0.0,0.0,0.0,1,212.62,1.0,66.56,66.56,Красота,0.1015,0.0525,True,3.108,1.7266666666666668,0.1015,66.4585,0.0,True
236825103,JMSOLUTION-Marine Luminous Pearl Deep Moisture Mask Pearl [1/2/3]*[10ea],Трехшаговый набор тканевых масок для лица 10 шт.,Маски тканевые косметические,JMSolution,6,4,76,0.0,0.0,0.0,7,367.85,10.0,416.014,4160.14,Красота,1050.55965,543.392922413793,True,85.25999999999999,47.36666666666667,105.05596499999999,310.958035,0.0,True
238358009,ENOUGH - Collagen Moisture Sun Cream SPF50+ PA++++ [50ml] N,Солнцезащитный крем СПФ 50 для лица и тела,Кремы,ENOUGH,300,283,0,6038.4,251.6,141184.38,24,180.54,1143.0,132.41255468066493,151347.55000000002,Красота,1642.588,849.6144827586206,True,3891.52704,2161.9594666666667,1.437084864391951,130.97546981627298,32953.42820577428,True
238358954,ENOUGH - Collagen 3in1 Sun Cream SPF50 PA++ [50ml] N,Солнцезащитный крем СПФ 50 для лица и тела,Кремы,ENOUGH,421,332,540,0.0,0.0,0.0,28,203.11,1231.0,295.76162469536956,364082.55999999994,Красота,6243.271,3229.278103448276,True,6404.650799999999,3558.139333333333,5.071706742485784,290.6899179528838,0.0,True
238359400,LEBELAGE - High Protection Extreme Sun Cream SPF50+ PA++ [30ml] N,Солнцезащитный крем СПФ 50 для лица и тела,Кремы,Lebelage,832,761,0,8247.34,358.58,122490.12,23,,1415.0,,,Красота,1060.858,548.7196551724138,True,3027.1008,1681.7226666666668,0.7497229681978799,,,False
238359757,LEBELAGE - High Protection Long Lasting Sun Cream SPF50+ PA+++ [30ml] N,Солнцезащитный крем СПФ 50 для лица и тела,Кремы,Lebelage,334,309,0,5334.16,231.92,99464.83,23,,994.0,,,Красота,1206.184,623.8882758620689,True,2662.14432,1478.9690666666668,1.2134647887323944,,,False
238413828,ENOUGH collagen moisture BB Cream SPF47 PA+++ N,BB-крем тональный увлажняющий для лица с коллагеном,Кремы,ENOUGH,110,90,749,0.0,0.0,0.0,12,,182.0,,,Красота,4259.5745,2203.228189655172,True,609.63912,338.68840000000006,23.40425549450549,,,False
238415286,ENOUGH - Collagen Moisture Essential Cream [50ml] N,Увлажняющий крем для лица Корея Collagen,Кремы,ENOUGH,1207,908,2128,18279.45,406.21,269315.31,45,161.3,2638.0,198.1691698256255,522770.27,Красота,8241.082,4262.628620689656,True,10487.47638,5826.375766666667,3.1239886277482944,195.04518119787718,79229.30305438969,True
238416010,Enough Collagen Whitening Moisture Cream 3in1 50 N,Корейский крем для лица отбеливающий 3в1 коллаген,Кремы,ENOUGH,145,117,283,0.0,0.0,0.0,15,183.88,225.0,192.2021777777778,43245.490000000005,Красота,2893.6655,1496.7235344827586,True,916.4772,509.154,12.860735555555555,179.34144222222224,0.0,True
