Артикул WB,Артикул продавца,Название,Предмет,Бренд,Регион,"Итого заказов, шт","Итого заказов по товарам локально, шт","Итого заказов по товарам не локально, шт",Локальность_региона_%,"Остатки склад ВБ, шт",Целевой_остаток_30дней_с_буфером,Рекомендовано_поставить_шт,Первая_волна_14дней_шт,Прибыль_на_шт_до_рекламы,Прибыль_если_рекомендованный_объем_продастся,Потенциал_прибыли_от_возврата_спроса,Потенциал_экономии_ИРП_мес,Потенциал_прибыли_SKU_по_упущенным_выкупам,Упущенные_выкупы_SKU_очищено,Упущенные_выкупы_руб_SKU_очищено,Переплата_ИРП_SKU_мес,Время доставки
868516027,Celimax Dual Barrier Creamy Toner,Кремовый тонер с молочной текстурой Dual Barrier,Тоники,Celimax,Южный и Северо-Кавказский,1289,470,819,36.46237393328161,3,1497.0,1494.0,698.0,379.4458937772473,566892.1653032075,0.0,9107.122771177685,0.0,0.0,0.0,32291.9225,1д 23ч
868516027,Celimax Dual Barrier Creamy Toner,Кремовый тонер с молочной текстурой Dual Barrier,Тоники,Celimax,Центральный,1423,1348,75,94.72944483485594,137,1653.0,1516.0,708.0,379.4458937772473,575239.9749663069,0.0,833.9856017561984,0.0,0.0,0.0,32291.9225,1д 3ч
868516027,Celimax Dual Barrier Creamy Toner,Кремовый тонер с молочной текстурой Dual Barrier,Тоники,Celimax,Дальневосточный и Сибирский,616,16,600,2.5974025974025974,0,716.0,716.0,335.0,379.4458937772473,271683.2599445091,0.0,6671.8848140495875,0.0,0.0,0.0,32291.9225,4д 14ч
868516027,Celimax Dual Barrier Creamy Toner,Кремовый тонер с молочной текстурой Dual Barrier,Тоники,Celimax,Приволжский,620,158,462,25.483870967741932,1,720.0,719.0,336.0,379.4458937772473,272821.5976258408,0.0,5137.351306818182,0.0,0.0,0.0,32291.9225,1д 19ч
868516027,Celimax Dual Barrier Creamy Toner,Кремовый тонер с молочной текстурой Dual Barrier,Тоники,Celimax,Северо-Западный,429,8,421,1.8648018648018647,0,499.0,499.0,233.0,379.4458937772473,189343.5009948464,0.0,4681.439177858127,0.0,0.0,0.0,32291.9225,2д 0ч
437154709,ROUND LAB 1025 DOKDO CLEANSER_150ml,Увлажняющая пенка для умывания лица Корея,Пенки,round lab,Дальневосточный и Сибирский,356,12,344,3.3707865168539324,0,414.0,414.0,194.0,420.85823596836104,174235.3096909015,0.0,6881.794646640316,0.0,0.0,0.0,10122.6398,4д 10ч
868516027,Celimax Dual Barrier Creamy Toner,Кремовый тонер с молочной текстурой Dual Barrier,Тоники,Celimax,Уральский,303,40,263,13.2013201320132,0,352.0,352.0,165.0,379.4458937772473,133564.95460959105,0.0,2924.509510158402,0.0,0.0,0.0,32291.9225,2д 9ч
168956391,FARMSTAY COLLAGEN&HYALURONIC ACID ALL-IN ONE AMPOULE,Сыворотка для лица увлажняющая 3в1 с коллагеном,Сыворотки,Farm Stay,Дальневосточный и Сибирский,255,5,250,1.9607843137254901,0,297.0,297.0,139.0,394.5441277777778,117179.60595000001,0.0,5026.653784013607,0.0,0.0,0.0,11822.689700000004,4д 2ч
868516027,Celimax Dual Barrier Creamy Toner,Кремовый тонер с молочной текстурой Dual Barrier,Тоники,Celimax,Беларусь,176,1,175,0.5681818181818182,0,205.0,205.0,96.0,379.4458937772473,77786.4082243357,0.0,1945.9664040977962,0.0,0.0,0.0,32291.9225,1д 18ч
238415286,ENOUGH - Collagen Moisture Essential Cream [50ml] N,Увлажняющий крем для лица Корея Collagen,Кремы,ENOUGH,Дальневосточный и Сибирский,176,2,174,1.1363636363636365,0,205.0,205.0,96.0,195.04518119787718,39984.262145564826,11505.245328030185,1606.639276386688,79229.30305438969,406.21,269315.31,5826.375766666667,3д 9ч
437154709,ROUND LAB 1025 DOKDO CLEANSER_150ml,Увлажняющая пенка для умывания лица Корея,Пенки,round lab,Центральный,383,367,16,95.822454308094,82,445.0,363.0,170.0,420.85823596836104,152771.53965651506,0.0,320.0834719367589,0.0,0.0,0.0,10122.6398,1д 2ч
168956391,FARMSTAY COLLAGEN&HYALURONIC ACID ALL-IN ONE AMPOULE,Сыворотка для лица увлажняющая 3в1 с коллагеном,Сыворотки,Farm Stay,Приволжский,232,120,112,51.724137931034484,0,270.0,270.0,126.0,394.5441277777778,106526.91450000001,0.0,2251.940895238096,0.0,0.0,0.0,11822.689700000004,1д 11ч
168956391,FARMSTAY COLLAGEN&HYALURONIC ACID ALL-IN ONE AMPOULE,Сыворотка для лица увлажняющая 3в1 с коллагеном,Сыворотки,Farm Stay,Южный и Северо-Кавказский,316,242,74,76.58227848101265,122,367.0,245.0,115.0,394.5441277777778,96663.31130555556,0.0,1487.8895200680279,0.0,0.0,0.0,11822.689700000004,1д 14ч
207482718,JIGOTT - Snail Lifting Cream [70ml],Крем для лица антивозрастной Snail Lifting Cream,Кремы,Jigott,Дальневосточный и Сибирский,151,2,149,1.3245033112582782,0,176.0,176.0,83.0,173.11867077592456,30468.886056562722,0.0,1782.7470267836254,0.0,0.0,0.0,3409.9523666666664,3д 17ч
207472742,FARMSTAY - Black Garlic Nourishing Shampoo [530ml],Корейский шампунь против выпадения волос с черным чесноком,Шампуни,Farm Stay,Центральный,359,349,10,97.21448467966573,161,417.0,256.0,120.0,343.80078779982995,88013.00167675647,0.0,406.49407320872274,0.0,0.0,0.0,8698.973166666667,1д 2ч
238359400,LEBELAGE - High Protection Extreme Sun Cream SPF50+ PA++ [30ml] N,Солнцезащитный крем СПФ 50 для лица и тела,Кремы,Lebelage,Приволжский,141,3,138,2.127659574468085,0,164.0,164.0,77.0,,,,503.4224034707159,,358.58,122490.12,1681.7226666666668,2д 2ч
151313163,Etude Baking Powder Crunch Pore Scrub,Скраб для лица Baking Powder с содой Корейский,Скрабы,Etude house,Дальневосточный и Сибирский,134,2,132,1.4925373134328357,0,156.0,156.0,73.0,383.58508707482997,59839.27358367348,0.0,4152.209711111111,0.0,0.0,0.0,6228.314566666667,4д 4ч
207472742,FARMSTAY - Black Garlic Nourishing Shampoo [530ml],Корейский шампунь против выпадения волос с черным чесноком,Шампуни,Farm Stay,Дальневосточный и Сибирский,132,3,129,2.272727272727273,0,154.0,154.0,72.0,343.80078779982995,52945.32132117381,0.0,5243.773544392523,0.0,0.0,0.0,8698.973166666667,3д 22ч
437154709,ROUND LAB 1025 DOKDO CLEANSER_150ml,Увлажняющая пенка для умывания лица Корея,Пенки,round lab,Южный и Северо-Кавказский,277,263,14,94.94584837545126,1,322.0,321.0,150.0,420.85823596836104,135095.4937458439,0.0,280.07303794466407,0.0,0.0,0.0,10122.6398,1д 11ч
238359400,LEBELAGE - High Protection Extreme Sun Cream SPF50+ PA++ [30ml] N,Солнцезащитный крем СПФ 50 для лица и тела,Кремы,Lebelage,Центральный,252,238,14,94.44444444444444,0,293.0,293.0,137.0,,,,51.07183803326103,,358.58,122490.12,1681.7226666666668,1д 5ч
333318356,ENOUGH - Collagen Moisture Sun Cream SPF50+ PA++++ [50ml] N2,Солнцезащитный крем для лица спф 50,Кремы,ENOUGH,Южный и Северо-Кавказский,110,2,108,1.8181818181818181,0,128.0,128.0,60.0,,,,372.75096939501776,,0.0,0.0,969.8428,2д 8ч
238359400,LEBELAGE - High Protection Extreme Sun Cream SPF50+ PA++ [30ml] N,Солнцезащитный крем СПФ 50 для лица и тела,Кремы,Lebelage,Южный и Северо-Кавказский,176,125,51,71.02272727272727,0,205.0,205.0,96.0,,,,186.04740997830805,,358.58,122490.12,1681.7226666666668,1д 15ч
238359400,LEBELAGE - High Protection Extreme Sun Cream SPF50+ PA++ [30ml] N,Солнцезащитный крем СПФ 50 для лица и тела,Кремы,Lebelage,Дальневосточный и Сибирский,104,0,104,0.0,0,121.0,121.0,57.0,,,,379.39079681851047,,358.58,122490.12,1681.7226666666668,5д 0ч
551465879,CELIMAX THE VITA-A RETINOL SHOT TIGHTENING SERUM [30ml],Лифтинг-сыворотка для лица с микроиглами и ретинолом,Сыворотки,Celimax,Дальневосточный и Сибирский,99,0,99,0.0,0,115.0,115.0,54.0,691.1290038461539,79479.8354423077,0.0,3039.782867647059,0.0,0.0,0.0,5219.829166666666,4д 8ч
207469760,FARMSTAY - Gold Snail Premium Cream [50ml],Корейский крем для лица антивозрастной премиум,Кремы,farmstay,Центральный,201,184,17,91.54228855721394,0,234.0,234.0,110.0,336.3342913000978,78702.22416422288,16060.843426838295,320.16062624113476,45146.15192121212,134.23,186692.52,4425.749833333334,1д 4ч
437154709,ROUND LAB 1025 DOKDO CLEANSER_150ml,Увлажняющая пенка для умывания лица Корея,Пенки,round lab,Приволжский,204,179,25,87.74509803921569,71,237.0,166.0,78.0,420.85823596836104,69862.46717074793,0.0,500.1304249011858,0.0,0.0,0.0,10122.6398,1д 7ч
207482718,JIGOTT - Snail Lifting Cream [70ml],Крем для лица антивозрастной Snail Lifting Cream,Кремы,Jigott,Южный и Северо-Кавказский,178,143,35,80.33707865168539,46,207.0,161.0,76.0,173.11867077592456,27872.105994923855,0.0,418.766080116959,0.0,0.0,0.0,3409.9523666666664,1д 15ч
333318356,ENOUGH - Collagen Moisture Sun Cream SPF50+ PA++++ [50ml] N2,Солнцезащитный крем для лица спф 50,Кремы,ENOUGH,Центральный,140,104,36,74.28571428571429,0,163.0,163.0,77.0,,,,124.2503231316726,,0.0,0.0,969.8428,1д 8ч
168956391,FARMSTAY COLLAGEN&HYALURONIC ACID ALL-IN ONE AMPOULE,Сыворотка для лица увлажняющая 3в1 с коллагеном,Сыворотки,Farm Stay,Северо-Западный,140,92,48,65.71428571428571,49,163.0,114.0,54.0,394.5441277777778,44978.03056666667,0.0,965.1175265306125,0.0,0.0,0.0,11822.689700000004,1д 11ч
207469760,FARMSTAY - Gold Snail Premium Cream [50ml],Корейский крем для лица антивозрастной премиум,Кремы,farmstay,Дальневосточный и Сибирский,82,1,81,1.2195121951219512,0,96.0,96.0,45.0,336.3342913000978,32288.091964809388,6552.1848806006965,1525.4712191489364,45146.15192121212,134.23,186692.52,4425.749833333334,3д 15ч
207469760,FARMSTAY - Gold Snail Premium Cream [50ml],Корейский крем для лица антивозрастной премиум,Кремы,farmstay,Южный и Северо-Кавказский,113,66,47,58.4070796460177,0,132.0,132.0,62.0,336.3342913000978,44396.12645161291,9029.230384242424,885.1499666666668,45146.15192121212,134.23,186692.52,4425.749833333334,1д 18ч
437154709,ROUND LAB 1025 DOKDO CLEANSER_150ml,Увлажняющая пенка для умывания лица Корея,Пенки,round lab,Северо-Западный,130,92,38,70.76923076923077,22,151.0,129.0,61.0,420.85823596836104,54290.71243991858,0.0,760.1982458498024,0.0,0.0,0.0,10122.6398,1д 6ч
238359757,LEBELAGE - High Protection Long Lasting Sun Cream SPF50+ PA+++ [30ml] N,Солнцезащитный крем СПФ 50 для лица и тела,Кремы,Lebelage,Дальневосточный и Сибирский,71,1,70,1.4084507042253522,0,83.0,83.0,39.0,,,,542.0305479930192,,231.92,99464.83,1478.9690666666668,4д 15ч
169076150,FARMSTAY ESCARGOT NOBLESSE INTENSIVE CREAM,Антивозрастной крем для лица от морщин,Кремы,farmstay,Дальневосточный и Сибирский,68,0,68,0.0,0,79.0,79.0,37.0,312.47262477231334,24685.337357012755,2292.643348075817,1830.4587296803654,13958.152148579238,44.67,46306.57,3930.102566666667,4д 14ч
333318356,ENOUGH - Collagen Moisture Sun Cream SPF50+ PA++++ [50ml] N2,Солнцезащитный крем для лица спф 50,Кремы,ENOUGH,Дальневосточный и Сибирский,63,1,62,1.5873015873015872,0,74.0,74.0,35.0,,,,213.98666761565838,,0.0,0.0,969.8428,4д 17ч
207476309,FARMSTAY Argan Oil Complete Volume Up Shampoo & Conditioner [530ml],Корейский шампунь для волос с аргановым маслом,Шампуни,Farm Stay,Дальневосточный и Сибирский,61,0,61,0.0,0,71.0,71.0,34.0,309.1380939084022,21948.804667496555,0.0,1433.0300361323157,0.0,0.0,0.0,3077.4907333333335,4д 4ч
238359400,LEBELAGE - High Protection Extreme Sun Cream SPF50+ PA++ [30ml] N,Солнцезащитный крем СПФ 50 для лица и тела,Кремы,Lebelage,Северо-Западный,61,2,59,3.278688524590164,0,71.0,71.0,34.0,,,,215.23131742588578,,358.58,122490.12,1681.7226666666668,2д 9ч
207475898,FARMSTAY - Collagen Water Full Shampoo & Conditioner [530ml],Корейский шампунь для волос с коллагеном,Шампуни,Farm Stay,Центральный,114,84,30,73.68421052631578,59,133.0,74.0,35.0,274.9319696161616,20344.96575159596,0.0,510.973947368421,0.0,0.0,0.0,1941.701,1д 6ч
207796789,ENOUGH - Gold Snail Moisture Foundation [Tone 13],Тональный крем для лица матовый увлажняющий с муцином,Тональные кремы,ENOUGH,Дальневосточный и Сибирский,58,0,58,0.0,0,68.0,68.0,32.0,312.7986283643892,21270.306728778465,0.0,613.58664,0.0,0.0,0.0,1586.862,4д 5ч
207482718,JIGOTT - Snail Lifting Cream [70ml],Крем для лица антивозрастной Snail Lifting Cream,Кремы,Jigott,Приволжский,111,91,20,81.98198198198197,46,129.0,83.0,39.0,173.11867077592456,14368.849674401738,0.0,239.29490292397657,0.0,0.0,0.0,3409.9523666666664,1д 8ч
868516027,Celimax Dual Barrier Creamy Toner,Кремовый тонер с молочной текстурой Dual Barrier,Тоники,Celimax,Армения,56,6,50,10.714285714285714,0,66.0,66.0,31.0,379.4458937772473,25043.42898929832,0.0,555.9904011707989,0.0,0.0,0.0,32291.9225,5д 8ч
238359757,LEBELAGE - High Protection Long Lasting Sun Cream SPF50+ PA+++ [30ml] N,Солнцезащитный крем СПФ 50 для лица и тела,Кремы,Lebelage,Центральный,95,76,19,80.0,0,111.0,111.0,52.0,,,,147.12257731239092,,231.92,99464.83,1478.9690666666668,1д 11ч
238358009,ENOUGH - Collagen Moisture Sun Cream SPF50+ PA++++ [50ml] N,Солнцезащитный крем СПФ 50 для лица и тела,Кремы,ENOUGH,Приволжский,52,2,50,3.8461538461538463,0,61.0,61.0,29.0,130.97546981627298,7989.503658792652,5711.927555667542,554.3485811965811,32953.42820577428,251.6,141184.38,2161.9594666666667,2д 8ч
207469760,FARMSTAY - Gold Snail Premium Cream [50ml],Корейский крем для лица антивозрастной премиум,Кремы,farmstay,Приволжский,74,44,30,59.45945945945946,0,86.0,86.0,41.0,336.3342913000978,28924.74905180841,5912.9473312738,564.989340425532,45146.15192121212,134.23,186692.52,4425.749833333334,1д 8ч
238358954,ENOUGH - Collagen 3in1 Sun Cream SPF50 PA++ [50ml] N,Солнцезащитный крем СПФ 50 для лица и тела,Кремы,ENOUGH,Южный и Северо-Кавказский,102,74,28,72.54901960784314,85,119.0,34.0,16.0,290.6899179528838,9883.457210398048,0.0,797.0232106666666,0.0,0.0,0.0,3558.139333333333,1д 16ч
207482718,JIGOTT - Snail Lifting Cream [70ml],Крем для лица антивозрастной Snail Lifting Cream,Кремы,Jigott,Северо-Западный,66,21,45,31.818181818181817,41,77.0,36.0,17.0,173.11867077592456,6232.272147933284,0.0,538.4135315789473,0.0,0.0,0.0,3409.9523666666664,2д 10ч
207472742,FARMSTAY - Black Garlic Nourishing Shampoo [530ml],Корейский шампунь против выпадения волос с черным чесноком,Шампуни,Farm Stay,Северо-Западный,74,47,27,63.51351351351351,0,86.0,86.0,41.0,343.80078779982995,29566.867750785375,0.0,1097.5339976635512,0.0,0.0,0.0,8698.973166666667,1д 8ч
238358954,ENOUGH - Collagen 3in1 Sun Cream SPF50 PA++ [50ml] N,Солнцезащитный крем СПФ 50 для лица и тела,Кремы,ENOUGH,Дальневосточный и Сибирский,47,0,47,0.0,0,55.0,55.0,26.0,290.6899179528838,15987.945487408608,0.0,1337.8603893333332,0.0,0.0,0.0,3558.139333333333,3д 16ч
207483179,JIGOTT - Snail Reparing Cream [100ml],Восстанавливающий крем для лица антивозрастной,Кремы,Jigott,Дальневосточный и Сибирский,47,1,46,2.127659574468085,0,55.0,55.0,26.0,224.90088941176472,12369.54891764706,0.0,525.4349000000001,0.0,0.0,0.0,1050.8698000000002,4д 3ч
238358009,ENOUGH - Collagen Moisture Sun Cream SPF50+ PA++++ [50ml] N,Солнцезащитный крем СПФ 50 для лица и тела,Кремы,ENOUGH,Дальневосточный и Сибирский,46,0,46,0.0,0,54.0,54.0,26.0,130.97546981627298,7072.67537007874,5052.858991552056,510.0006947008547,32953.42820577428,251.6,141184.38,2161.9594666666667,5д 0ч
168956391,FARMSTAY COLLAGEN&HYALURONIC ACID ALL-IN ONE AMPOULE,Сыворотка для лица увлажняющая 3в1 с коллагеном,Сыворотки,Farm Stay,Беларусь,45,0,45,0.0,0,53.0,53.0,25.0,394.5441277777778,20910.838772222225,0.0,904.7976811224494,0.0,0.0,0.0,11822.689700000004,1д 15ч
214964091,JMSOLUTION - Mask Pack Disney,Набор корейских тканевых масок для лица 10 шт,Маски тканевые косметические,JMSolution,Дальневосточный и Сибирский,45,0,45,0.0,0,53.0,53.0,25.0,171.0558922757493,9065.962290614712,0.0,732.4142727272728,0.0,0.0,0.0,1432.2768,4д 2ч
238359400,LEBELAGE - High Protection Extreme Sun Cream SPF50+ PA++ [30ml] N,Солнцезащитный крем СПФ 50 для лица и тела,Кремы,Lebelage,Уральский,46,2,44,4.3478260869565215,0,54.0,54.0,26.0,,,,160.5114909616775,,358.58,122490.12,1681.7226666666668,2д 12ч
238358009,ENOUGH - Collagen Moisture Sun Cream SPF50+ PA++++ [50ml] N,Солнцезащитный крем СПФ 50 для лица и тела,Кремы,ENOUGH,Южный и Северо-Кавказский,72,49,23,68.05555555555556,0,84.0,84.0,40.0,130.97546981627298,11001.93946456693,7908.822769385826,255.00034735042735,32953.42820577428,251.6,141184.38,2161.9594666666667,1д 15ч
238358009,ENOUGH - Collagen Moisture Sun Cream SPF50+ PA++++ [50ml] N,Солнцезащитный крем СПФ 50 для лица и тела,Кремы,ENOUGH,Центральный,74,54,20,72.97297297297297,0,86.0,86.0,41.0,130.97546981627298,11263.890404199476,8128.512290757655,221.73943247863247,32953.42820577428,251.6,141184.38,2161.9594666666667,1д 10ч
169198316,Etude House Baking Powder Pore Cleansing Foam 160 ml белая,Пенка для умывания от черных точек Baking Powder 160ml,Скрабы,Etude house,Дальневосточный и Сибирский,44,1,43,2.272727272727273,0,52.0,52.0,25.0,347.5031120996441,18070.161829181496,0.0,497.2207,0.0,0.0,0.0,994.4414,4д 16ч
437242640,ROUND LAB MUGWORT CALMING CLEANSER_150ml,Очищающая пенка для умывания лица от прыщей и акне Корея,Пенки,round lab,Дальневосточный и Сибирский,41,1,40,2.4390243902439024,0,48.0,48.0,23.0,371.60052173913044,17836.82504347826,0.0,435.94110691823903,0.0,0.0,0.0,577.6219666666667,3д 21ч
151313163,Etude Baking Powder Crunch Pore Scrub,Скраб для лица Baking Powder с содой Корейский,Скрабы,Etude house,Северо-Западный,66,34,32,51.515151515151516,57,77.0,20.0,10.0,383.58508707482997,7671.701741496599,0.0,1006.5962936026938,0.0,0.0,0.0,6228.314566666667,2д 1ч
238359757,LEBELAGE - High Protection Long Lasting Sun Cream SPF50+ PA+++ [30ml] N,Солнцезащитный крем СПФ 50 для лица и тела,Кремы,Lebelage,Южный и Северо-Кавказский,69,54,15,78.26086956521739,0,81.0,81.0,38.0,,,,116.14940314136126,,231.92,99464.83,1478.9690666666668,1д 12ч
551465879,CELIMAX THE VITA-A RETINOL SHOT TIGHTENING SERUM [30ml],Лифтинг-сыворотка для лица с микроиглами и ретинолом,Сыворотки,Celimax,Северо-Западный,67,39,28,58.2089552238806,47,78.0,31.0,15.0,691.1290038461539,21424.99911923077,0.0,859.7365686274509,0.0,0.0,0.0,5219.829166666666,1д 12ч
207796898,ENOUGH - Gold Snail Moisture Foundation [Tone 21],Тональный крем для лица матовый увлажняющий с муцином,Тональные кремы,ENOUGH,Центральный,41,5,36,12.195121951219512,0,48.0,48.0,23.0,235.31848578811372,11295.287317829458,1576.032188197381,338.7505081967213,6765.40646640827,28.75,24748.18,1147.9878333333334,2д 1ч
437154709,ROUND LAB 1025 DOKDO CLEANSER_150ml,Увлажняющая пенка для умывания лица Корея,Пенки,round lab,Беларусь,38,0,38,0.0,0,45.0,45.0,21.0,420.85823596836104,18938.620618576246,0.0,760.1982458498024,0.0,0.0,0.0,10122.6398,1д 15ч
151313163,Etude Baking Powder Crunch Pore Scrub,Скраб для лица Baking Powder с содой Корейский,Скрабы,Etude house,Приволжский,90,75,15,83.33333333333334,79,105.0,26.0,13.0,383.58508707482997,9973.21226394558,0.0,471.84201262626266,0.0,0.0,0.0,6228.314566666667,1д 6ч
207475898,FARMSTAY - Collagen Water Full Shampoo & Conditioner [530ml],Корейский шампунь для волос с коллагеном,Шампуни,Farm Stay,Дальневосточный и Сибирский,36,0,36,0.0,0,42.0,42.0,20.0,274.9319696161616,11547.142723878787,0.0,613.1687368421052,0.0,0.0,0.0,1941.701,3д 13ч
238359757,LEBELAGE - High Protection Long Lasting Sun Cream SPF50+ PA+++ [30ml] N,Солнцезащитный крем СПФ 50 для лица и тела,Кремы,Lebelage,Приволжский,38,4,34,10.526315789473683,0,45.0,45.0,21.0,,,,263.2719804537522,,231.92,99464.83,1478.9690666666668,2д 4ч
207796789,ENOUGH - Gold Snail Moisture Foundation [Tone 13],Тональный крем для лица матовый увлажняющий с муцином,Тональные кремы,ENOUGH,Приволжский,67,56,11,83.5820895522388,0,78.0,78.0,37.0,312.7986283643892,24398.293012422357,0.0,116.36988000000001,0.0,0.0,0.0,1586.862,1д 7ч
207796789,ENOUGH - Gold Snail Moisture Foundation [Tone 13],Тональный крем для лица матовый увлажняющий с муцином,Тональные кремы,ENOUGH,Уральский,40,8,32,20.0,0,47.0,47.0,22.0,312.7986283643892,14701.53553312629,0.0,338.53056000000004,0.0,0.0,0.0,1586.862,1д 18ч
198156472,Manyo_Galac_Vita_Serum,Отбеливающая сыворотка для лица с витамином С,Сыворотки,manyo,Дальневосточный и Сибирский,35,0,35,0.0,0,41.0,41.0,20.0,746.1513676814986,30592.206074941445,0.0,2131.359317610063,0.0,0.0,0.0,3227.486966666667,4д 5ч
238359400,LEBELAGE - High Protection Extreme Sun Cream SPF50+ PA++ [30ml] N,Солнцезащитный крем СПФ 50 для лица и тела,Кремы,Lebelage,Беларусь,35,0,35,0.0,0,41.0,41.0,20.0,,,,127.67959508315258,,358.58,122490.12,1681.7226666666668,1д 22ч
207469760,FARMSTAY - Gold Snail Premium Cream [50ml],Корейский крем для лица антивозрастной премиум,Кремы,farmstay,Северо-Западный,38,7,31,18.421052631578945,0,45.0,45.0,21.0,336.3342913000978,15135.0431085044,3036.378359302762,583.8223184397164,45146.15192121212,134.23,186692.52,4425.749833333334,1д 17ч
226115324,PETITFEE - Agave Cooling Hydrogel Face Mask [5pcs],Корейские гидрогелевые маски для лица охлаждающие с агавой,Маски гидрогелевые,Petitfee,Дальневосточный и Сибирский,34,0,34,0.0,0,40.0,40.0,19.0,397.60044381889725,15904.01775275589,0.0,660.0310756013746,0.0,0.0,0.0,1883.0298333333335,5д 1ч
207796898,ENOUGH - Gold Snail Moisture Foundation [Tone 21],Тональный крем для лица матовый увлажняющий с муцином,Тональные кремы,ENOUGH,Дальневосточный и Сибирский,34,1,33,2.941176470588235,0,40.0,40.0,19.0,235.31848578811372,9412.73943152455,1306.9535219197792,310.5212991803279,6765.40646640827,28.75,24748.18,1147.9878333333334,4д 1ч
169076150,FARMSTAY ESCARGOT NOBLESSE INTENSIVE CREAM,Антивозрастной крем для лица от морщин,Кремы,farmstay,Приволжский,48,28,20,58.333333333333336,0,56.0,56.0,27.0,312.47262477231334,17498.466987249547,1618.336480994694,538.3702146118721,13958.152148579238,44.67,46306.57,3930.102566666667,1д 14ч
238415286,ENOUGH - Collagen Moisture Essential Cream [50ml] N,Увлажняющий крем для лица Корея Collagen,Кремы,ENOUGH,Беларусь,31,0,31,0.0,0,36.0,36.0,17.0,195.04518119787718,7021.626523123578,2026.4920748234988,286.24033085050183,79229.30305438969,406.21,269315.31,5826.375766666667,2д 4ч
170198835,Enough Collagen Foundation Cover Up Ultra X10 13 тон,Тональный крем для лица увлажняющий матовый коллаген,Тональные кремы,ENOUGH,Приволжский,32,2,30,6.25,0,38.0,38.0,18.0,246.5825012019231,9370.135045673078,0.0,500.93909876543216,0.0,0.0,0.0,1352.535566666667,2д 0ч
207476309,FARMSTAY Argan Oil Complete Volume Up Shampoo & Conditioner [530ml],Корейский шампунь для волос с аргановым маслом,Шампуни,Farm Stay,Северо-Западный,47,23,24,48.93617021276596,24,55.0,31.0,15.0,309.1380939084022,9583.280911160467,0.0,563.8150961832062,0.0,0.0,0.0,3077.4907333333335,1д 13ч
207476309,FARMSTAY Argan Oil Complete Volume Up Shampoo & Conditioner [530ml],Корейский шампунь для волос с аргановым маслом,Шампуни,Farm Stay,Приволжский,57,47,10,82.45614035087719,0,67.0,67.0,32.0,309.1380939084022,20712.252291862947,0.0,234.92295674300257,0.0,0.0,0.0,3077.4907333333335,1д 9ч
179611207,Petitfee GOLD & SNAIL HYDROGEL EYE PATCH,Гидрогелевые патчи для глаз Корея антивозрастные от отеков,Патчи,Petitfee,Центральный,43,22,21,51.162790697674424,0,50.0,50.0,24.0,231.08691050583653,11554.345525291827,0.0,283.2038901408451,0.0,0.0,0.0,957.4988666666668,1д 12ч
551465879,CELIMAX THE VITA-A RETINOL SHOT TIGHTENING SERUM [30ml],Лифтинг-сыворотка для лица с микроиглами и ретинолом,Сыворотки,Celimax,Приволжский,66,53,13,80.3030303030303,46,77.0,31.0,15.0,691.1290038461539,21424.99911923077,0.0,399.1634068627451,0.0,0.0,0.0,5219.829166666666,1д 7ч
333318356,ENOUGH - Collagen Moisture Sun Cream SPF50+ PA++++ [50ml] N2,Солнцезащитный крем для лица спф 50,Кремы,ENOUGH,Северо-Западный,30,1,29,3.3333333333333335,0,35.0,35.0,17.0,,,,100.09053807829181,,0.0,0.0,969.8428,1д 20ч
198156698,Manyo_Pure_Cleansing_Oil,Гидрофильное масло Ma:nyo Pure Cleansing Oil для умывания,Гидрофильные масла,manyo,Центральный,33,7,26,21.21212121212121,0,39.0,39.0,19.0,1168.6203904494382,45576.19522752809,0.0,799.8566677248679,0.0,0.0,0.0,1938.1142333333337,1д 13ч
238416010,Enough Collagen Whitening Moisture Cream 3in1 50 N,Корейский крем для лица отбеливающий 3в1 коллаген,Кремы,ENOUGH,Дальневосточный и Сибирский,29,0,29,0.0,0,34.0,34.0,16.0,179.34144222222224,6097.609035555556,0.0,301.33604081632654,0.0,0.0,0.0,509.154,3д 15ч
207479264,EKEL Ampoule Cream Collagen [50ml],Ампульный крем для лица с коллагеном,Кремы,EKEL,Центральный,45,31,14,68.88888888888889,0,53.0,53.0,25.0,296.70775000000003,15725.510750000001,0.0,84.0938717948718,0.0,0.0,0.0,468.523,1д 7ч
214305722,DEOPROCE SHAMPOO+BALSAM - BLACK GARLIC[2000ml],Шампунь для волос женский и бальзам c черным чесноком набор,Шампуни,DEOPROCE,Центральный,48,33,15,68.75,23,56.0,33.0,16.0,749.8959690666666,24746.566979199997,1539.2150405071236,403.9289183673469,3367.032901109333,4.49,11456.08,1319.5011333333332,1д 8ч
169076150,FARMSTAY ESCARGOT NOBLESSE INTENSIVE CREAM,Антивозрастной крем для лица от морщин,Кремы,farmstay,Северо-Западный,30,7,23,23.333333333333332,0,35.0,35.0,17.0,312.47262477231334,10936.541867030966,1011.4603006216839,619.125746803653,13958.152148579238,44.67,46306.57,3930.102566666667,2д 1ч
551607905,CELIMAX JI WOO GAE CICA BHA BLEMISH TONER PAD [170ml / 60pads],Успокаивающие тонер пэды для лица с кислотами,Пэды косметические,Celimax,Дальневосточный и Сибирский,26,0,26,0.0,0,31.0,31.0,15.0,442.64696525096525,13722.055922779922,981.790968926641,729.4416632768362,4908.954844633205,11.09,20185.38,1655.2714666666668,4д 19ч
