Артикул WB,Артикул продавца,Название,Предмет,Бренд,Регион,"Итого заказов, шт","Итого заказов по товарам локально, шт","Итого заказов по товарам не локально, шт",Локальность_региона_%,"Остатки склад ВБ, шт",Целевой_остаток_30дней_с_буфером,Рекомендовано_поставить_шт,Первая_волна_14дней_шт,Прибыль_на_шт_до_рекламы,Прибыль_если_рекомендованный_объем_продастся,Потенциал_прибыли_от_возврата_спроса,Потенциал_экономии_ИРП_мес,Потенциал_прибыли_SKU_по_упущенным_выкупам,Упущенные_выкупы_SKU_очищено,Упущенные_выкупы_руб_SKU_очищено,Переплата_ИРП_SKU_мес,Время доставки
419630142,FARMSTAY ESCARGOT NOBLESSE INTENSIVE AMPOULE,Сыворотка для лица увлажняющая c муцыном улитки,Сыворотки,Farm Stay,Дальневосточный и Сибирский,26,0,26,0.0,0,31.0,31.0,15.0,254.02199450549446,7874.681829670329,0.0,707.6013706666668,0.0,0.0,0.0,1360.7718666666667,3д 11ч
551607905,CELIMAX JI WOO GAE CICA BHA BLEMISH TONER PAD [170ml / 60pads],Успокаивающие тонер пэды для лица с кислотами,Пэды косметические,Celimax,Южный и Северо-Кавказский,31,10,21,32.25806451612903,0,36.0,36.0,17.0,442.64696525096525,15935.29074903475,1170.5969244894566,589.1644203389831,4908.954844633205,11.09,20185.38,1655.2714666666668,2д 1ч
207796789,ENOUGH - Gold Snail Moisture Foundation [Tone 13],Тональный крем для лица матовый увлажняющий с муцином,Тональные кремы,ENOUGH,Беларусь,25,0,25,0.0,0,30.0,30.0,14.0,312.7986283643892,9383.958850931675,0.0,264.477,0.0,0.0,0.0,1586.862,1д 16ч
169076150,FARMSTAY ESCARGOT NOBLESSE INTENSIVE CREAM,Антивозрастной крем для лица от морщин,Кремы,farmstay,Уральский,34,17,17,50.0,0,40.0,40.0,19.0,312.47262477231334,12498.904990892534,1146.3216740379085,457.61468242009136,13958.152148579238,44.67,46306.57,3930.102566666667,2д 7ч
226115324,PETITFEE - Agave Cooling Hydrogel Face Mask [5pcs],Корейские гидрогелевые маски для лица охлаждающие с агавой,Маски гидрогелевые,Petitfee,Южный и Северо-Кавказский,25,1,24,4.0,0,30.0,30.0,14.0,397.60044381889725,11928.013314566917,0.0,465.90428865979385,0.0,0.0,0.0,1883.0298333333335,2д 1ч
170198876,Enough Collagen Foundation Cover Up Ultra X10 21 тон,Тональный крем для лица увлажняющий матовый коллаген,Тональные кремы,ENOUGH,Южный и Северо-Кавказский,25,1,24,4.0,0,30.0,30.0,14.0,235.69838028169016,7070.951408450705,0.0,173.132575,0.0,0.0,0.0,461.6868666666667,2д 1ч
868761530,LANEIGE LIP SLEEPING MASK-BERRY [3g],Бальзам маска для губ Lip Sleeping Mask Berry,Бальзамы,LANEIGE,Приволжский,24,0,24,0.0,0,28.0,28.0,14.0,234.72627272727271,6572.335636363636,0.0,86.35671304347825,0.0,0.0,0.0,331.03406666666666,1д 23ч
207796563,ELIZAVECCA - Aqua Hyaluronic Acid Water Drop Cream,Крем для лица Aqua Hyaluronic Acid Water Drop,Кремы,Elizavecca,Центральный,45,26,19,57.77777777777777,52,53.0,1.0,1.0,241.61442918454935,241.61442918454935,0.0,127.84279711538461,0.0,0.0,0.0,699.7711,1д 8ч
207796563,ELIZAVECCA - Aqua Hyaluronic Acid Water Drop Cream,Крем для лица Aqua Hyaluronic Acid Water Drop,Кремы,Elizavecca,Приволжский,30,12,18,40.0,0,35.0,35.0,17.0,241.61442918454935,8456.505021459227,0.0,121.11422884615385,0.0,0.0,0.0,699.7711,1д 18ч
151175877,Petitfee Agave Cooling Hydrogel Eye Mask,Гидрогелевые патчи от отеков и мешков под глазами,Патчи,Petitfee,Беларусь,23,0,23,0.0,0,27.0,27.0,13.0,327.8344297520661,8851.529603305786,0.0,512.9082000000001,0.0,0.0,0.0,1025.8164000000002,1д 16ч
207475898,FARMSTAY - Collagen Water Full Shampoo & Conditioner [530ml],Корейский шампунь для волос с коллагеном,Шампуни,Farm Stay,Приволжский,37,26,11,70.27027027027027,0,43.0,43.0,21.0,274.9319696161616,11822.07469349495,0.0,187.3571140350877,0.0,0.0,0.0,1941.701,1д 12ч
214964091,JMSOLUTION - Mask Pack Disney,Набор корейских тканевых масок для лица 10 шт,Маски тканевые косметические,JMSolution,Северо-Западный,28,5,23,17.857142857142858,20,33.0,13.0,7.0,171.0558922757493,2223.726599584741,0.0,374.34507272727274,0.0,0.0,0.0,1432.2768,1д 23ч
207477077,FARMSTAY - Collagen Water Full Moist Cream [100g],Увлажняющий крем для лица с коллагеном,Кремы,farmstay,Дальневосточный и Сибирский,22,0,22,0.0,0,26.0,26.0,13.0,472.08865277777767,12274.304972222219,1027.804438333333,399.5767984126985,7194.631068333331,15.24,23430.47,1525.656866666667,4д 10ч
226114935,PETITFEE - Gold Hydrogel Mask Pack [5pcs],Маски для лица с золотом,Маски гидрогелевые,Petitfee,Центральный,28,12,16,42.857142857142854,0,33.0,33.0,16.0,395.29827160493824,13044.84296296296,3429.313005733417,343.4383157894737,7226.052404938271,18.28,26713.92,815.666,1д 16ч
238358009,ENOUGH - Collagen Moisture Sun Cream SPF50+ PA++++ [50ml] N,Солнцезащитный крем СПФ 50 для лица и тела,Кремы,ENOUGH,Северо-Западный,21,0,21,0.0,0,25.0,25.0,12.0,130.97546981627298,3274.3867454068245,2306.7399744042,232.8264041025641,32953.42820577428,251.6,141184.38,2161.9594666666667,2д 14ч
207796563,ELIZAVECCA - Aqua Hyaluronic Acid Water Drop Cream,Крем для лица Aqua Hyaluronic Acid Water Drop,Кремы,Elizavecca,Дальневосточный и Сибирский,21,0,21,0.0,0,25.0,25.0,12.0,241.61442918454935,6040.360729613733,0.0,141.29993365384615,0.0,0.0,0.0,699.7711,5д 1ч
170198180,Enough Rich Gold Double Wea Radiance Foundation 13 тон,Тональный крем для лица увлажняющий эффект сияния,Тональные кремы,ENOUGH,Дальневосточный и Сибирский,21,0,21,0.0,0,25.0,25.0,12.0,267.357252631579,6683.931315789475,0.0,213.24904406779663,0.0,0.0,0.0,599.1282666666667,4д 2ч
212889025,Enoughcollagenwhiteningcovertip01,"Консилер для лица плотный 01, корректор светлый",Корректоры,ENOUGH,Дальневосточный и Сибирский,21,0,21,0.0,0,25.0,25.0,12.0,439.6868034188035,10992.170085470087,0.0,180.98858750000002,0.0,0.0,0.0,413.68820000000005,5д 6ч
170198738,Enough 8 Peptide Full Cover Perfect Foundation 13 тон,Корейский тональный крем с пептидами 13 тон,Тональные кремы,ENOUGH,Дальневосточный и Сибирский,21,0,21,0.0,0,25.0,25.0,12.0,375.7061985815604,9392.65496453901,0.0,255.93045531914893,0.0,0.0,0.0,572.7967333333333,5д 11ч
208202076,EKEL Ampule Сream Сollagen [70ml],Увлажняющий крем для лица с коллагеном ампульный,Кремы,EKEL,Дальневосточный и Сибирский,21,0,21,0.0,0,25.0,25.0,12.0,226.76133941605843,5669.033485401461,0.0,163.62964390243906,0.0,0.0,0.0,319.46740000000005,3д 12ч
151175880,Petitfee Black Pearl & Gold hydrogel Eye Patch,Патчи для глаз Корея антивозрастные жемчуг и золото,Патчи,Petitfee,Дальневосточный и Сибирский,21,0,21,0.0,0,25.0,25.0,12.0,295.9777950138504,7399.44487534626,0.0,744.0207425000001,0.0,0.0,0.0,1417.182366666667,3д 3ч
333318356,ENOUGH - Collagen Moisture Sun Cream SPF50+ PA++++ [50ml] N2,Солнцезащитный крем для лица спф 50,Кремы,ENOUGH,Беларусь,21,0,21,0.0,0,25.0,25.0,12.0,,,,72.47935516014235,,0.0,0.0,969.8428,1д 17ч
207476309,FARMSTAY Argan Oil Complete Volume Up Shampoo & Conditioner [530ml],Корейский шампунь для волос с аргановым маслом,Шампуни,Farm Stay,Уральский,22,2,20,9.090909090909092,0,26.0,26.0,13.0,309.1380939084022,8037.590441618457,0.0,469.84591348600514,0.0,0.0,0.0,3077.4907333333335,2д 2ч
198147185,Manyo_Complex_Ampoule,Восстанавливающая сыворотка для лица с бифидобактериями,Сыворотки,manyo,Дальневосточный и Сибирский,21,1,20,4.761904761904762,0,25.0,25.0,12.0,1417.148098360656,35428.7024590164,0.0,2220.617607843137,0.0,0.0,0.0,3775.049933333333,3д 23ч
207796898,ENOUGH - Gold Snail Moisture Foundation [Tone 21],Тональный крем для лица матовый увлажняющий с муцином,Тональные кремы,ENOUGH,Приволжский,27,12,15,44.44444444444444,0,32.0,32.0,15.0,235.31848578811372,7530.191545219639,1037.8748556421776,141.1460450819672,6765.40646640827,28.75,24748.18,1147.9878333333334,1д 17ч
868575374,MANYO BIFIDA COMPLEX AMPOULE GEL CLEANSER [400ml],Гель пенка для умывания Bifida Complex Ampoule Gel Cleanser,Пенки,manyo,Южный и Северо-Кавказский,39,28,11,71.7948717948718,22,46.0,24.0,12.0,1051.631846391579,25239.164313397898,0.0,170.6122448979592,0.0,0.0,0.0,760.0,1д 18ч
238359757,LEBELAGE - High Protection Long Lasting Sun Cream SPF50+ PA+++ [30ml] N,Солнцезащитный крем СПФ 50 для лица и тела,Кремы,Lebelage,Северо-Западный,23,5,18,21.73913043478261,0,27.0,27.0,13.0,,,,139.37928376963353,,231.92,99464.83,1478.9690666666668,1д 17ч
868761530,LANEIGE LIP SLEEPING MASK-BERRY [3g],Бальзам маска для губ Lip Sleeping Mask Berry,Бальзамы,LANEIGE,Южный и Северо-Кавказский,29,14,15,48.275862068965516,8,34.0,26.0,13.0,234.72627272727271,6102.88309090909,0.0,53.97294565217391,0.0,0.0,0.0,331.03406666666666,1д 17ч
206057411,ELIZAVECCA_fruit_toner,Корейский тоник для лица от черных точек,Тоники,Elizavecca,Дальневосточный и Сибирский,20,0,20,0.0,0,24.0,24.0,12.0,349.19804733727807,8380.753136094674,0.0,298.3699696969697,0.0,0.0,0.0,656.4139333333334,4д 10ч
226115324,PETITFEE - Agave Cooling Hydrogel Face Mask [5pcs],Корейские гидрогелевые маски для лица охлаждающие с агавой,Маски гидрогелевые,Petitfee,Северо-Западный,21,2,19,9.523809523809524,1,25.0,24.0,12.0,397.60044381889725,9542.410651653534,0.0,368.84089518900345,0.0,0.0,0.0,1883.0298333333335,1д 20ч
207479264,EKEL Ampoule Cream Collagen [50ml],Ампульный крем для лица с коллагеном,Кремы,EKEL,Южный и Северо-Кавказский,20,1,19,5.0,0,24.0,24.0,12.0,296.70775000000003,7120.986000000001,0.0,114.12739743589744,0.0,0.0,0.0,468.523,2д 0ч
437845041,ROUND LAB VITA NIACINAMIDE DARK SPOT CREAM 50ml,Крем для лица с ниацинамидом от чёрных точек Корея,Кремы,round lab,Дальневосточный и Сибирский,19,0,19,0.0,0,23.0,23.0,11.0,433.8943394160582,9979.569806569338,3297.5969795620426,431.1278388888889,11975.483767883206,27.6,65845.16,1089.1650666666667,4д 22ч
207472742,FARMSTAY - Black Garlic Nourishing Shampoo [530ml],Корейский шампунь против выпадения волос с черным чесноком,Шампуни,Farm Stay,Беларусь,19,0,19,0.0,0,23.0,23.0,11.0,343.80078779982995,7907.4181193960885,0.0,772.3387390965731,0.0,0.0,0.0,8698.973166666667,1д 16ч
868761530,LANEIGE LIP SLEEPING MASK-BERRY [3g],Бальзам маска для губ Lip Sleeping Mask Berry,Бальзамы,LANEIGE,Дальневосточный и Сибирский,19,0,19,0.0,0,23.0,23.0,11.0,234.72627272727271,5398.704272727273,0.0,68.36573115942029,0.0,0.0,0.0,331.03406666666666,4д 22ч
169198316,Etude House Baking Powder Pore Cleansing Foam 160 ml белая,Пенка для умывания от черных точек Baking Powder 160ml,Скрабы,Etude house,Южный и Северо-Кавказский,32,14,18,43.75,37,38.0,1.0,1.0,347.5031120996441,347.5031120996441,0.0,208.13889767441862,0.0,0.0,0.0,994.4414,1д 22ч
212760119,JIGOTT - Ultimate Real Collagen Toner [300ml],Корейский тонер для лица антивозрастной,Тоники,Jigott,Дальневосточный и Сибирский,19,0,19,0.0,0,23.0,23.0,11.0,306.7522592592593,7055.301962962963,0.0,307.0642529411765,0.0,0.0,0.0,549.4834000000001,3д 6ч
207483780,JIGOTT - Birds Nest Firming Cream [70ml],Корейский крем для лица антивозрастной от морщин,Кремы,Jigott,Дальневосточный и Сибирский,19,1,18,5.263157894736842,0,23.0,23.0,11.0,244.97433796296298,5634.409773148149,0.0,219.21871914893617,0.0,0.0,0.0,572.4044333333334,3д 15ч
868516027,Celimax Dual Barrier Creamy Toner,Кремовый тонер с молочной текстурой Dual Barrier,Тоники,Celimax,Казахстан,18,0,18,0.0,0,21.0,21.0,10.0,379.4458937772473,7968.363769322194,0.0,200.1565444214876,0.0,0.0,0.0,32291.9225,4д 12ч
