Артикул продавца	Название	Артикул WB	Размер	Предмет	Бренд	Регион	Время доставки	Итого заказов, шт	Итого заказов по товарам локально, шт	Итого заказов по товарам не локально, шт	Итого заказы по товарам не локально, %	Заказы со склада WB локально, шт	Заказы со склада WB не локально, шт	Заказы со склада WB не локально, %	Заказы Маркетплейс локально, шт	Заказы Маркетплейс не локально, шт	Заказы Маркетплейс не локально, %	Остатки склад WB, шт	Остатки МП, шт
ENOUGH - Collagen Moisture Sun Cream SPF50+ PA++++ [50ml] N	Солнцезащитный крем СПФ 50 для лица и тела	238358009	-	Кремы	ENOUGH	Грузия	7д 15ч	2	0	2	100	0	2	100	0	0	0	0	0
ENOUGH - Collagen Moisture Sun Cream SPF50+ PA++++ [50ml] N	Солнцезащитный крем СПФ 50 для лица и тела	238358009	-	Кремы	ENOUGH	Таджикистан	7д 21ч	2	0	2	100	0	2	100	0	0	0	0	0
ENOUGH - Gold Snail Moisture Foundation [Tone 13]	Тональный крем для лица матовый увлажняющий с муцином	207796789	-	Тональные кремы	ENOUGH	Дальневосточный и Сибирский	4д 13ч	312	2	310	99	2	310	99	0	0	0	0	0
ENOUGH - Gold Snail Moisture Foundation [Tone 13]	Тональный крем для лица матовый увлажняющий с муцином	207796789	-	Тональные кремы	ENOUGH	Приволжский	1д 15ч	379	145	234	62	145	234	62	0	0	0	0	0
ENOUGH - Gold Snail Moisture Foundation [Tone 13]	Тональный крем для лица матовый увлажняющий с муцином	207796789	-	Тональные кремы	ENOUGH	Беларусь	1д 19ч	150	0	150	100	0	150	100	0	0	0	0	0
ENOUGH - Gold Snail Moisture Foundation [Tone 13]	Тональный крем для лица матовый увлажняющий с муцином	207796789	-	Тональные кремы	ENOUGH	Уральский	2д 0ч	211	80	131	62	80	131	62	0	0	0	46	0
ENOUGH - Gold Snail Moisture Foundation [Tone 13]	Тональный крем для лица матовый увлажняющий с муцином	207796789	-	Тональные кремы	ENOUGH	Северо-Западный	2д 2ч	115	26	89	77	26	89	77	0	0	0	118	0
ENOUGH - Gold Snail Moisture Foundation [Tone 13]	Тональный крем для лица матовый увлажняющий с муцином	207796789	-	Тональные кремы	ENOUGH	Южный и Северо-Кавказский	1д 13ч	428	357	71	17	357	71	17	0	0	0	6	0
ENOUGH - Gold Snail Moisture Foundation [Tone 13]	Тональный крем для лица матовый увлажняющий с муцином	207796789	-	Тональные кремы	ENOUGH	Армения	8д 11ч	38	8	30	79	8	30	79	0	0	0	0	0
ENOUGH - Gold Snail Moisture Foundation [Tone 13]	Тональный крем для лица матовый увлажняющий с муцином	207796789	-	Тональные кремы	ENOUGH	Казахстан	4д 5ч	16	2	14	88	2	14	88	0	0	0	0	0
ENOUGH - Gold Snail Moisture Foundation [Tone 13]	Тональный крем для лица матовый увлажняющий с муцином	207796789	-	Тональные кремы	ENOUGH	Грузия	6д 14ч	3	0	3	100	0	3	100	0	0	0	0	0
ENOUGH - Gold Snail Moisture Foundation [Tone 13]	Тональный крем для лица матовый увлажняющий с муцином	207796789	-	Тональные кремы	ENOUGH	Центральный	1д 4ч	529	527	2	0	527	2	0	0	0	0	4	0
ENOUGH - Gold Snail Moisture Foundation [Tone 13]	Тональный крем для лица матовый увлажняющий с муцином	207796789	-	Тональные кремы	ENOUGH	Кыргызстан	7д 12ч	1	0	1	100	0	1	100	0	0	0	0	0
ENOUGH - Gold Snail Moisture Foundation [Tone 13]	Тональный крем для лица матовый увлажняющий с муцином	207796789	-	Тональные кремы	ENOUGH	Узбекистан	6д 22ч	1	0	1	100	0	1	100	0	0	0	0	0
CELIMAX THE VITA-A RETINOL SHOT TIGHTENING SERUM [30ml]	Лифтинг-сыворотка для лица с микроиглами и ретинолом	551465879	-	Сыворотки	Celimax	Дальневосточный и Сибирский	4д 20ч	461	7	454	98	7	454	98	0	0	0	0	0
CELIMAX THE VITA-A RETINOL SHOT TIGHTENING SERUM [30ml]	Лифтинг-сыворотка для лица с микроиглами и ретинолом	551465879	-	Сыворотки	Celimax	Северо-Западный	1д 15ч	253	117	136	54	117	136	54	0	0	0	48	0
CELIMAX THE VITA-A RETINOL SHOT TIGHTENING SERUM [30ml]	Лифтинг-сыворотка для лица с микроиглами и ретинолом	551465879	-	Сыворотки	Celimax	Уральский	1д 20ч	203	108	95	47	108	95	47	0	0	0	41	0
CELIMAX THE VITA-A RETINOL SHOT TIGHTENING SERUM [30ml]	Лифтинг-сыворотка для лица с микроиглами и ретинолом	551465879	-	Сыворотки	Celimax	Приволжский	1д 9ч	328	234	94	29	234	94	29	0	0	0	72	0
CELIMAX THE VITA-A RETINOL SHOT TIGHTENING SERUM [30ml]	Лифтинг-сыворотка для лица с микроиглами и ретинолом	551465879	-	Сыворотки	Celimax	Беларусь	1д 13ч	48	0	48	100	0	48	100	0	0	0	0	0
CELIMAX THE VITA-A RETINOL SHOT TIGHTENING SERUM [30ml]	Лифтинг-сыворотка для лица с микроиглами и ретинолом	551465879	-	Сыворотки	Celimax	Южный и Северо-Кавказский	1д 13ч	532	487	45	8	487	45	8	0	0	0	109	0
CELIMAX THE VITA-A RETINOL SHOT TIGHTENING SERUM [30ml]	Лифтинг-сыворотка для лица с микроиглами и ретинолом	551465879	-	Сыворотки	Celimax	Казахстан	3д 23ч	22	0	22	100	0	22	100	0	0	0	0	0
CELIMAX THE VITA-A RETINOL SHOT TIGHTENING SERUM [30ml]	Лифтинг-сыворотка для лица с микроиглами и ретинолом	551465879	-	Сыворотки	Celimax	Армения	6д 14ч	21	5	16	76	5	16	76	0	0	0	0	0
CELIMAX THE VITA-A RETINOL SHOT TIGHTENING SERUM [30ml]	Лифтинг-сыворотка для лица с микроиглами и ретинолом	551465879	-	Сыворотки	Celimax	Грузия	6д 13ч	5	0	5	100	0	5	100	0	0	0	0	0
CELIMAX THE VITA-A RETINOL SHOT TIGHTENING SERUM [30ml]	Лифтинг-сыворотка для лица с микроиглами и ретинолом	551465879	-	Сыворотки	Celimax	Центральный	1д 3ч	750	747	3	0	747	3	0	0	0	0	225	0
CELIMAX THE VITA-A RETINOL SHOT TIGHTENING SERUM [30ml]	Лифтинг-сыворотка для лица с микроиглами и ретинолом	551465879	-	Сыворотки	Celimax	Кыргызстан	9д 10ч	2	0	2	100	0	2	100	0	0	0	0	0
CELIMAX THE VITA-A RETINOL SHOT TIGHTENING SERUM [30ml]	Лифтинг-сыворотка для лица с микроиглами и ретинолом	551465879	-	Сыворотки	Celimax	Узбекистан	9д 13ч	2	0	2	100	0	2	100	0	0	0	0	0
CELIMAX THE VITA-A RETINOL SHOT TIGHTENING SERUM [30ml]	Лифтинг-сыворотка для лица с микроиглами и ретинолом	551465879	-	Сыворотки	Celimax	Таджикистан	5д 6ч	1	0	1	100	0	1	100	0	0	0	0	0
JIGOTT - Birds Nest Firming Cream [70ml]	Корейский крем для лица антивозрастной от морщин	207483780	-	Кремы	Jigott	Дальневосточный и Сибирский	5д 11ч	285	5	280	98	5	280	98	0	0	0	0	0
JIGOTT - Birds Nest Firming Cream [70ml]	Корейский крем для лица антивозрастной от морщин	207483780	-	Кремы	Jigott	Приволжский	1д 23ч	196	52	144	73	52	144	73	0	0	0	38	0
JIGOTT - Birds Nest Firming Cream [70ml]	Корейский крем для лица антивозрастной от морщин	207483780	-	Кремы	Jigott	Южный и Северо-Кавказский	1д 23ч	264	128	136	52	128	136	52	0	0	0	16	0
JIGOTT - Birds Nest Firming Cream [70ml]	Корейский крем для лица антивозрастной от морщин	207483780	-	Кремы	Jigott	Северо-Западный	2д 4ч	90	3	87	97	3	87	97	0	0	0	2	0
JIGOTT - Birds Nest Firming Cream [70ml]	Корейский крем для лица антивозрастной от морщин	207483780	-	Кремы	Jigott	Центральный	1д 8ч	474	388	86	18	388	86	18	0	0	0	9	0
JIGOTT - Birds Nest Firming Cream [70ml]	Корейский крем для лица антивозрастной от морщин	207483780	-	Кремы	Jigott	Уральский	2д 12ч	102	28	74	73	28	74	73	0	0	0	0	0
JIGOTT - Birds Nest Firming Cream [70ml]	Корейский крем для лица антивозрастной от морщин	207483780	-	Кремы	Jigott	Беларусь	1д 23ч	70	0	70	100	0	70	100	0	0	0	0	0
JIGOTT - Birds Nest Firming Cream [70ml]	Корейский крем для лица антивозрастной от морщин	207483780	-	Кремы	Jigott	Казахстан	4д 17ч	18	0	18	100	0	18	100	0	0	0	0	0
JIGOTT - Birds Nest Firming Cream [70ml]	Корейский крем для лица антивозрастной от морщин	207483780	-	Кремы	Jigott	Узбекистан	9д 0ч	4	0	4	100	0	4	100	0	0	0	0	0
JIGOTT - Birds Nest Firming Cream [70ml]	Корейский крем для лица антивозрастной от морщин	207483780	-	Кремы	Jigott	Армения	12д 16ч	3	0	3	100	0	3	100	0	0	0	0	0
JIGOTT - Birds Nest Firming Cream [70ml]	Корейский крем для лица антивозрастной от морщин	207483780	-	Кремы	Jigott	Грузия	9д 12ч	3	0	3	100	0	3	100	0	0	0	0	0
JIGOTT - Birds Nest Firming Cream [70ml]	Корейский крем для лица антивозрастной от морщин	207483780	-	Кремы	Jigott	Кыргызстан	8д 1ч	1	0	1	100	0	1	100	0	0	0	0	0
JIGOTT - Snail Reparing Cream [100ml]	Восстанавливающий крем для лица антивозрастной	207483179	-	Кремы	Jigott	Дальневосточный и Сибирский	4д 17ч	281	2	279	99	2	279	99	0	0	0	0	0
JIGOTT - Snail Reparing Cream [100ml]	Восстанавливающий крем для лица антивозрастной	207483179	-	Кремы	Jigott	Уральский	2д 15ч	144	18	126	88	18	126	88	0	0	0	0	0
JIGOTT - Snail Reparing Cream [100ml]	Восстанавливающий крем для лица антивозрастной	207483179	-	Кремы	Jigott	Приволжский	1д 18ч	215	92	123	57	92	123	57	0	0	0	0	0
JIGOTT - Snail Reparing Cream [100ml]	Восстанавливающий крем для лица антивозрастной	207483179	-	Кремы	Jigott	Южный и Северо-Кавказский	1д 18ч	299	192	107	36	192	107	36	0	0	0	0	0
JIGOTT - Snail Reparing Cream [100ml]	Восстанавливающий крем для лица антивозрастной	207483179	-	Кремы	Jigott	Северо-Западный	1д 21ч	135	31	104	77	31	104	77	0	0	0	0	0
JIGOTT - Snail Reparing Cream [100ml]	Восстанавливающий крем для лица антивозрастной	207483179	-	Кремы	Jigott	Центральный	1д 7ч	547	485	62	11	485	62	11	0	0	0	0	0
JIGOTT - Snail Reparing Cream [100ml]	Восстанавливающий крем для лица антивозрастной	207483179	-	Кремы	Jigott	Беларусь	1д 21ч	55	0	55	100	0	55	100	0	0	0	0	0
JIGOTT - Snail Reparing Cream [100ml]	Восстанавливающий крем для лица антивозрастной	207483179	-	Кремы	Jigott	Казахстан	4д 22ч	28	1	27	96	1	27	96	0	0	0	0	0
JIGOTT - Snail Reparing Cream [100ml]	Восстанавливающий крем для лица антивозрастной	207483179	-	Кремы	Jigott	Армения	6д 5ч	5	0	5	100	0	5	100	0	0	0	0	0
JIGOTT - Snail Reparing Cream [100ml]	Восстанавливающий крем для лица антивозрастной	207483179	-	Кремы	Jigott	Кыргызстан	7д 5ч	4	0	4	100	0	4	100	0	0	0	0	0
JIGOTT - Snail Reparing Cream [100ml]	Восстанавливающий крем для лица антивозрастной	207483179	-	Кремы	Jigott	Грузия	9д 2ч	1	0	1	100	0	1	100	0	0	0	0	0
JIGOTT - Snail Reparing Cream [100ml]	Восстанавливающий крем для лица антивозрастной	207483179	-	Кремы	Jigott	Узбекистан	9д 14ч	1	0	1	100	0	1	100	0	0	0	0	0
ENOUGH - Collagen Moisture Sun Cream SPF50+ PA++++ [50ml] N2	Солнцезащитный крем для лица спф 50	333318356	-	Кремы	ENOUGH	Южный и Северо-Кавказский	2д 14ч	337	32	305	91	32	305	91	0	0	0	0	0
ENOUGH - Collagen Moisture Sun Cream SPF50+ PA++++ [50ml] N2	Солнцезащитный крем для лица спф 50	333318356	-	Кремы	ENOUGH	Дальневосточный и Сибирский	5д 1ч	186	1	185	99	1	185	99	0	0	0	0	0
ENOUGH - Collagen Moisture Sun Cream SPF50+ PA++++ [50ml] N2	Солнцезащитный крем для лица спф 50	333318356	-	Кремы	ENOUGH	Центральный	1д 11ч	393	245	148	38	245	148	38	0	0	0	0	0
ENOUGH - Collagen Moisture Sun Cream SPF50+ PA++++ [50ml] N2	Солнцезащитный крем для лица спф 50	333318356	-	Кремы	ENOUGH	Северо-Западный	2д 2ч	92	1	91	99	1	91	99	0	0	0	0	0
ENOUGH - Collagen Moisture Sun Cream SPF50+ PA++++ [50ml] N2	Солнцезащитный крем для лица спф 50	333318356	-	Кремы	ENOUGH	Уральский	2д 0ч	75	2	73	97	2	73	97	0	0	0	0	0
ENOUGH - Collagen Moisture Sun Cream SPF50+ PA++++ [50ml] N2	Солнцезащитный крем для лица спф 50	333318356	-	Кремы	ENOUGH	Беларусь	2д 1ч	51	0	51	100	0	51	100	0	0	0	0	0
ENOUGH - Collagen Moisture Sun Cream SPF50+ PA++++ [50ml] N2	Солнцезащитный крем для лица спф 50	333318356	-	Кремы	ENOUGH	Армения	4д 22ч	18	3	15	83	3	15	83	0	0	0	0	0
ENOUGH - Collagen Moisture Sun Cream SPF50+ PA++++ [50ml] N2	Солнцезащитный крем для лица спф 50	333318356	-	Кремы	ENOUGH	Казахстан	3д 21ч	13	0	13	100	0	13	100	0	0	0	0	0
ENOUGH - Collagen Moisture Sun Cream SPF50+ PA++++ [50ml] N2	Солнцезащитный крем для лица спф 50	333318356	-	Кремы	ENOUGH	Приволжский	1д 10ч	218	214	4	2	214	4	2	0	0	0	20	0
ENOUGH - Collagen Moisture Sun Cream SPF50+ PA++++ [50ml] N2	Солнцезащитный крем для лица спф 50	333318356	-	Кремы	ENOUGH	Кыргызстан	5д 8ч	2	0	2	100	0	2	100	0	0	0	0	0
ENOUGH - Collagen Moisture Sun Cream SPF50+ PA++++ [50ml] N2	Солнцезащитный крем для лица спф 50	333318356	-	Кремы	ENOUGH	Грузия	7д 21ч	1	0	1	100	0	1	100	0	0	0	0	0
ENOUGH - Collagen Moisture Sun Cream SPF50+ PA++++ [50ml] N2	Солнцезащитный крем для лица спф 50	333318356	-	Кремы	ENOUGH	Таджикистан	6д 2ч	1	0	1	100	0	1	100	0	0	0	0	0
ENOUGH - Collagen Moisture Sun Cream SPF50+ PA++++ [50ml] N2	Солнцезащитный крем для лица спф 50	333318356	-	Кремы	ENOUGH	Узбекистан	23д 22ч	1	0	1	100	0	1	100	0	0	0	0	0
LEBELAGE - High Protection Extreme Sun Cream SPF50+ PA++ [30ml] N	Солнцезащитный крем СПФ 50 для лица и тела	238359400	-	Кремы	Lebelage	Дальневосточный и Сибирский	4д 19ч	216	0	216	100	0	216	100	0	0	0	0	0
LEBELAGE - High Protection Extreme Sun Cream SPF50+ PA++ [30ml] N	Солнцезащитный крем СПФ 50 для лица и тела	238359400	-	Кремы	Lebelage	Приволжский	1д 21ч	256	72	184	72	72	184	72	0	0	0	0	0
