Штрихкод,Бренд,Наименование,Объём,Код поставщика,Страна,Цена,Валюта,Единица цены,Кол-во в коробе,Базис поставки,Условия оплаты,Мин. партия,Срок годности,Дата прайса,Файл-источник,Примечание
8809445611626,LEBELAGE,LEBELAGE NUTRI SALMON EYE CREAM EX,40ml,KR_classic,KR,1350.0,KRW,за шт,,EXW,уточнить,уточнить,,2026-06-01,classic_LEBELAGE_PRICE_LIST_2026.06VAT.xlsx,день в дате не указан
8809445611633,LEBELAGE,LEBELAGE WATERFUL MAYU EYE CREAM EX,40ml,KR_classic,KR,1350.0,KRW,за шт,,EXW,уточнить,уточнить,,2026-06-01,classic_LEBELAGE_PRICE_LIST_2026.06VAT.xlsx,день в дате не указан
8809445616034,LEBELAGE,LEBELAGE Dr. MADECASSOSIDE CURE CREAM,70ml,KR_classic,KR,2700.0,KRW,за шт,,EXW,уточнить,уточнить,,2026-06-01,classic_LEBELAGE_PRICE_LIST_2026.06VAT.xlsx,день в дате не указан
8809445616041,LEBELAGE,LEBELAGE Dr. VITAMIN C CURE CREAM,70ml,KR_classic,KR,2700.0,KRW,за шт,,EXW,уточнить,уточнить,,2026-06-01,classic_LEBELAGE_PRICE_LIST_2026.06VAT.xlsx,день в дате не указан
8809445616058,LEBELAGE,LEBELAGE Dr. CERAMIDE CURE CREAM,70ml,KR_classic,KR,2700.0,KRW,за шт,,EXW,уточнить,уточнить,,2026-06-01,classic_LEBELAGE_PRICE_LIST_2026.06VAT.xlsx,день в дате не указан
8809445616065,LEBELAGE,LEBELAGE Dr. SNAIL CURE CREAM,70ml,KR_classic,KR,2700.0,KRW,за шт,,EXW,уточнить,уточнить,,2026-06-01,classic_LEBELAGE_PRICE_LIST_2026.06VAT.xlsx,день в дате не указан
8809445616072,LEBELAGE,LEBELAGE Dr. CICA CURE CREAM,70ml,KR_classic,KR,2700.0,KRW,за шт,,EXW,уточнить,уточнить,,2026-06-01,classic_LEBELAGE_PRICE_LIST_2026.06VAT.xlsx,день в дате не указан
8809445615983,LEBELAGE,LEBELAGE Dr. AQUA CURE CREAM,70ml,KR_classic,KR,2700.0,KRW,за шт,,EXW,уточнить,уточнить,,2026-06-01,classic_LEBELAGE_PRICE_LIST_2026.06VAT.xlsx,день в дате не указан
8809445615990,LEBELAGE,LEBELAGE Dr. COLLAGEN CURE CREAM,70ml,KR_classic,KR,2700.0,KRW,за шт,,EXW,уточнить,уточнить,,2026-06-01,classic_LEBELAGE_PRICE_LIST_2026.06VAT.xlsx,день в дате не указан
8809445616003,LEBELAGE,LEBELAGE Dr. PEPTIDE CURE CREAM,70ml,KR_classic,KR,2700.0,KRW,за шт,,EXW,уточнить,уточнить,,2026-06-01,classic_LEBELAGE_PRICE_LIST_2026.06VAT.xlsx,день в дате не указан
8809445616010,LEBELAGE,LEBELAGE Dr. PROPOLIS CURE CREAM,70ml,KR_classic,KR,2700.0,KRW,за шт,,EXW,уточнить,уточнить,,2026-06-01,classic_LEBELAGE_PRICE_LIST_2026.06VAT.xlsx,день в дате не указан
8809445616027,LEBELAGE,LEBELAGE Dr. HYALURONIC CURE CREAM,70ml,KR_classic,KR,2700.0,KRW,за шт,,EXW,уточнить,уточнить,,2026-06-01,classic_LEBELAGE_PRICE_LIST_2026.06VAT.xlsx,день в дате не указан
8809445616645,LEBELAGE,LEBELAGE DR. CICA DERMA PEELING TONER,310ml,KR_classic,KR,2750.0,KRW,за шт,,EXW,уточнить,уточнить,,2026-06-01,classic_LEBELAGE_PRICE_LIST_2026.06VAT.xlsx,день в дате не указан
8809445616652,LEBELAGE,LEBELAGE DR. COLLAGEN DERMA PEELING TONER,310ml,KR_classic,KR,2750.0,KRW,за шт,,EXW,уточнить,уточнить,,2026-06-01,classic_LEBELAGE_PRICE_LIST_2026.06VAT.xlsx,день в дате не указан
8809445616669,LEBELAGE,LEBELAGE DR. PEPTIDE DERMA PEELING TONER,310ml,KR_classic,KR,2750.0,KRW,за шт,,EXW,уточнить,уточнить,,2026-06-01,classic_LEBELAGE_PRICE_LIST_2026.06VAT.xlsx,день в дате не указан
8809445616676,LEBELAGE,LEBELAGE DR. HYALURONIC DERMA PEELING TONER,310ml,KR_classic,KR,2750.0,KRW,за шт,,EXW,уточнить,уточнить,,2026-06-01,classic_LEBELAGE_PRICE_LIST_2026.06VAT.xlsx,день в дате не указан
8809925107045,LEBELAGE,LEBELAGE PORE PEELING PAD (only pads),60pads,KR_classic,KR,3500.0,KRW,за шт,,EXW,уточнить,уточнить,,2026-06-01,classic_LEBELAGE_PRICE_LIST_2026.06VAT.xlsx,день в дате не указан
8809445616805,LEBELAGE,LEBELAGE HYALURONIC DERMA SKIN,200ml,KR_classic,KR,4000.0,KRW,за шт,,EXW,уточнить,уточнить,,2026-06-01,classic_LEBELAGE_PRICE_LIST_2026.06VAT.xlsx,день в дате не указан
8809445616812,LEBELAGE,LEBELAGE HYALURONIC DERMA LOTION,200ml,KR_classic,KR,4000.0,KRW,за шт,,EXW,уточнить,уточнить,,2026-06-01,classic_LEBELAGE_PRICE_LIST_2026.06VAT.xlsx,день в дате не указан
8809445616829,LEBELAGE,LEBELAGE HYALURONIC DERMA CREAM,50ml,KR_classic,KR,4200.0,KRW,за шт,,EXW,уточнить,уточнить,,2026-06-01,classic_LEBELAGE_PRICE_LIST_2026.06VAT.xlsx,день в дате не указан
8809445611367,LEBELAGE,LEBELAGE TEA TREE DERMA SKIN,210ml,KR_classic,KR,4000.0,KRW,за шт,,EXW,уточнить,уточнить,,2026-06-01,classic_LEBELAGE_PRICE_LIST_2026.06VAT.xlsx,день в дате не указан
8809445611374,LEBELAGE,LEBELAGE TEA TREE DERMA LOTION,210ml,KR_classic,KR,4000.0,KRW,за шт,,EXW,уточнить,уточнить,,2026-06-01,classic_LEBELAGE_PRICE_LIST_2026.06VAT.xlsx,день в дате не указан
8809445611381,LEBELAGE,LEBELAGE TEA TREE DERMA CREAM,50ml,KR_classic,KR,4200.0,KRW,за шт,,EXW,уточнить,уточнить,,2026-06-01,classic_LEBELAGE_PRICE_LIST_2026.06VAT.xlsx,день в дате не указан
8809445617178,LEBELAGE,LEBELAGE COLLAGEN DERMA SKIN,200ml,KR_classic,KR,4000.0,KRW,за шт,,EXW,уточнить,уточнить,,2026-06-01,classic_LEBELAGE_PRICE_LIST_2026.06VAT.xlsx,день в дате не указан
8809445617185,LEBELAGE,LEBELAGE COLLAGEN DERMA LOTION,200ml,KR_classic,KR,4000.0,KRW,за шт,,EXW,уточнить,уточнить,,2026-06-01,classic_LEBELAGE_PRICE_LIST_2026.06VAT.xlsx,день в дате не указан
8809445617192,LEBELAGE,LEBELAGE COLLAGEN DERMA CREAM,50ml,KR_classic,KR,4200.0,KRW,за шт,,EXW,уточнить,уточнить,,2026-06-01,classic_LEBELAGE_PRICE_LIST_2026.06VAT.xlsx,день в дате не указан
8809445617208,LEBELAGE,LEBELAGE YUJA DERMA SKIN,200ml,KR_classic,KR,4000.0,KRW,за шт,,EXW,уточнить,уточнить,,2026-06-01,classic_LEBELAGE_PRICE_LIST_2026.06VAT.xlsx,день в дате не указан
8809445617215,LEBELAGE,LEBELAGE YUJA DERMA LOTION,200ml,KR_classic,KR,4000.0,KRW,за шт,,EXW,уточнить,уточнить,,2026-06-01,classic_LEBELAGE_PRICE_LIST_2026.06VAT.xlsx,день в дате не указан
8809445617222,LEBELAGE,LEBELAGE YUJA DERMA CREAM,50ml,KR_classic,KR,4200.0,KRW,за шт,,EXW,уточнить,уточнить,,2026-06-01,classic_LEBELAGE_PRICE_LIST_2026.06VAT.xlsx,день в дате не указан
8809445617000,LEBELAGE,LEBELAGE Dr. CERAMIDE DERMA AMPOULE,30ml,KR_classic,KR,2750.0,KRW,за шт,,EXW,уточнить,уточнить,,2026-06-01,classic_LEBELAGE_PRICE_LIST_2026.06VAT.xlsx,день в дате не указан
8809445617017,LEBELAGE,LEBELAGE Dr. COLLAGEN DERMA AMPOULE,30ml,KR_classic,KR,2750.0,KRW,за шт,,EXW,уточнить,уточнить,,2026-06-01,classic_LEBELAGE_PRICE_LIST_2026.06VAT.xlsx,день в дате не указан
8809445617031,LEBELAGE,LEBELAGE Dr. CICA DERMA AMPOULE,30ml,KR_classic,KR,2750.0,KRW,за шт,,EXW,уточнить,уточнить,,2026-06-01,classic_LEBELAGE_PRICE_LIST_2026.06VAT.xlsx,день в дате не указан
8809445617024,LEBELAGE,LEBELAGE Dr. VITAMIN C DERMA AMPOULE,30ml,KR_classic,KR,2750.0,KRW,за шт,,EXW,уточнить,уточнить,,2026-06-01,classic_LEBELAGE_PRICE_LIST_2026.06VAT.xlsx,день в дате не указан
8809445616508,LEBELAGE,LEBELAGE Dr. SNAIL DERMA EYE CREAM,40ml,KR_classic,KR,1350.0,KRW,за шт,,EXW,уточнить,уточнить,,2026-06-01,classic_LEBELAGE_PRICE_LIST_2026.06VAT.xlsx,день в дате не указан
8809445616546,LEBELAGE,LEBELAGE Dr. COLLAGEN DERMA EYE CREAM,40ml,KR_classic,KR,1350.0,KRW,за шт,,EXW,уточнить,уточнить,,2026-06-01,classic_LEBELAGE_PRICE_LIST_2026.06VAT.xlsx,день в дате не указан
8809445616553,LEBELAGE,LEBELAGE Dr. PEPTIDE DERMA EYE CREAM,40ml,KR_classic,KR,1350.0,KRW,за шт,,EXW,уточнить,уточнить,,2026-06-01,classic_LEBELAGE_PRICE_LIST_2026.06VAT.xlsx,день в дате не указан
8809445616522,LEBELAGE,LEBELAGE Dr. HYALURONIC DERMA EYE CREAM,40ml,KR_classic,KR,1350.0,KRW,за шт,,EXW,уточнить,уточнить,,2026-06-01,classic_LEBELAGE_PRICE_LIST_2026.06VAT.xlsx,день в дате не указан
8809445611879,LEBELAGE,LEBELAGE 3 ROLLER INTENSIVE CARE BLEMISH CREAM,30ml,KR_classic,KR,2800.0,KRW,за шт,,EXW,уточнить,уточнить,,2026-06-01,classic_LEBELAGE_PRICE_LIST_2026.06VAT.xlsx,день в дате не указан
8809445611886,LEBELAGE,LEBELAGE 3 ROLLER INTENSIVE CARE DARK ZERO CREAM,30ml,KR_classic,KR,2800.0,KRW,за шт,,EXW,уточнить,уточнить,,2026-06-01,classic_LEBELAGE_PRICE_LIST_2026.06VAT.xlsx,день в дате не указан
8809445611893,LEBELAGE,LEBELAGE 3 ROLLER INTENSIVE CARE TROUBLE SPOT CREAM,30ml,KR_classic,KR,2800.0,KRW,за шт,,EXW,уточнить,уточнить,,2026-06-01,classic_LEBELAGE_PRICE_LIST_2026.06VAT.xlsx,день в дате не указан
8809445611855,LEBELAGE,LEBELAGE V LIFTING 5 ROLLER COLLAGEN CREAM,120ml,KR_classic,KR,4800.0,KRW,за шт,,EXW,уточнить,уточнить,,2026-06-01,classic_LEBELAGE_PRICE_LIST_2026.06VAT.xlsx,день в дате не указан
8809445611862,LEBELAGE,LEBELAGE LIGHT BODY 5 ROLLER SHAPE CREAM,120ml,KR_classic,KR,4800.0,KRW,за шт,,EXW,уточнить,уточнить,,2026-06-01,classic_LEBELAGE_PRICE_LIST_2026.06VAT.xlsx,день в дате не указан
8809445611787,LEBELAGE,LEBELAGE Dr. HOMME FOR MAN SKIN,250ml,KR_classic,KR,3300.0,KRW,за шт,,EXW,уточнить,уточнить,,2026-06-01,classic_LEBELAGE_PRICE_LIST_2026.06VAT.xlsx,день в дате не указан
8809951050353,LEBELAGE,LEBELAGE MILD BLACK FOR MAN ALL IN ONE,260ml,KR_classic,KR,3800.0,KRW,за шт,,EXW,уточнить,уточнить,,2026-06-01,classic_LEBELAGE_PRICE_LIST_2026.06VAT.xlsx,день в дате не указан
8800359590601,LEBELAGE,LEBELAGE HYDRATING AQUA HOMME 2 SET,230ml*2,KR_classic,KR,5200.0,KRW,за набор,,EXW,уточнить,уточнить,,2026-06-01,classic_LEBELAGE_PRICE_LIST_2026.06VAT.xlsx,день в дате не указан; набор 2 шт
8809445616089,LEBELAGE,LEBELAGE VITAMIN C PURE TONER,120ml,KR_classic,KR,5000.0,KRW,за шт,,EXW,уточнить,уточнить,,2026-06-01,classic_LEBELAGE_PRICE_LIST_2026.06VAT.xlsx,день в дате не указан
8809445616096,LEBELAGE,LEBELAGE VITAMIN C PURE EMULSION,120ml,KR_classic,KR,5000.0,KRW,за шт,,EXW,уточнить,уточнить,,2026-06-01,classic_LEBELAGE_PRICE_LIST_2026.06VAT.xlsx,день в дате не указан
8809445616119,LEBELAGE,LEBELAGE VITAMIN C PURE AMPOULE,35ml,KR_classic,KR,5000.0,KRW,за шт,,EXW,уточнить,уточнить,,2026-06-01,classic_LEBELAGE_PRICE_LIST_2026.06VAT.xlsx,день в дате не указан
8809445616102,LEBELAGE,LEBELAGE VITAMIN C PURE CREAM,55ml,KR_classic,KR,5000.0,KRW,за шт,,EXW,уточнить,уточнить,,2026-06-01,classic_LEBELAGE_PRICE_LIST_2026.06VAT.xlsx,день в дате не указан
8809445611350,LEBELAGE,LEBELAGE VITAMIN C PURE 4 SET,Toner 120ml Emulsion 120ml Ampoule 35ml Cream 55ml,KR_classic,KR,25000.0,KRW,за набор,,EXW,уточнить,уточнить,,2026-06-01,classic_LEBELAGE_PRICE_LIST_2026.06VAT.xlsx,"день в дате не указан; набор, число штук не указано"
8809445616126,LEBELAGE,LEBELAGE CICA MADECASSOSIDE TONER,120ml,KR_classic,KR,5000.0,KRW,за шт,,EXW,уточнить,уточнить,,2026-06-01,classic_LEBELAGE_PRICE_LIST_2026.06VAT.xlsx,день в дате не указан
8809445616133,LEBELAGE,LEBELAGE CICA MADECASSOSIDE EMULSION,120ml,KR_classic,KR,5000.0,KRW,за шт,,EXW,уточнить,уточнить,,2026-06-01,classic_LEBELAGE_PRICE_LIST_2026.06VAT.xlsx,день в дате не указан
8809445616157,LEBELAGE,LEBELAGE CICA MADECASSOSIDE AMPOULE,35ml,KR_classic,KR,5000.0,KRW,за шт,,EXW,уточнить,уточнить,,2026-06-01,classic_LEBELAGE_PRICE_LIST_2026.06VAT.xlsx,день в дате не указан
8809445616140,LEBELAGE,LEBELAGE CICA MADECASSOSIDE CREAM,55ml,KR_classic,KR,5000.0,KRW,за шт,,EXW,уточнить,уточнить,,2026-06-01,classic_LEBELAGE_PRICE_LIST_2026.06VAT.xlsx,день в дате не указан
8809445611343,LEBELAGE,LEBELAGE CICA MADECASSOSIDE 4 SET,Toner 120ml Emulsion 120ml Ampoule 35ml Cream 55ml,KR_classic,KR,25000.0,KRW,за набор,,EXW,уточнить,уточнить,,2026-06-01,classic_LEBELAGE_PRICE_LIST_2026.06VAT.xlsx,"день в дате не указан; набор, число штук не указано"
8809589393044,LEBELAGE,LEBELAGE SNAIL CERAMIDE TONER,300ml,KR_classic,KR,4750.0,KRW,за шт,,EXW,уточнить,уточнить,,2026-06-01,classic_LEBELAGE_PRICE_LIST_2026.06VAT.xlsx,день в дате не указан
8809589393051,LEBELAGE,LEBELAGE SNAIL CERAMIDE EMULSION,300ml,KR_classic,KR,4750.0,KRW,за шт,,EXW,уточнить,уточнить,,2026-06-01,classic_LEBELAGE_PRICE_LIST_2026.06VAT.xlsx,день в дате не указан
8809589393037,LEBELAGE,LEBELAGE SNAIL CERAMIDE AMPOULE ESSENCE,500ml,KR_classic,KR,6500.0,KRW,за шт,,EXW,уточнить,уточнить,,2026-06-01,classic_LEBELAGE_PRICE_LIST_2026.06VAT.xlsx,день в дате не указан
8809445611701,LEBELAGE,LEBELAGE SNAIL CERAMIDE CREAM,100ml,KR_classic,KR,4750.0,KRW,за шт,,EXW,уточнить,уточнить,,2026-06-01,classic_LEBELAGE_PRICE_LIST_2026.06VAT.xlsx,день в дате не указан
8809809803230,LEBELAGE,LEBELAGE COLLAGEN HYALURONIC TONER,300ml,KR_classic,KR,4750.0,KRW,за шт,,EXW,уточнить,уточнить,,2026-06-01,classic_LEBELAGE_PRICE_LIST_2026.06VAT.xlsx,день в дате не указан
8809809803247,LEBELAGE,LEBELAGE COLLAGEN HYALURONIC EMULSION,300ml,KR_classic,KR,4750.0,KRW,за шт,,EXW,уточнить,уточнить,,2026-06-01,classic_LEBELAGE_PRICE_LIST_2026.06VAT.xlsx,день в дате не указан
8809809803254,LEBELAGE,LEBELAGE COLLAGEN HYALURONIC AMPOULE ESSENCE,500ml,KR_classic,KR,6500.0,KRW,за шт,,EXW,уточнить,уточнить,,2026-06-01,classic_LEBELAGE_PRICE_LIST_2026.06VAT.xlsx,день в дате не указан
8809809803261,LEBELAGE,LEBELAGE COLLAGEN HYALURONIC CREAM,100ml,KR_classic,KR,4750.0,KRW,за шт,,EXW,уточнить,уточнить,,2026-06-01,classic_LEBELAGE_PRICE_LIST_2026.06VAT.xlsx,день в дате не указан
8809951050292,LEBELAGE,LEBELAGE COLLAGEN+GREEN TEA MOISTURE SKIN 30ml,30ml,KR_classic,KR,650.0,KRW,за шт,,EXW,уточнить,уточнить,,2026-06-01,classic_LEBELAGE_PRICE_LIST_2026.06VAT.xlsx,день в дате не указан
8809951050308,LEBELAGE,LEBELAGE COLLAGEN+GREEN TEA MOISTURE LOTION 30ml,30ml,KR_classic,KR,650.0,KRW,за шт,,EXW,уточнить,уточнить,,2026-06-01,classic_LEBELAGE_PRICE_LIST_2026.06VAT.xlsx,день в дате не указан
8809445611527,LEBELAGE,LEBELAGE COLLAGEN+GREEN TEA MOISTURE SKIN,150ml,KR_classic,KR,2750.0,KRW,за шт,,EXW,уточнить,уточнить,,2026-06-01,classic_LEBELAGE_PRICE_LIST_2026.06VAT.xlsx,день в дате не указан
8809445611534,LEBELAGE,LEBELAGE COLLAGEN+GREEN TEA MOISTURE LOTION,150ml,KR_classic,KR,2750.0,KRW,за шт,,EXW,уточнить,уточнить,,2026-06-01,classic_LEBELAGE_PRICE_LIST_2026.06VAT.xlsx,день в дате не указан
8809445611541,LEBELAGE,LEBELAGE COLLAGEN+GREEN TEA MOISTURE CREAM,70ml,KR_classic,KR,2750.0,KRW,за шт,,EXW,уточнить,уточнить,,2026-06-01,classic_LEBELAGE_PRICE_LIST_2026.06VAT.xlsx,день в дате не указан
8809445618380,LEBELAGE,LEBELAGE COLLAGEN + GREEN TEA MOISTURE 2 SET,150ml *2 30ml*2,KR_classic,KR,7000.0,KRW,за набор,,EXW,уточнить,уточнить,,2026-06-01,classic_LEBELAGE_PRICE_LIST_2026.06VAT.xlsx,"день в дате не указан; набор, число штук не указано"
8809679093212,LEBELAGE,LEBELAGE CENTELLA MOISTURE SKIN,150ml,KR_classic,KR,2750.0,KRW,за шт,,EXW,уточнить,уточнить,,2026-06-01,classic_LEBELAGE_PRICE_LIST_2026.06VAT.xlsx,день в дате не указан
8809679093229,LEBELAGE,LEBELAGE CENTELLA MOISTURE LOTION,150ml,KR_classic,KR,2750.0,KRW,за шт,,EXW,уточнить,уточнить,,2026-06-01,classic_LEBELAGE_PRICE_LIST_2026.06VAT.xlsx,день в дате не указан
8809679093236,LEBELAGE,LEBELAGE CENTELLA MOISTURE CREAM,70ml,KR_classic,KR,2750.0,KRW,за шт,,EXW,уточнить,уточнить,,2026-06-01,classic_LEBELAGE_PRICE_LIST_2026.06VAT.xlsx,день в дате не указан
8809679094172,LEBELAGE,LEBELAGE CENTELLA MOISTURE 2 SET,150ml *2 30ml*2,KR_classic,KR,7000.0,KRW,за набор,,EXW,уточнить,уточнить,,2026-06-01,classic_LEBELAGE_PRICE_LIST_2026.06VAT.xlsx,"день в дате не указан; набор, число штук не указано"
8809679094400,LEBELAGE,LEBELAGE SUPER AQUA MOISTURE SKIN 30ml,30ml,KR_classic,KR,650.0,KRW,за шт,,EXW,уточнить,уточнить,,2026-06-01,classic_LEBELAGE_PRICE_LIST_2026.06VAT.xlsx,день в дате не указан
8809679094417,LEBELAGE,LEBELAGE SUPER AQUA MOISTURE LOTION 30ml,30ml,KR_classic,KR,650.0,KRW,за шт,,EXW,уточнить,уточнить,,2026-06-01,classic_LEBELAGE_PRICE_LIST_2026.06VAT.xlsx,день в дате не указан
8809679093243,LEBELAGE,LEBELAGE SUPER AQUA MOISTURE SKIN,150ml,KR_classic,KR,2750.0,KRW,за шт,,EXW,уточнить,уточнить,,2026-06-01,classic_LEBELAGE_PRICE_LIST_2026.06VAT.xlsx,день в дате не указан
8809679093250,LEBELAGE,LEBELAGE SUPER AQUA MOISTURE LOTION,150ml,KR_classic,KR,2750.0,KRW,за шт,,EXW,уточнить,уточнить,,2026-06-01,classic_LEBELAGE_PRICE_LIST_2026.06VAT.xlsx,день в дате не указан
8809679093267,LEBELAGE,LEBELAGE SUPER AQUA MOISTURE CREAM,70ml,KR_classic,KR,2750.0,KRW,за шт,,EXW,уточнить,уточнить,,2026-06-01,classic_LEBELAGE_PRICE_LIST_2026.06VAT.xlsx,день в дате не указан
8809679094189,LEBELAGE,LEBELAGE SUPER AQUA MOISTURE 2 SET,150ml *2 30ml*2,KR_classic,KR,7000.0,KRW,за набор,,EXW,уточнить,уточнить,,2026-06-01,classic_LEBELAGE_PRICE_LIST_2026.06VAT.xlsx,"день в дате не указан; набор, число штук не указано"
8809445611435,LEBELAGE,LEBELAGE HEEYUL PREMIUM 24K GOLD ESSENCE,130ml,KR_classic,KR,5500.0,KRW,за шт,,EXW,уточнить,уточнить,,2026-06-01,classic_LEBELAGE_PRICE_LIST_2026.06VAT.xlsx,день в дате не указан
8809317114255,LEBELAGE,LEBELAGE HEEYUL PREMIUM GOLD ESSENCE MINI 2 SET,30ml *2,KR_classic,KR,3250.0,KRW,за набор,,EXW,уточнить,уточнить,,2026-06-01,classic_LEBELAGE_PRICE_LIST_2026.06VAT.xlsx,день в дате не указан; набор 2 шт
8809446653021,LEBELAGE,LEBELAGE HEEYUL PREMIUM 24K GOLD AMPOULE CREAM,70ml,KR_classic,KR,5500.0,KRW,за шт,,EXW,уточнить,уточнить,,2026-06-01,classic_LEBELAGE_PRICE_LIST_2026.06VAT.xlsx,день в дате не указан
8809679091782,LEBELAGE,LEBELAGE HEEYUL 24K GOLD EYE CREAM,40ml,KR_classic,KR,1400.0,KRW,за шт,,EXW,уточнить,уточнить,,2026-06-01,classic_LEBELAGE_PRICE_LIST_2026.06VAT.xlsx,день в дате не указан
8809925108813,LEBELAGE,LEBELAGE HEEYUL 24K GOLD PEEL OFF MASK,150ml,KR_classic,KR,4500.0,KRW,за шт,,EXW,уточнить,уточнить,,2026-06-01,classic_LEBELAGE_PRICE_LIST_2026.06VAT.xlsx,день в дате не указан
8809445617048,LEBELAGE,LEBELAGE HEEYUL 24K GOLD FOAM CLEANSING,100ml,KR_classic,KR,1500.0,KRW,за шт,,EXW,уточнить,уточнить,,2026-06-01,classic_LEBELAGE_PRICE_LIST_2026.06VAT.xlsx,день в дате не указан
8809035142080,LEBELAGE,LEBELAGE PEARL MOISTURIZING HAND CREAM,100ml,KR_classic,KR,650.0,KRW,за шт,,EXW,уточнить,уточнить,,2026-06-01,classic_LEBELAGE_PRICE_LIST_2026.06VAT.xlsx,день в дате не указан
8809035141090,LEBELAGE,LEBELAGE DAILY MOISTURIZING PEACH HAND CREAM,100ml,KR_classic,KR,650.0,KRW,за шт,,EXW,уточнить,уточнить,,2026-06-01,classic_LEBELAGE_PRICE_LIST_2026.06VAT.xlsx,день в дате не указан
8809035141328,LEBELAGE,LEBELAGE DAILY MOISTURIZING COLLAGEN HAND CREAM,100ml,KR_classic,KR,650.0,KRW,за шт,,EXW,уточнить,уточнить,,2026-06-01,classic_LEBELAGE_PRICE_LIST_2026.06VAT.xlsx,день в дате не указан
8809035141137,LEBELAGE,LEBELAGE DAILY MOISTURIZING SNAIL HAND CREAM,100ml,KR_classic,KR,650.0,KRW,за шт,,EXW,уточнить,уточнить,,2026-06-01,classic_LEBELAGE_PRICE_LIST_2026.06VAT.xlsx,день в дате не указан
8809035141540,LEBELAGE,LEBELAGE WRINKLE CARE MAGIC HAND CREAM,100ml,KR_classic,KR,650.0,KRW,за шт,,EXW,уточнить,уточнить,,2026-06-01,classic_LEBELAGE_PRICE_LIST_2026.06VAT.xlsx,день в дате не указан
8809675775983,LEBELAGE,LEBELAGE LOVELY HEART BUBBLE HAND WASH,250ml 8.45 fl. oz.,KR_classic,KR,2800.0,KRW,за шт,,EXW,уточнить,уточнить,,2026-06-01,classic_LEBELAGE_PRICE_LIST_2026.06VAT.xlsx,день в дате не указан
8809035145265,LEBELAGE,LEBELAGE DAILY MOISTURIZING OLIVE FOOT CREAM,100ml,KR_classic,KR,650.0,KRW,за шт,,EXW,уточнить,уточнить,,2026-06-01,classic_LEBELAGE_PRICE_LIST_2026.06VAT.xlsx,день в дате не указан
8809679094202,LEBELAGE,LEBELAGE DAILY MOISTURIZING VITAMIN FOOT CREAM,100ml,KR_classic,KR,650.0,KRW,за шт,,EXW,уточнить,уточнить,,2026-06-01,classic_LEBELAGE_PRICE_LIST_2026.06VAT.xlsx,день в дате не указан
8809679094219,LEBELAGE,LEBELAGE DAILY MOISTURIZING COLLAGEN FOOT CREAM,100ml,KR_classic,KR,650.0,KRW,за шт,,EXW,уточнить,уточнить,,2026-06-01,classic_LEBELAGE_PRICE_LIST_2026.06VAT.xlsx,день в дате не указан
8809035148334,LEBELAGE,LEBELAGE DAILY MOISTURIZING OLIVE HAND CREAM & FOOT CREAM,100ml * 2,KR_classic,KR,1300.0,KRW,за набор,,EXW,уточнить,уточнить,,2026-06-01,classic_LEBELAGE_PRICE_LIST_2026.06VAT.xlsx,день в дате не указан; набор 2 шт
8800241502064,LEBELAGE,LEBELAGE WRINKLE CARE MAGIC HAND CREAM (1+1),100ml * 2,KR_classic,KR,1300.0,KRW,за набор,,EXW,уточнить,уточнить,,2026-06-01,classic_LEBELAGE_PRICE_LIST_2026.06VAT.xlsx,день в дате не указан; набор 2 шт
8809925109889,LEBELAGE,LEBELAGE I`M HAND CREAM 3 SET (SHEA BUTTER / SANDALWOOD / FRANGIPANI),30g/1.05 oz. * 3,KR_classic,KR,1800.0,KRW,за набор,,EXW,уточнить,уточнить,,2026-06-01,classic_LEBELAGE_PRICE_LIST_2026.06VAT.xlsx,"день в дате не указан; набор, число штук не указано"
8809651746099,LEBELAGE,LEBELAGE UV SUN ULTRA SHIELD SUNSCREEN LOTION,50 g 1.76 oz.,KR_classic,KR,5200.0,KRW,за шт,,EXW,уточнить,уточнить,,2026-06-01,classic_LEBELAGE_PRICE_LIST_2026.06VAT.xlsx,день в дате не указан
8809651745399,LEBELAGE,LEBELAGE UV SUN ULTRA SHIELD SUN STICK,20g/0.70 oz.,KR_classic,KR,5500.0,KRW,за шт,,EXW,уточнить,уточнить,,2026-06-01,classic_LEBELAGE_PRICE_LIST_2026.06VAT.xlsx,день в дате не указан
8809331319100,LEBELAGE,LEBELAGE UV SUN PROTECT SUN STICK,18g / 0.63 oz.,KR_classic,KR,5000.0,KRW,за шт,,EXW,уточнить,уточнить,,2026-06-01,classic_LEBELAGE_PRICE_LIST_2026.06VAT.xlsx,день в дате не указан
8800272720208,LEBELAGE,LEBELAGE UV SUN OIL FREE MATTE SUN STICK,23 g / 0.81 oz.,KR_classic,KR,5000.0,KRW,за шт,,EXW,уточнить,уточнить,,2026-06-01,classic_LEBELAGE_PRICE_LIST_2026.06VAT.xlsx,день в дате не указан
8809755466862,LEBELAGE,LEBELAGE COLLAGEN HYALURONIC SUN CREAM,50ml,KR_classic,KR,2350.0,KRW,за шт,,EXW,уточнить,уточнить,,2026-06-01,classic_LEBELAGE_PRICE_LIST_2026.06VAT.xlsx,день в дате не указан
8809755466886,LEBELAGE,LEBELAGE ANTI-WRINKLE GOLD SNAIL SUN CREAM,50ml,KR_classic,KR,2350.0,KRW,за шт,,EXW,уточнить,уточнить,,2026-06-01,classic_LEBELAGE_PRICE_LIST_2026.06VAT.xlsx,день в дате не указан
