Штрихкод,Бренд,Наименование,Объём,Код поставщика,Страна,Цена,Валюта,Единица цены,Кол-во в коробе,Базис поставки,Условия оплаты,Мин. партия,Срок годности,Дата прайса,Файл-источник,Примечание
8800307370859,ANUA,ANUA HEARTLEAF 77 SOOTHING TONER 150ml,150ml,KR_anua,KR,9630.0,KRW,за шт,,EXW,уточнить,уточнить,36M,2026-04-01,ANUA_PRICE_LIST_VAT_26.04.xlsx,день в дате не указан
8809640730092,ANUA,ANUA HEARTLEAF 77% SOOTHING TONER 250ml,250ml,KR_anua,KR,13750.0,KRW,за шт,,EXW,уточнить,уточнить,36M,2026-04-01,ANUA_PRICE_LIST_VAT_26.04.xlsx,день в дате не указан
8809640730221,ANUA,ANUA HEARTLEAF 77% SOOTHING TONER 500ml,500ml,KR_anua,KR,24750.0,KRW,за шт,,EXW,уточнить,уточнить,30M,2026-04-01,ANUA_PRICE_LIST_VAT_26.04.xlsx,день в дате не указан
8809640735028,ANUA,ANUA HEARLEAF PORE CONTROL CLEANSING OIL MILD 200ml,200ml,KR_anua,KR,13200.0,KRW,за шт,,EXW,уточнить,уточнить,36M,2026-04-01,ANUA_PRICE_LIST_VAT_26.04.xlsx,день в дате не указан
8809640732829,ANUA,ANUA HEARLEAF PORE CONTROL CLEANSING OIL 200ml,200ml,KR_anua,KR,12100.0,KRW,за шт,,EXW,уточнить,уточнить,30M,2026-04-01,ANUA_PRICE_LIST_VAT_26.04.xlsx,день в дате не указан
8809640734427,ANUA,ANUA HEARTLEAF QUERCETINOL PORE DEEP CLEANSING FOAM 150ml,150ml,KR_anua,KR,7700.0,KRW,за шт,,EXW,уточнить,уточнить,30M,2026-04-01,ANUA_PRICE_LIST_VAT_26.04.xlsx,день в дате не указан
8809640734526,ANUA,ANUA NIACINAMIDE 10% + TXA 4% SERUM 30ml,30ml,KR_anua,KR,15950.0,KRW,за шт,,EXW,уточнить,уточнить,36M,2026-04-01,ANUA_PRICE_LIST_VAT_26.04.xlsx,день в дате не указан
8809640736667,ANUA,PDRN HYALURONIC ACID CAPSULE 100 SERUM 30ML,30ml,KR_anua,KR,21450.0,KRW,за шт,,EXW,уточнить,уточнить,30M,2026-04-01,ANUA_PRICE_LIST_VAT_26.04.xlsx,день в дате не указан
8809640737190,ANUA,AZELAIC HYALURON SOOTHING SERUM 30ML,30ml,KR_anua,KR,17600.0,KRW,за шт,,EXW,уточнить,уточнить,36M,2026-04-01,ANUA_PRICE_LIST_VAT_26.04.xlsx,день в дате не указан
8800307372983,ANUA,ANUA PDRN HYALURONIC ACID MOISTURIZING CLEANSING FOAM,150ml,KR_anua,KR,8800.0,KRW,за шт,,EXW,уточнить,уточнить,30M,2026-04-01,ANUA_PRICE_LIST_VAT_26.04.xlsx,день в дате не указан
8809640735455,ANUA,ANUA RICE 70 GLOW MILKY TONER 250ml,250ml,KR_anua,KR,13750.0,KRW,за шт,,EXW,уточнить,уточнить,36M,2026-04-01,ANUA_PRICE_LIST_VAT_26.04.xlsx,день в дате не указан
8809640734861,ANUA,ANUA 7 RICE CERAMIDE HYDRATING BARRIER SERUM 50ml,50ml,KR_anua,KR,15950.0,KRW,за шт,,EXW,уточнить,уточнить,36M,2026-04-01,ANUA_PRICE_LIST_VAT_26.04.xlsx,день в дате не указан
8809640735462,ANUA,ANUA RICE ENZYME BRIGHTENING CLEANSING POWDER 40g,40g,KR_anua,KR,13750.0,KRW,за шт,,EXW,уточнить,уточнить,36M,2026-04-01,ANUA_PRICE_LIST_VAT_26.04.xlsx,день в дате не указан
8809640735608,ANUA,ANUA RICE 70 INTENSIVE MOISTURIZING MILK,150ml,KR_anua,KR,14850.0,KRW,за шт,,EXW,уточнить,уточнить,36M,2026-04-01,ANUA_PRICE_LIST_VAT_26.04.xlsx,день в дате не указан
8809640738197,ANUA,HEARTLEAF CENTELLA RED SPOT CREAM 30G,30g,KR_anua,KR,10890.0,KRW,за шт,,EXW,уточнить,уточнить,36M,2026-04-01,ANUA_PRICE_LIST_VAT_26.04.xlsx,день в дате не указан
8809640736797,ANUA,TRIPLE ACID SPOT CARE MICRODART PATCH 12EA,12ea,KR_anua,KR,9350.0,KRW,за шт,,EXW,уточнить,уточнить,36M,2026-04-01,ANUA_PRICE_LIST_VAT_26.04.xlsx,день в дате не указан
8809640730559,ANUA,ANUA HEARTLEAF 77 CLEARPAD 160ml (70EA),160ml,KR_anua,KR,15400.0,KRW,за шт,,EXW,уточнить,уточнить,36M,2026-04-01,ANUA_PRICE_LIST_VAT_26.04.xlsx,день в дате не указан
8809640737251,ANUA,ANUA 3 CERAMIDE PANTHENOL MOISTURE BARRIER CREAM 100ml,100ml,KR_anua,KR,19800.0,KRW,за шт,,EXW,уточнить,уточнить,36M,2026-04-01,ANUA_PRICE_LIST_VAT_26.04.xlsx,день в дате не указан
8809640736650,ANUA,ANUA ULTRA THIN SPOT COVER PATCH 75EA,75ea,KR_anua,KR,9350.0,KRW,за шт,,EXW,уточнить,уточнить,36M,2026-04-01,ANUA_PRICE_LIST_VAT_26.04.xlsx,день в дате не указан
8809640735561,ANUA,ANUA 8 HYALURONIC ACID HYDRATING GENTLE FOAMING CLEANSER 150ml,150ml,KR_anua,KR,7700.0,KRW,за шт,,EXW,уточнить,уточнить,36M,2026-04-01,ANUA_PRICE_LIST_VAT_26.04.xlsx,день в дате не указан
8809640735813,ANUA,ANUA 8 HYALURONIC ACID MOISTURIZING GENTLE GEL CLEANSER 150ml,150ml,KR_anua,KR,7700.0,KRW,за шт,,EXW,уточнить,уточнить,30M,2026-04-01,ANUA_PRICE_LIST_VAT_26.04.xlsx,день в дате не указан
8800307372853,ANUA,ANUA NIACINAMIDE TXA BRIGHTENING BOOSTER TONER,250ml,KR_anua,KR,13750.0,KRW,за шт,,EXW,уточнить,уточнить,36M,2026-04-01,ANUA_PRICE_LIST_VAT_26.04.xlsx,день в дате не указан
8809640733550,ANUA,ANUA PEACH 70 NIACIN SERUM 30ml,30ml,KR_anua,KR,14850.0,KRW,за шт,,EXW,уточнить,уточнить,36M,2026-04-01,ANUA_PRICE_LIST_VAT_26.04.xlsx,день в дате не указан
8809640734359,ANUA,ANUA PEACH 77% NIACIN ESSENCE TONER 250ml,250ml,KR_anua,KR,13750.0,KRW,за шт,,EXW,уточнить,уточнить,36M,2026-04-01,ANUA_PRICE_LIST_VAT_26.04.xlsx,день в дате не указан
8809640734342,ANUA,ANUA PEACH 77% NIACIN CONDITIONING MILK 150ml,150ml,KR_anua,KR,14850.0,KRW,за шт,,EXW,уточнить,уточнить,36M,2026-04-01,ANUA_PRICE_LIST_VAT_26.04.xlsx,день в дате не указан
8809640734373,ANUA,ANUA PEACH 77% NIACIN ENRICHED CREAM 50ml,50ml,KR_anua,KR,19250.0,KRW,за шт,,EXW,уточнить,уточнить,36M,2026-04-01,ANUA_PRICE_LIST_VAT_26.04.xlsx,день в дате не указан
8809640734519,ANUA,ANUA BHA 2% GENTLE EXFOLIATING TONER,150ml,KR_anua,KR,15950.0,KRW,за шт,,EXW,уточнить,уточнить,30M,2026-04-01,ANUA_PRICE_LIST_VAT_26.04.xlsx,день в дате не указан
8809640734595,ANUA,ANUA RETINOL 0.3% + NIACIN RENEWING SERUM 30ml,30ml,KR_anua,KR,21450.0,KRW,за шт,,EXW,уточнить,уточнить,24M,2026-04-01,ANUA_PRICE_LIST_VAT_26.04.xlsx,день в дате не указан
8809640730696,ANUA,ANUA HEARTLEAF 70% INTENSE CALMING CREAM 50ml,50ml,KR_anua,KR,19250.0,KRW,за шт,,EXW,уточнить,уточнить,36M,2026-04-01,ANUA_PRICE_LIST_VAT_26.04.xlsx,день в дате не указан
8809640733659,ANUA,ANUA HEARTLEAF SUCCINIC MOISTURE CLEANSING FOAM 150ml,150ml,KR_anua,KR,8250.0,KRW,за шт,,EXW,уточнить,уточнить,36M,2026-04-01,ANUA_PRICE_LIST_VAT_26.04.xlsx,день в дате не указан
8809640730283,ANUA,ANUA HEARTLEAF 80% SOOTHING AMPOULE 30ml,30mL,KR_anua,KR,18150.0,KRW,за шт,,EXW,уточнить,уточнить,36M,2026-04-01,ANUA_PRICE_LIST_VAT_26.04.xlsx,день в дате не указан
8809640732799,ANUA,ANUA HEARTLEAF 70% DAILY LOTION 200ml,200mL,KR_anua,KR,15400.0,KRW,за шт,,EXW,уточнить,уточнить,36M,2026-04-01,ANUA_PRICE_LIST_VAT_26.04.xlsx,день в дате не указан
8809640733666,ANUA,ANUA HEARTLEAF LHA MOISTURE PEELING GEL 120ml,120ml,KR_anua,KR,9900.0,KRW,за шт,,EXW,уточнить,уточнить,36M,2026-04-01,ANUA_PRICE_LIST_VAT_26.04.xlsx,день в дате не указан
8809640733185,ANUA,ANUA HEARLEAF SILKY MOISTURE SUNCREAM 50ml,50ml,KR_anua,KR,13750.0,KRW,за шт,,EXW,уточнить,уточнить,36M,2026-04-01,ANUA_PRICE_LIST_VAT_26.04.xlsx,день в дате не указан
8809640731211,ANUA,ANUA BIRCH MOISTURE BOOSTING TONER 250ml,250mL,KR_anua,KR,11550.0,KRW,за шт,,EXW,уточнить,уточнить,36M,2026-04-01,ANUA_PRICE_LIST_VAT_26.04.xlsx,день в дате не указан
8809640731181,ANUA,ANUA BIRCH MOISTURE BOOSTING SERUM 30ml,30ml,KR_anua,KR,14850.0,KRW,за шт,,EXW,уточнить,уточнить,36M,2026-04-01,ANUA_PRICE_LIST_VAT_26.04.xlsx,день в дате не указан
8809640732324,ANUA,ANUA BIRCH MOISTURE BOOSTING CREAM 50ml,50mL,KR_anua,KR,16500.0,KRW,за шт,,EXW,уточнить,уточнить,36M,2026-04-01,ANUA_PRICE_LIST_VAT_26.04.xlsx,день в дате не указан
8809640732188,ANUA,ANUA BIRCH MOISTURE BOOSTING PAD 160ml (70EA),160ml,KR_anua,KR,14300.0,KRW,за шт,,EXW,уточнить,уточнить,36M,2026-04-01,ANUA_PRICE_LIST_VAT_26.04.xlsx,день в дате не указан
8809640731570,ANUA,ANUA AIRY SUN CREAM,50ml,KR_anua,KR,13750.0,KRW,за шт,,EXW,уточнить,уточнить,36M,2026-04-01,ANUA_PRICE_LIST_VAT_26.04.xlsx,день в дате не указан
8809640733055,ANUA,ANUA GREEN LEMON VITAC SERUM 20g,20ml,KR_anua,KR,21450.0,KRW,за шт,,EXW,уточнить,уточнить,36M,2026-04-01,ANUA_PRICE_LIST_VAT_26.04.xlsx,день в дате не указан
8800307371313,ANUA,ANUA PEACH 77 NIACIN ESSENCE TONER,150ml,KR_anua,KR,13750.0,KRW,за шт,,EXW,уточнить,уточнить,36M,2026-04-01,ANUA_PRICE_LIST_VAT_26.04.xlsx,день в дате не указан
8809640734854,ANUA,ANUA HEARTLEAF 87 LOW PH DEEP CLEANSING WATER,500g,KR_anua,KR,11550.0,KRW,за шт,,EXW,уточнить,уточнить,36M,2026-04-01,ANUA_PRICE_LIST_VAT_26.04.xlsx,день в дате не указан
8809640730276,ANUA,ANUA COTTON PAD FOR TONER,-,KR_anua,KR,2200.0,KRW,за шт,,EXW,уточнить,уточнить,-,2026-04-01,ANUA_PRICE_LIST_VAT_26.04.xlsx,день в дате не указан
8809640732515,ANUA,ANUA HEARTLEAF 80% AMPOULE MASK 27ml (10PCS),27ml*10,KR_anua,KR,27500.0,KRW,за набор,,EXW,уточнить,уточнить,36M,2026-04-01,ANUA_PRICE_LIST_VAT_26.04.xlsx,день в дате не указан; набор 10 шт
8809640730306,ANUA,ANUA HEARTLEAF 77% SOOTHING SHEET MASK 25ml (10PCS),25ml*10,KR_anua,KR,22000.0,KRW,за набор,,EXW,уточнить,уточнить,36M,2026-04-01,ANUA_PRICE_LIST_VAT_26.04.xlsx,день в дате не указан; набор 10 шт
8809640730665,ANUA,ANUA HEARTLEAF CREAM MASK NIGHT SOLUTION 25ml (10PCS),25ml*10,KR_anua,KR,22000.0,KRW,за набор,,EXW,уточнить,уточнить,36M,2026-04-01,ANUA_PRICE_LIST_VAT_26.04.xlsx,день в дате не указан; набор 10 шт
8809640731082,ANUA,ANUA BIRCH MOISTURE SHEET MASK 25ml (10PCS),25ml*10,KR_anua,KR,22000.0,KRW,за набор,,EXW,уточнить,уточнить,36M,2026-04-01,ANUA_PRICE_LIST_VAT_26.04.xlsx,день в дате не указан; набор 10 шт
8809640733635,ANUA,ANUA GREEN LEMON VITA C BLEMISH SERUM MASK 25ml (10PCS),25ml*10,KR_anua,KR,22000.0,KRW,за набор,,EXW,уточнить,уточнить,36M,2026-04-01,ANUA_PRICE_LIST_VAT_26.04.xlsx,день в дате не указан; набор 10 шт
8809640734205,ANUA,ANUA PEACH NIACIN SERUM MASK (10PCS),25ml*10,KR_anua,KR,22000.0,KRW,за набор,,EXW,уточнить,уточнить,36M,2026-04-01,ANUA_PRICE_LIST_VAT_26.04.xlsx,день в дате не указан; набор 10 шт
8809640737244,ANUA,ANUA HEARTLEAF 70 SOOTHING COLLAGEN MASK 38G (1EA)*4SET,38g(1ea*4),KR_anua,KR,13200.0,KRW,за набор,,EXW,уточнить,уточнить,36M,2026-04-01,ANUA_PRICE_LIST_VAT_26.04.xlsx,день в дате не указан; набор 4 шт
8809640737237,ANUA,ANUA PEACH 70 NIACIN BRIGHTENING COLLAGEN MASK 38G (1EA)*4SET,38g(1ea*4),KR_anua,KR,13200.0,KRW,за набор,,EXW,уточнить,уточнить,36M,2026-04-01,ANUA_PRICE_LIST_VAT_26.04.xlsx,день в дате не указан; набор 4 шт
8809640737220,ANUA,ANUA RICE 70 GLOW COLLAGEN MASK 38G (1EA)*4SET,38g(1ea*4),KR_anua,KR,13200.0,KRW,за набор,,EXW,уточнить,уточнить,36M,2026-04-01,ANUA_PRICE_LIST_VAT_26.04.xlsx,день в дате не указан; набор 4 шт
8809640732508,ANUA,ANUA HEARTLEAF 80% AMPOULE MASK 27ml_(1PC),27ml,KR_anua,KR,2750.0,KRW,за шт,,EXW,уточнить,уточнить,36M,2026-04-01,ANUA_PRICE_LIST_VAT_26.04.xlsx,день в дате не указан
8809640730290,ANUA,ANUA HEARTLEAF 77% SOOTHING SHEET MASK 25ml_GLB (1PC),25ml,KR_anua,KR,2200.0,KRW,за шт,,EXW,уточнить,уточнить,36M,2026-04-01,ANUA_PRICE_LIST_VAT_26.04.xlsx,день в дате не указан
8809640730658,ANUA,ANUA HEARTLEAF CREAM MASK NIGHT SOLUTION 25ml (1PC),25ml,KR_anua,KR,2200.0,KRW,за шт,,EXW,уточнить,уточнить,36M,2026-04-01,ANUA_PRICE_LIST_VAT_26.04.xlsx,день в дате не указан
8809640731075,ANUA,ANUA BIRCH MOISTURE SHEET MASK 25ml (1PC),25ml,KR_anua,KR,2200.0,KRW,за шт,,EXW,уточнить,уточнить,36M,2026-04-01,ANUA_PRICE_LIST_VAT_26.04.xlsx,день в дате не указан
8809640733628,ANUA,ANUA VITAMIN C BLEMISH SERUM MASK 25ml (1PC),25ml,KR_anua,KR,2200.0,KRW,за шт,,EXW,уточнить,уточнить,36M,2026-04-01,ANUA_PRICE_LIST_VAT_26.04.xlsx,день в дате не указан
8809640734021,ANUA,ANUA PEACH NIACIN SERUM MASK 25g (1PC),25g,KR_anua,KR,2200.0,KRW,за шт,,EXW,уточнить,уточнить,36M,2026-04-01,ANUA_PRICE_LIST_VAT_26.04.xlsx,день в дате не указан
8809640738241,ANUA,ANUA PDRN 100 HYALURONIC ACID GLOW PAD 180ml (60EA),180ml,KR_anua,KR,13200.0,KRW,за шт,,EXW,уточнить,уточнить,30M,2026-04-01,ANUA_PRICE_LIST_VAT_26.04.xlsx,день в дате не указан
8809640738128,ANUA,ANUA NIACINAMIDE 5 TXA BRIGHTENING PAD 210ml (60EA),210ml,KR_anua,KR,13200.0,KRW,за шт,,EXW,уточнить,уточнить,24M,2026-04-01,ANUA_PRICE_LIST_VAT_26.04.xlsx,день в дате не указан
8809640738227,ANUA,ANUA AZELAIC 10 HYALURON REDNESS SOOTHING PAD 230ml (90EA),230ml,KR_anua,KR,13200.0,KRW,за шт,,EXW,уточнить,уточнить,30M,2026-04-01,ANUA_PRICE_LIST_VAT_26.04.xlsx,день в дате не указан
8809640738135,ANUA,ANUA PDRN HYALURONIC ACID 100 MOISTURE CREAM 60ml,60ml,KR_anua,KR,17600.0,KRW,за шт,,EXW,уточнить,уточнить,36M,2026-04-01,ANUA_PRICE_LIST_VAT_26.04.xlsx,день в дате не указан
8809640739507,ANUA,ANUA ZERO-CAST MOISTURIZING FINISH SUNSCREEN 50ml,50ml,KR_anua,KR,12100.0,KRW,за шт,,EXW,уточнить,уточнить,36M,2026-04-01,ANUA_PRICE_LIST_VAT_26.04.xlsx,день в дате не указан
8809640737763,ANUA,ANUA PDRN HYALURONIC ACID CAPSULE 100 SERUM MASK 23ml (1PC),23ml,KR_anua,KR,2200.0,KRW,за шт,,EXW,уточнить,уточнить,24M,2026-04-01,ANUA_PRICE_LIST_VAT_26.04.xlsx,день в дате не указан
8809640737800,ANUA,ANUA PDRN HYALURONIC ACID CAPSULE 100 SERUM MASK (10PCS),23ml*10ea,KR_anua,KR,22000.0,KRW,за набор,,EXW,уточнить,уточнить,24M,2026-04-01,ANUA_PRICE_LIST_VAT_26.04.xlsx,день в дате не указан; набор 10 шт
8800307371672,ANUA,ANUA PDRN HYALURONIC ACID BOOSTER TONER 250ml,250ml,KR_anua,KR,13750.0,KRW,за шт,,EXW,уточнить,уточнить,36M,2026-04-01,ANUA_PRICE_LIST_VAT_26.04.xlsx,день в дате не указан
8800307370743,ANUA,ANUA AZELAIC ACID 3 CICA SKIN CLARIFYING TONER 250ml,250,KR_anua,KR,13750.0,KRW,за шт,,EXW,уточнить,уточнить,36M,2026-04-01,ANUA_PRICE_LIST_VAT_26.04.xlsx,день в дате не указан
8800307370095,ANUA,ANUA PEACH NIACIN SPREAD CLEANSING FOAM 150ml,150ml,KR_anua,KR,7700.0,KRW,за шт,,EXW,уточнить,уточнить,36M,2026-04-01,ANUA_PRICE_LIST_VAT_26.04.xlsx,день в дате не указан
8800307370873,ANUA,ANUA TRAVEL SIZE DOUBLE CLEANSING DUO,클렌징오일 20ml +폼 25ml,KR_anua,KR,5450.0,KRW,за шт,,EXW,уточнить,уточнить,30M,2026-04-01,ANUA_PRICE_LIST_VAT_26.04.xlsx,день в дате не указан
8800307373157,ANUA,ANUA AZELAIC ACID CICA SKIN SOOTHING MOISTURIZER 100ml,100ml,KR_anua,KR,12100.0,KRW,за шт,,EXW,уточнить,уточнить,,2026-04-01,ANUA_PRICE_LIST_VAT_26.04.xlsx,день в дате не указан
8800307374499,ANUA,ANUA PDRN LIP SERUM 10ml,10ml,KR_anua,KR,7700.0,KRW,за шт,,EXW,уточнить,уточнить,30M,2026-04-01,ANUA_PRICE_LIST_VAT_26.04.xlsx,день в дате не указан
8800307373331,ANUA,ANUA PDRN HYALURONIC ACID HYDRATING CAPSULE MIST 100ml,100ml,KR_anua,KR,19250.0,KRW,за шт,,EXW,уточнить,уточнить,30M,2026-04-01,ANUA_PRICE_LIST_VAT_26.04.xlsx,день в дате не указан
8809640738111,ANUA,ANUA 8 HYALURONIC ACID CATECHIN CALMING PAD 185ml (110EA),185ml (110EA),KR_anua,KR,13200.0,KRW,за шт,,EXW,уточнить,уточнить,30M,2026-04-01,ANUA_PRICE_LIST_VAT_26.04.xlsx,день в дате не указан
8800307373379,ANUA,ANUA PDRN COLLAGEN MELTING PATCH FOR GLASS SKIN (4EA),4EA,KR_anua,KR,11000.0,KRW,за шт,,EXW,уточнить,уточнить,30M,2026-04-01,ANUA_PRICE_LIST_VAT_26.04.xlsx,день в дате не указан
8800307373386,ANUA,ANUA PDRN COLLAGEN MELTING PATCH FOR NECK (4EA),4EA,KR_anua,KR,11000.0,KRW,за шт,,EXW,уточнить,уточнить,30M,2026-04-01,ANUA_PRICE_LIST_VAT_26.04.xlsx,день в дате не указан
8809640734281,ANUA,ANUA HEARTLEAF PORE CLAY PACK 100ml,100ml,KR_anua,KR,9900.0,KRW,за шт,,EXW,уточнить,уточнить,36M,2026-04-01,ANUA_PRICE_LIST_VAT_26.04.xlsx,день в дате не указан
8809640731792,ANUA,ANUA HEARTLEAF SOOTHING TONER 40ML,40ml,KR_anua,KR,2750.0,KRW,за шт,,EXW,уточнить,уточнить,36M,2026-04-01,ANUA_PRICE_LIST_VAT_26.04.xlsx,день в дате не указан
8809640738401,ANUA,ANUA HEARTLEAF CLEANSING OIL 20ML,20ml,KR_anua,KR,2750.0,KRW,за шт,,EXW,уточнить,уточнить,36M,2026-04-01,ANUA_PRICE_LIST_VAT_26.04.xlsx,день в дате не указан
8809640739132,ANUA,ANUA HEARTLEAF SOOTHING AMPOULE 10ML,10ml,KR_anua,KR,6600.0,KRW,за шт,,EXW,уточнить,уточнить,36M,2026-04-01,ANUA_PRICE_LIST_VAT_26.04.xlsx,день в дате не указан
8809640732805,ANUA,ANUA HEARTLEAF DAILY LOTION 20ML,20ml,KR_anua,KR,2750.0,KRW,за шт,,EXW,уточнить,уточнить,36M,2026-04-01,ANUA_PRICE_LIST_VAT_26.04.xlsx,день в дате не указан
8809640735660,ANUA,ANUA HEARTLEAF CALMING CREAM 10ML,10ml,KR_anua,KR,7150.0,KRW,за шт,,EXW,уточнить,уточнить,36M,2026-04-01,ANUA_PRICE_LIST_VAT_26.04.xlsx,день в дате не указан
8809640739729,ANUA,ANUA PEACH NIACIN SERUM 10ML,10ml,KR_anua,KR,5500.0,KRW,за шт,,EXW,уточнить,уточнить,36M,2026-04-01,ANUA_PRICE_LIST_VAT_26.04.xlsx,день в дате не указан
8809640733734,ANUA,ANUA HEARTLEAF SUCCINIC CLEANSING FOAM 25ML,25ml,KR_anua,KR,2750.0,KRW,за шт,,EXW,уточнить,уточнить,36M,2026-04-01,ANUA_PRICE_LIST_VAT_26.04.xlsx,день в дате не указан
8809640739606,ANUA,ANUA HEARTLEAF QUERCETINOL PORE DEEP CLEANSING FOAM 25ml,25ml,KR_anua,KR,2750.0,KRW,за шт,,EXW,уточнить,уточнить,36M,2026-04-01,ANUA_PRICE_LIST_VAT_26.04.xlsx,день в дате не указан
8809115027924,AXISY,AXIS-Y Daily Purifying Treatment Toner 200ml,200ml,KR_axisy,KR,10790.0,KRW,за шт,,EXW,уточнить,уточнить,,2026-01-01,AXISY_PRICE_LIST_VAT_26.01.xlsx,день в дате не указан
8809634610850,AXISY,AXIS-Y Daily Purifying Treatment Toner 80ml,80 ml,KR_axisy,KR,7140.0,KRW,за шт,,EXW,уточнить,уточнить,,2026-01-01,AXISY_PRICE_LIST_VAT_26.01.xlsx,день в дате не указан
8809115027917,AXISY,AXIS-Y Artichoke Intensive Skin Barrier Ampoule 30ml,30ml,KR_axisy,KR,10790.0,KRW,за шт,,EXW,уточнить,уточнить,,2026-01-01,AXISY_PRICE_LIST_VAT_26.01.xlsx,день в дате не указан
8809634610027,AXISY,AXIS-Y Quinoa One-Step Balanced Gel Cleanser 180ml,180ml,KR_axisy,KR,9710.0,KRW,за шт,,EXW,уточнить,уточнить,,2026-01-01,AXISY_PRICE_LIST_VAT_26.01.xlsx,день в дате не указан
8809634610034,AXISY,AXIS-Y Dark Spot Correcting Glow Serum 50ml,50ml,KR_axisy,KR,10000.0,KRW,за шт,,EXW,уточнить,уточнить,,2026-01-01,AXISY_PRICE_LIST_VAT_26.01.xlsx,день в дате не указан
8809634610959,AXISY,AXIS-Y Dark Spot Correcting Glow Toner 125ml,125ml,KR_axisy,KR,11420.0,KRW,за шт,,EXW,уточнить,уточнить,,2026-01-01,AXISY_PRICE_LIST_VAT_26.01.xlsx,день в дате не указан
8809634610966,AXISY,AXIS-Y Dark Spot Correcting Glow Cream 50ml,50ml,KR_axisy,KR,10700.0,KRW,за шт,,EXW,уточнить,уточнить,,2026-01-01,AXISY_PRICE_LIST_VAT_26.01.xlsx,день в дате не указан
8809634611178,AXISY,AXIS-Y TXA 2.5% Intensive Brightening Cream 50ml,50 ml,KR_axisy,KR,11420.0,KRW,за шт,,EXW,уточнить,уточнить,,2026-01-01,AXISY_PRICE_LIST_VAT_26.01.xlsx,день в дате не указан
8809634610041,AXISY,AXIS-Y Cera-Heart My Type Duo Cream 60ml,60ml,KR_axisy,KR,13700.0,KRW,за шт,,EXW,уточнить,уточнить,,2026-01-01,AXISY_PRICE_LIST_VAT_26.01.xlsx,день в дате не указан
8809634610119,AXISY,AXIS-Y Complete No-Stress Physical Sunscreen V.3 50ml,50ml,KR_axisy,KR,10700.0,KRW,за шт,,EXW,уточнить,уточнить,,2026-01-01,AXISY_PRICE_LIST_VAT_26.01.xlsx,день в дате не указан
8809634610102,AXISY,AXIS-Y Mugwort Pore Clarifying Wash Off Pack 100ml,100ml,KR_axisy,KR,11170.0,KRW,за шт,,EXW,уточнить,уточнить,,2026-01-01,AXISY_PRICE_LIST_VAT_26.01.xlsx,день в дате не указан
8809634610829,AXISY,AXIS-Y Mugwort Pore Clarifying Wash Off Pack 50ml,50ml,KR_axisy,KR,7140.0,KRW,за шт,,EXW,уточнить,уточнить,,2026-01-01,AXISY_PRICE_LIST_VAT_26.01.xlsx,день в дате не указан
8809634610096,AXISY,AXIS-Y Sunday Morning Refreshing Cleansing Foam 120ml,120ml,KR_axisy,KR,7710.0,KRW,за шт,,EXW,уточнить,уточнить,,2026-01-01,AXISY_PRICE_LIST_VAT_26.01.xlsx,день в дате не указан
8809634610140,AXISY,AXIS-Y New Skin Resolution Gel Mask 100ml,100ml,KR_axisy,KR,11420.0,KRW,за шт,,EXW,уточнить,уточнить,,2026-01-01,AXISY_PRICE_LIST_VAT_26.01.xlsx,день в дате не указан
8809634610836,AXISY,AXIS-Y New Skin Resolution Gel Mask 50ml,50ml,KR_axisy,KR,7140.0,KRW,за шт,,EXW,уточнить,уточнить,,2026-01-01,AXISY_PRICE_LIST_VAT_26.01.xlsx,день в дате не указан
8809634610218,AXISY,AXIS-Y Heartleaf My Type Calming Cream 60ml,60ml,KR_axisy,KR,9570.0,KRW,за шт,,EXW,уточнить,уточнить,,2026-01-01,AXISY_PRICE_LIST_VAT_26.01.xlsx,день в дате не указан
8809634610249,AXISY,AXIS-Y Spot the Difference Blemish Treatment 15ml,15ml,KR_axisy,KR,7860.0,KRW,за шт,,EXW,уточнить,уточнить,,2026-01-01,AXISY_PRICE_LIST_VAT_26.01.xlsx,день в дате не указан
8809634610362,AXISY,AXIS-Y PHA Resurfacing Glow Peel 50ml,50ml,KR_axisy,KR,9280.0,KRW,за шт,,EXW,уточнить,уточнить,,2026-01-01,AXISY_PRICE_LIST_VAT_26.01.xlsx,день в дате не указан
8809634610157,AXISY,AXIS-Y Mugwort Green Vital Energy Complex Sheet Mask 27ml,27ml,KR_axisy,KR,1490.0,KRW,за шт,,EXW,уточнить,уточнить,,2026-01-01,AXISY_PRICE_LIST_VAT_26.01.xlsx,день в дате не указан
8809634610539,AXISY,AXIS-Y LHA Peel & Fill Pore Balancing Cream 50ml,50ml,KR_axisy,KR,9280.0,KRW,за шт,,EXW,уточнить,уточнить,,2026-01-01,AXISY_PRICE_LIST_VAT_26.01.xlsx,день в дате не указан
8809634610546,AXISY,AXIS-Y CALAMINE Pore Control Capsule Serum 50ml,50ml,KR_axisy,KR,9280.0,KRW,за шт,,EXW,уточнить,уточнить,,2026-01-01,AXISY_PRICE_LIST_VAT_26.01.xlsx,день в дате не указан
8809634610683,AXISY,AXIS-Y PANTHENOL 10 Skin Smoothing Shield Cream 50ml,50ml,KR_axisy,KR,9630.0,KRW,за шт,,EXW,уточнить,уточнить,,2026-01-01,AXISY_PRICE_LIST_VAT_26.01.xlsx,день в дате не указан
