FARMSTAY;;;;;;;;
NO;IMAGE;BARCODE;NAME (KOR);NAME (ENG);VOL;1 BOX; RETAIL PRICE ;SUPPLY PRICE
150;;8809809800192 ;팜스테이 76 그린티씨드 프리미엄 모이스쳐 토너;FARMSTAY 76 GREEN TEA SEED PREMIUM MOISTURE TONER;350ml;40; ₩10 000 ; ₩2 607 
151;;8809635230231 ;팜스테이 콜라겐 슈퍼 아쿠아 크림;FARMSTAY COLLAGEN SUPER AQUA CREAM;80ml;50; ₩30 000 ; ₩5 225 
152;;8809035143476 ;팜스테이 콜라겐 워터풀 모이스트 크림 앰플;FARMSTAY COLLAGEN WATER FULL MOIST CREAM AMPOULE;250ml;50; ₩35 000 ; ₩6 523 
153;;8809595053000 ;팜스테이 24k & 펩타이드 시그니쳐 앰플;FARMSTAY 24K GOLD &PEPTIDE SIGNATURE AMPOULE;35ml;100; ₩45 000 ; ₩8 580 
154;;8809635230255 ;팜스테이 세라마이드 에브리 나이트 슬리핑팩;FARMSTAY CERAMIDE EVERY NIGHT SLEEPING PACK;120ml;50; ₩20 000 ; ₩3 982 
155;;8809635230217 ;팜스테이 히아루론산 에브리 나이트 슬리핑팩;FARMSTAY HYALURONIC ACID EVERY NIGHT SLEEPING PACK;120ml;50; ₩20 000 ; ₩3 982 
156;;8809595053284 ;팜스테이 콜라겐 워터 풀 샴푸 & 컨디셔너;FARMSTAY COLLAGEN WATER FULL SHAMPOO & CONDITIONER;530ml;20; ₩15 000 ; ₩4 543 
157;;8809615881163 ;팜스테이 세라마이드 데미지 클리닉 헤어 필러;FARMSTAY CERAMIDE DAMAGE CLINIC HAIR FILLER;13ml*10;40; ₩25 000 ; ₩7 238 
158;;8809035143377 ;팜스테이 세라마이드 퍼밍 페이셜 크림 앰플;FARMSTAY CERAMIDE FIRMING FACIAL CREAM AMPOULE;250ml;50; ₩35 000 ; ₩6 523 
159;;8809426959266 ;팜스테이 세라마이드 퍼밍 페이셜 씨씨크림;FARMSTAY CERAMIDE FIRMING FACIAL CC CREAM;50g;100; ₩25 000 ; ₩3 839 
160;;8809639172452 ;팜스테이 콜라겐 에브리 나이트 슬리핑팩;FARMSTAY COLLAGEN EVERY NIGHT SLEEPING PACK;120ml;50; ₩20 000 ; ₩3 982 
161;;8809809800222 ;팜스테이 히아루론산 슈퍼 아쿠아 스킨케어 3종 세트;FARMSTAY HYALURONIC ACID SUPER AQUA SKIN CARE 3SET;-;20; ₩50 000 ; ₩9 713 
162;;8809809800239 ;팜스테이 콜라겐 에센셜 모이스쳐 스킨케어 3종 세트;FARMSTAY COLLAGEN ESSENTIAL MOISTURE SKIN CARE 3SET;-;20; ₩50 000 ; ₩8 811 
163;;8809674690355 ;팜스테이 시카 팜 리커버리 앰플;FARMSTAY CICA FARM RECOVERY AMPOULE;250ml;40; ₩35 000 ; ₩5 929 
164;;8809657129070 ;팜스테이 히아루론산 워터 배리어 크림;FARMSTAY HYALURONIC ACID WATER BARRIER CREAM;80ml;50; ₩35 000 ; ₩6 523 
165;;8809635230286 ;팜스테이 펩타이드9 슈퍼 바이탈라이징 앰플;FARMSTAY PEPTIDE9 SUPER VITALIZING AMPOULE;100ml;50; ₩49 000 ; ₩6 721 
166;;8809674690362 ;팜스테이 스네일 모이스처 클렌징폼;FARMSTAY SNAIL MOISTURE CLEANSING FOAM;100ml;200; ₩3 500 ; ₩1 463 
167;;8809809800994 ;팜스테이 리얼 아보카도 딥 클리어 필링젤;FARMSTAY REAL AVOCADO DEEP CLEAR PEELING GEL;100ml;100; ₩8 000 ; ₩1 518 
168;;8809809800987 ;팜스테이 리얼 코코넛 딥 클리어 필링젤;FARMSTAY REAL COCONUT DEEP CLEAR PEELING GEL;100ml;100; ₩8 000 ; ₩1 518 
169;;8809809801007 ;팜스테이 리얼 그린티 딥 클리어 필링젤;FARMSTAY REAL GREEN TEA CLEAR PEELING GEL;100ml;100; ₩8 000 ; ₩1 518 
170;;8809809801014 ;팜스테이 리얼 레몬 딥 클리어 필링젤;FARMSTAY REAL LEMON DEEP CLEAR PEELING GEL;100ml;100; ₩8 000 ; ₩1 518 
171;;8809674690263 ;팜스테이 히아루론산 멀티 아쿠아 젤 미스트;FARMSTAY HYALURONIC ACID MULTI AQUA GEL MIST;120ml;50; ₩8 000 ; ₩2 376 
172;;8809639172292 ;팜스테이 블랙 스네일&펩타이드9 퍼펙트 앰플;FARMSTAY BLACK SNAIL & PEPTIDE9 PERFECT AMPOULE;35ml;100; ₩45 000 ; ₩5 665 
173;;8809639172483 ;팜스테이 블랙 스네일&펩타이드9 퍼펙트 크림;FARMSTAY BLACK SNAIL & PEPTIDE9 PERFECT CREAM;55ml;60; ₩35 000 ; ₩5 940 
174;;8809480773075 ;팜스테이 히아루론산 모이스트 앤 마일드 젤 폼;FARMSTAY HYALURONIC ACID MOIST&MILD GEL FOAM;200ml;100 ; ₩15 000 ; ₩2 981 
175;;8809595053659 ;팜스테이 아르간 오일 컴플리트 볼륨업 샴푸&컨디셔너;FARMSTAY ARGAN OIL COMPLETE VOLUME UP SHAMPOO & CONDITIONER;530ml;20; ₩15 000 ; ₩4 609 
176;;8809639172476 ;팜스테이 블랙 스네일&펩타이드9 퍼펙트 토너;FARMSTAY BLACK SNAIL & PEPTIDE9 PERFECT TONER;120ml;60; ₩25 000 ; ₩5 940 
177;;8809639172469 ;팜스테이 블랙 스네일&펩타이드9 퍼펙트 에멀젼;FARMSTAY BLACK SNAIL & PEPTIDE9 PERFECT EMULSION;120ml;60; ₩25 000 ; ₩5 940 
178;;8809615881439 ;팜스테이 히아루론산 슈퍼 아쿠아 헤어 필러;FARMSTAY HYALURONIC ACID SUPER AQUA HAIR FILLER;13ml*10;40; ₩25 000 ; ₩7 238 
179;;8809480773068 ;팜스테이 세라마이드 에센셜 부스팅 토너;FARMSTAY CERAMIDE ESSENTIAL BOOSTING TONER;500ml;25; ₩20 000 ; ₩5 412 
180;;8809635230354 ;팜스테이 샤이닝 실크 리페어 헤어 트리트먼트 콜라겐;FARMSTAY SHINING SILK REPAIR HAIR TREATMENT COLLAGEN;150ml;100; ₩22 000 ; ₩4 037 
181;;8809480773129 ;팜스테이 세라마이드 링클케어 릴렉싱 롤링 아이세럼;FARMSTAY CERAMIDE WRINKLE CARE RELAXING ROLLING EYE SERUM;25ml;100; ₩20 000 ; ₩3 432 
182;;8800260031927 ;팜스테이 리얼 깔라만시 에센스 마스크 ;FARMSTAY REAL CALAMANSI ESSENCE MASK;23ml;600; ₩1 200 ; ₩215 
183;;8800260031910 ;팜스테이 리얼 대나무 에센스 마스크 ;FARMSTAY REAL BAMBOO ESSENCE MASK;23ml;600; ₩1 200 ; ₩215 
184;;8800260031903 ;팜스테이 리얼 시어버터 에센스 마스크 ;FARMSTAY REAL SHEA BUTTER ESSENCE MASK;23ml;600; ₩1 200 ; ₩215 
185;;8800260031897 ;팜스테이 리얼 토마토 에센스 마스크 ;FARMSTAY REAL TOMATO ESSENCE MASK ;23ml;600; ₩1 200 ; ₩215 
186;;8809657112980 ;팜스테이 콜라겐 워터 풀 모이스트 슬리핑 마스크;FARMSTAY COLLAGEN WATER FULL MOIST SLEEPING MASK;4ml*20;50; ₩20 000 ; ₩5 379 
187;;8809657112973 ;팜스테이 시카 팜 나이트 리페어 슬리핑 마스크;FAMSTAY CICA FARM NIGHT REPAIR SLEEPING MASK;4ml*20;50; ₩20 000 ; ₩5 379 
188;;8809035141557 ;팜스테이 시카 팜 리바이탈라이징 크림 앰플;FARMSTAY CICA FARM REVITALIZING CREAM AMPOULE;250ml;50; ₩35 000 ; ₩6 523 
189;;8809635230439 ;팜스테이 시카 팜 블래미쉬 클리어 앰플 ;FARMSTAY CICA FARM BLEMISH CLEAR AMPOULE;100ml;100; ₩49 000 ; ₩6 721 
190;;8809635230491 ;팜스테이 골드 콜라겐 너리싱 크림 ;FARMSTAY GOLD COLLAGEN NOURISHING CREAM;55ml;60; ₩35 000 ; ₩6 237 
191;;8809460461145 ;팜스테이 시카 팜 네이쳐 솔루션 아이패치;FARMSTAY CICA FARM NATURE SOLUTION EYE PATCH;90g;100; ₩30 000 ; ₩6 435 
192;;8809541198762 ;팜스테이 시카 팜 네이쳐 솔루션 립밤;FARMSTAY CICA FARM NATURE SOLUTION LIP BALM;10ml;300; ₩5 000 ; ₩1 936 
193;;8809480773549 ;팜스테이 시카 팜 리바이탈라이징 롤링 아이세럼;FARMSTAY CICA FARM REVITALIZING ROLLING EYE SERUM;25ml;100; ₩20 000 ; ₩3 432 
194;;8809480773228 ;팜스테이 시카 팜 네이쳐 솔루션 클렌징폼;FARMSTAY CICA FARM NATURE SOLUTION CLEANSING FOAM;180ml;100; ₩18 000 ; ₩3 267 
195;;8809639173336 ;팜스테이 펩타이드9 커버링 에센스 비비크림;FARMSTAY PEPTIDE9 COVERING ESSENCE B.B CREAM;50g;100; ₩25 000 ; ₩4 466 
196;;8809480773594 ;팜스테이 스네일 리바이탈라이징 모이스쳐 크림;FARMSTAY SNAIL REVITALIZING MOISTURE CREAM;50ml;50; ₩50 000 ; ₩7 414 
197;;8809595053666 ;팜스테이 골드 콜라겐 너리싱 앰플;FARMSTAY GOLD COLLAGEN NOURISHING AMPOULE;35ml;100; ₩45 000 ; ₩7 865 
198;;8809541199264 ;팜스테이 더마큐브 아크네 카밍 스팟패치;FARMSTAY DERMACUBE ACNE CALMING SPOT PATCH;10pcs;100; ₩12 000 ; ₩2 981 
199;;8809635230637 ;팜스테이 시카팜 리제너레이팅 솔루션 토너;FARMSTAY CICA FARM REGENERATING SOLUTION TONER;200ml;50; ₩30 000 ; ₩7 744 
200;;8809635230644 ;팜스테이 시카팜 리제너레이팅 솔루션 에멀젼;FARMSTAY CICA FARM REGENERATING SOLUTION EMULSION;200ml;50; ₩30 000 ; ₩7 744 
201;;8809635230651 ;팜스테이 시카팜 리제너레이팅 솔루션 크림;FARMSTAY CICA FARM REGENERATING SOLUTION CREAM;50ml;100; ₩30 000 ; ₩7 172 
202;;8800260032900 ;팜스테이 시카 팜 네이쳐 솔루션 선 크림;FARMSTAY CICA FARM NATURE SOLUTION SUN CREAM;50g;100; ₩22 000 ; ₩5 005 
203;;8809480773662 ;팜스테이 펩타이드9 슈퍼 바이탈라이징 클렌징폼;FARMSTAY PEPTIDE9 SUPER VITALIZING CLEANSING FOAM;180ml;100; ₩18 000 ; ₩2 981 
204;;8809639173572 ;팜스테이 펩타이드9 슈퍼 바이탈라이징 아이크림;FARMSTAY PEPTIDE9 SUPER VITALIZING EYE CREAM;50ml;100; ₩25 000 ; ₩5 181 
205;;8809809800956 ;팜스테이 히아루론산 슈퍼 아쿠아 토너;FARMSTAY HYALURONIC ACID SUPER AQUA TONER;200ml;50; ₩15 000 ; ₩3 707 
206;;8809809800970 ;팜스테이 히아루론산 슈퍼아쿠아 크림;FARMSTAY HYALURONIC ACID SUPER AQUA CREAM;100ml;100; ₩20 000 ; ₩4 653 
207;;8800260031880 ;팜스테이 리얼 올리브 에센스 마스크;FARMSTAY REAL OLIVE ESSENCE MASK;23ml;600; ₩1 200 ; ₩215 
208;;8800260031873 ;팜스테이 리얼 알로에베라 에센스 마스크 ;FARMSTAY REAL ALOEVERA ESSENCE MASK;23ml;600; ₩1 200 ; ₩215 
209;;8800260031866 ;팜스테이 티트리 에센스 마스크;FARMSTAY REAL TEA TREE ESSENCE MASK;23ml;600; ₩1 200 ; ₩215 
210;;8809809800369 ;팜스테이 마누카허니 에센스 마스크 ;FARMSTAY REAL MANUKA HONEY ESSENCE MASK ;23ml;600; ₩1 200 ; ₩215 
211;;8809635231184 ;팜스테이 시카 팜 아크네 폼 클렌져 ; FARMSTAY CICA FARM ACNE FOAM CLEANSER;180ml;60; ₩20 000 ; ₩4 466 
212;;8809595055394 ;팜스테이 골드 콜라겐 너리싱 투인원 세럼 토너;FARMSTAY GOLD COLLAGEN NOURISHING 2 IN 1 SERUM TONER;130ml;50; ₩35 000 ; ₩9 724 
213;;8809674691734 ;팜스테이 리얼 아보카도 뉴트리션 아이크림;FARMSTAY REAL AVOCADO NUTRITION EYE CREAM;40ml;100; ₩10 000 ; ₩2 277 
214;;8809595054335 ;팜스테이 데일리 유브이 프로텍트 선 스틱;FARMSTAY DAILY UV PROTECT SUN STICK;16g;100; ₩20 000 ; ₩5 522 
215;;8809783320242 ;팜스테이 시카 팜 리제너레이팅 카밍 마스크;FARMSTAY CICA FARM REGENERATING CALMING MASK;25ml;20; ₩20 000 ; ₩5 082 
216;;8809783320228 ;팜스테이 히아루론산 슈퍼 아쿠아 수딩 마스크;FARMSTAY HYALURONIC ACID SUPER AQUA SOOTHING MASK;25ml;20; ₩20 000 ; ₩5 368 
217;;8800260031835 ;팜스테이 리얼 리치 에센스 마스크 ;FARMSTAY REAL LYCHEE ESSENCE MASK ;23ml;600; ₩1 200 ; ₩215 
218;;8800260031842 ;팜스테이 리얼 당근 에센스 마스크 ;FARMSTAY REAL CARROT ESSENCE MASK ;23ml;600; ₩1 200 ; ₩215 
219;;8800260032917 ;팜스테이 콜라겐 워터 풀 모이스트 선 크림;FARMSTAY COLLAGEN WATER FULL MOIST SUN CREAM;50g;100; ₩22 000 ; ₩5 005 
220;;8809635231337 ;팜스테이 시카팜 카밍 클렌징 밤;FARMSTAY CICA FARM CALMING CLEANSING BALM;95ml;50; ₩24 000 ; ₩7 436 
221;;8809635231344 ;팜스테이 콜라겐 워터 풀 모이스트 클렌징 밤;FARMSTAY COLLAGEN WATER FULL MOIST CLEANSING BALM;95ml;50; ₩24 000 ; ₩7 436 
222;;8809783321416 ;팜스테이 티트리 바이옴 카밍 크림;FARMSTAY TEA TREE BIOME CALMING CREAM;80ml;50; ₩42 000 ; ₩8 558 
223;;8809783320655 ;팜스테이 티트리 바이옴 카밍 토너;FARMSTAY TEA TREE BIOME CALMING TONER;200ml;40; ₩40 000 ; ₩7 436 
224;;8809783321409 ;팜스테이 티트리 바이옴 카밍 에멀전;FARMSTAY TEA TREE BIOME CALMING EMULSION;200ml;40; ₩40 000 ; ₩7 436 
225;;8809783321423 ;팜스테이 티트리 바이옴 카밍 아이크림;FARMSTAY TEA TREE BIOME CALMING EYE CREAM;50ml;100; ₩25 000 ; ₩4 466 
226;;8809783321898 ;팜스테이 티트리 바이옴 카밍 아크네 폼;FARMSTAY TEA TREE BIOME CALMING ACNE FOAM;180ml;60; ₩20 000 ; ₩4 466 
227;;8809783321881 ;팜스테이 티트리 바이옴 로우 피에이치 카밍 클렌저;FARMSTAY TEA TREE BIOME LOW pH CALMING CLEANSER;180ml;60; ₩20 000 ; ₩4 466 
228;;8809783322734 ;팜스테이 티트리 바이옴 카밍 앰플;FARMSTAY TEA TREE BIOME CALMING AMPOULE;50ml;50; ₩40 000 ; ₩7 084 
229;;8809783322765 ;팜스테이 티트리 바이옴 카밍 토너 패드;FARMSTAY TEA TREE BIOME CALMING TONER PAD;140ml;50; ₩25 000 ; ₩6 864 
230;;8809635231726 ;팜스테이 시카 팜 카밍 멀티 밤;FARMSTAY  CICA FARM CALMING MULTI BALM;10g;120; ₩25 000 ; ₩5 940 
231;;8809809801120 ;팜스테이 콜라겐 아이래쉬 세럼;FARMSTAY COLLAGEN EYELASH SERUM;9g;200; ₩13 000 ; ₩2 981 
232;;8809615882627 ;팜스테이 리얼 아보카도 뉴트리션 롤링 아이세럼;FARMSTAY REAL AVOCADO NUTRITION ROLLING EYE SERUM;25ml;100; ₩20 000 ; ₩3 432 
233;;8809615882610 ;팜스테이 알로에베라 수딩 롤링 아이세럼;FARMSTAY ALOEVERA SOOTHING ROLLING EYE SERUM;25ml;100; ₩20 000 ; ₩3 432 
234;;8809783323748 ;팜스테이 티트리 바이옴 카밍 마스크;FARMSTAY TEA TREE BIOME CALMING MASK;25ml*10;20; ₩25 000 ; ₩6 226 
235;;8809783325650 ;팜스테이 티트리 바이옴 카밍 워터 크림;FARMSTAY TEA TREE BIOME CALMING WATER CREAM;80ml ;50; ₩42 000 ; ₩8 228 
236;;8800260031828 ;팜스테이 리얼 블루베리 에센스 마스크;FARMSTAY REAL BLUEBERRY ESSENCE MASK;23ml;600; ₩1 200 ; ₩215 
237;;8800260031811 ;팜스테이 리얼 오트밀 에센스 마스크;FARMSTAY REAL OATMEAL ESSENCE MASK;23ml;600; ₩1 200 ; ₩215 
238;;8809783323755 ;팜스테이 티트리 바이옴 카밍 세럼;FARMSTAY TEA TREE BIOME CALMING SERUM;50ml;50; ₩40 000 ; ₩7 150 
239;;8809635231788 ;팜스테이 시카 팜 데일리 릴리프 크림 ;FARMSTAY CICA FARM DAILY RELIEF CREAM;300ml;30; ₩30 000 ; ₩7 436 
240;;8809809801694 ;팜스테이 히아루론산 슈퍼 아쿠아 아이크림;FARMSTAY HYALUROLIC ACID SUPER AQUA EYE CREAM;45ml;100; ₩10 000 ; ₩1 749 
241;;8809809801670 ;팜스테이 시트러스 유자 바이탈라이징 아이크림;FARMSTAY CITRUS YUJA VITALIZING EYE CREAM;45ml;100; ₩10 000 ; ₩1 749 
242;;8809035144947 ;팜스테이 시트러스 유자 바이탈라이징 크림;FARMSTAY CITRUS YUJA VITALIZING CREAM;100g;100; ₩20 000 ; ₩4 983 
243;;8809674692182 ;팜스테이 시크러스 유자 바이탈라이징 세럼;FARMSTAY CITRUS YUJA VITALIZING SERUM;100ml;100; ₩20 000 ; ₩3 432 
244;;8809809802011 ;팜스테이 시크러스 유자 바이탈라이징 토너;FARMSTAY CITRUS YUJA VITALIZING TONER;280ml;40; ₩10 000 ; ₩3 113 
245;;8809809802004 ;팜스테이 시트러스 유자 바이탈라이징 에멀전;FARMSTAY CITRUS YUJA VITALIZING EMULSION;280ml;40; ₩10 000 ; ₩3 113 
246;;8809674692199 ;팜스테이 시트러스 유자 바이탈라이징 앰플;FARMSTAY CITRUS YUJA VITALIZING AMPOULE;250ml;40; ₩25 000 ; ₩6 006 
247;;8809809802660 ;팜스테이 시트러스 유자 바이탈라이징 마스크 시트;FARMSTAY CITRUS YUJA VITALIZING MASK SHEET;23ml*10;600; ₩1 200 ; ₩215 
248;;8809338560260 ;팜스테이 시트러스 유자 바이탈라이징 폼 클렌징;FARMSTAY CITRUS YUJA VITALIZING FOAM CLEANSING;100ml;200; ₩10 000 ; ₩1 540 
249;;8809823390785 ;팜스테이 시카 팜 데일리 카밍 마스크;FARMSTAY CICA FARM DAYILY CALMING MASK;350g*30;16; ₩20 000 ; ₩6 798 
250;;8809783326619 ;팜스테이 티트리 바이옴 카밍 슬리핑팩;FARMSTAY TEA TREE BIOME CALMING SLEEPING PACK;4ml*20;50; ₩20 000 ; ₩5 368 
251;;8809884511198 ;팜스테이 오드 퍼퓸 핸드크림 로맨틱 머스크;FARMSTAY EAU DE PERFUME HAND CREAM ROMANTIC MUSK;100ml;200; ₩7 000 ; ₩1 188 
252;;8809884511204 ;팜스테이 오드 퍼퓸 핸드크림 베리 블라썸;FARMSTAY EAU DE PERFUME HAND CREAM BERRY BLOSSOM;100ml;200; ₩7 000 ; ₩1 188 
253;;8809884511211 ;팜스테이 오드 퍼퓸 핸드크림 웨딩 베일;FARMSTAY EAU DE PERFUME HAND CREAM WEDDING VEIL;100ml;200; ₩7 000 ; ₩1 188 
254;;8809884511228 ;팜스테이 오드 퍼퓸 핸드크림 포레스트 문라이트;FARMSTAY EAU DE PERFUME HAND CREAM FOREST MOONLIGHT;100ml;200; ₩7 000 ; ₩1 188 
255;;8809884511235 ;팜스테이 오드 퍼퓸 핸드크림 폴 인 코튼;FARMSTAY EAU DE PERFUME HAND CREAM FALL IN COTTON;100ml;200; ₩7 000 ; ₩1 188 
256;;8809783327845 ;팜스테이 티트리 바이옴 카밍 미스트;FARMSTAY TEA TREE BIOME CALMING MIST;120ml;50; ₩25 000 ; ₩5 148 
257;;8809809803025 ;팜스테이 리얼 아보카도 에센셜 선 크림;FARMSTAY REAL AVOCADO ESSENTIAL SUN CREAM;70g;100; ₩15 000 ; ₩3 080 
258;;8809035145975 ;팜스테이 시트러스 유자 바이탈라이징 립밤;FARMSTAY CITRUS YUJA VITALIZING LIP BALM;10g;300; ₩5 000 ; ₩1 826 
259;;8809809803001 ;팜스테이 시트러스 유자 바이탈라이징 필링젤;FARMSTAY CITRUS YUJA VITALIZING PEELING GEL;100ml;200; ₩10 000 ; ₩1 650 
260;;8809783327838 ;팜스테이 티트리 바이옴 카밍 선크림;FARMSTAY TEA TREE BIOME CALMING SUN CREAM;50g;100; ₩25 000 ; ₩5 005 
261;;8809674692465 ;팜스테이 시트러스 유자 바이탈라이징 롤링 아이세럼;FARMSTAY CITRUS YUJA VITALIZING ROLLING EYE SERUM;25g;100; ₩20 000 ; ₩3 432 
262;;8809035147610 ;팜스테이 오드퍼퓸 아르간 헤어오일 화이트머스크;FARMSTAY EAU DE PERFUME ARGAN HAIR OIL WHITE MUSK;100ml;100; ₩20 000 ; ₩4 862 
263;;8809035147634 ;팜스테이 오드퍼퓸 아르간 헤어오일 로즈;FARMSTAY EAU DE PERFUME ARGAN HAIR OIL ROSE;100ml;100; ₩20 000 ; ₩4 862 
264;;8809783328910 ;팜스테이 티트리 바이옴 카밍 선 세럼;FARMSTAY TEA TREE BIOME CALMING SUN SERUM ;50ml;100; ₩30 000 ; ₩6 864 
265;;8809809803339 ;팜스테이 하이드레이팅 워터 글로우 크림;FARMSTAY HYDRATING WATER GLOW CRAM;50g;50; ₩45 000 ; ₩6 435 
266;;8809674692649 ;팜스테이 시트러스 유자 바이탈라이징 모이스쳐 젤미스트;FARMSTAY CITRUS YUJA VITALIZING MOISTURE GEL MIST;120ml;50; ₩8 000 ; ₩2 607 
267;;8809809803636 ;팜스테이 블랙스네일 & 펩타이드9 퍼펙트 크림 마스크;FARMSTAY BLACK SNAIL & PEPTIDE9 PERFECT CREAM MASK;23ml*10;20; ₩20 000 ; ₩4 004 
268;;8809783329863 ;팜스테이 비건 콤부차 크리미 에센스;FARMSTAY VEGAN KOMBUCHA CREAMY ESSENCE;140ml;40; ₩25 000 ; ₩6 721 
269;;8809783325919 ;팜스테이 카렌듈라 릴리프 토너;FARMSTAY CALENDULA RELIEF TONER;200ml;40; ₩30 000 ; ₩6 578 
270;;8809783325926 ;팜스테이 카렌듈라 릴리프 에멀젼;FARMSTAY CALENDULA RELIEF EMULSION;200ml;40; ₩30 000 ; ₩6 578 
271;;8809783325933 ;팜스테이 카렌듈라 릴리프 크림;FARMSTAY CALENDULA RELIEF CREAM;80ml;50; ₩30 000 ; ₩7 414 
272;;8809783327913 ;팜스테이 카렌듈라 릴리프 아이크림;FARMSTAY CALENDULA RELIEF EYE CREAM;50ml;100; ₩20 000 ; ₩4 290 
273;;8809783327937 ;팜스테이 카렌듈라 릴리프 세럼;FARMSTAY CALENDULA RELIEF SERUM;50ml;50; ₩30 000 ; ₩6 435 
274;;8809783327920 ;팜스테이 카렌듈라 릴리프 클렌징폼;FARMSTAY CALENDULA RELIEF CLEANSING FOAM;180ml;60; ₩20 000 ; ₩4 576 
275;;8809035146613 ;팜스테이 레티놀 리바이브 마스크;FARMSTAY RETINOL REVIVE MASK;25ml;600; ₩1 500 ; ₩259 
276;;8809611150584 ;팜스테이 에센셜 핸드 마스크;FARMSTAY ESSENTIAL HAND MASK;7g;240; ₩3 000 ; ₩1 078 
277;;8809611150591 ;팜스테이 에센셜 풋 마스크;FARMSTAY ESSENTIAL FOOT MASK;14g;240; ₩3 000 ; ₩1 078 
278;;8809418755746 ;팜스테이 에센셜 풋 필링 마스크;FARMSTAY ESSENTIAL FOOT PEELING MASK;13g;240; ₩4 000 ; ₩1 650 
279;;8809035143209 ;팜스테이 레티놀 리바이브 스킨케어 4종세트;FARMSTAY RETINOL REVIVE SKIN CARE 4 SET;-;12; ₩80 000 ; ₩20 570 
280;;8800241501012 ;팜스테이 레티놀 리바이브 토너 ;FARMSTAY RETINOL REVIVE TONER;200ml;40; ₩18 000 ; ₩4 609 
281;;8800241501029 ;팜스테이 레티놀 리바이브 에멀전 ;FARMSTAY RETINOL REVIVE EMULSION;200ml;40; ₩18 000 ; ₩4 609 
282;;8800241501036 ;팜스테이 레티놀 리바이브 세럼;FARMSTAY RETINOL REVIVE SERUM;50ml;60; ₩22 000 ; ₩4 939 
283;;8800241500633 ;팜스테이 레티놀 리바이브 크림;FARMSTAY RETINOL REVIVE CREAM;100ml;60; ₩22 000 ; ₩4 939 
284;;8800260030326 ;팜스테이 레티놀 리바이브 아이크림;FARMSTAY RETINOL REVIVE EYE CREAM;50ml;100; ₩20 000 ; ₩4 785 
285;;8809809805043 ;팜스테이 라이스 앤 비피다 브라이트닝 토너;FARMSTAY RICE & BIFIDA BRIGHTENING TONER;120ml;60; ₩22 000 ; ₩5 148 
286;;8809809805012 ;팜스테이 라이스 앤 비피다 너리싱 에멀전;FARMSTAY RICE & BIFIDA NOURISHING EMULSION;120ml;60; ₩22 000 ; ₩5 148 
287;;8809809805029 ;팜스테이 라이스 앤 비피다 컴플렉션 크림;FARMSTAY RICE & BIFIDA COMPLEXION CREAM;55ml;60; ₩25 000 ; ₩5 148 
288;;8809809805036 ;팜스테이 라이스 앤 비피다 글로잉 세럼;FARMSTAY RICE & BIFIDA GLOWING SERUM;35ml;100; ₩25 000 ; ₩5 148 
289;;8809809805302 ;팜스테이 라이스 앤 비피다 크림마스크;FARMSTAY RICE & BIFIDA CREAM MASK ;23ml*10;20; ₩20 000 ; ₩4 609 
290;;8800260030647 ;팜스테이 라이스 앤 비피다 데일리 카밍 마스크;FARMSTAY RICE & BIFIDA DAILY CALMING MASK;350g*30;16; ₩22 000 ; ₩8 008 
291;;8800260030418 ;팜스테이 라이스 앤 비피다 프리미엄 롤링 아이세럼;FARMSTAY RICE & BIFIDA PREMIUM ROLLING EYE SERUM;25ml;100; ₩20 000 ; ₩3 432 
292;;8809544631525 ;팜스테이 레티놀 & 콜라겐 롤링 아이세럼 25ml;FARMSTAY RETINOL & COLLAGEN ROLLING EYESERUM 25ml;25ml;100; ₩20 000 ; ₩3 432 
293;;8809544631532 ;팜스테이 비타민 & 콜라겐 롤링 아이세럼 25ml;FARMSTAY VITAMIN & COLLAGEN ROLLING EYESERUM 25ml;25ml;100; ₩20 000 ; ₩3 432 
294;;8809544631518 ;팜스테이 히아루론산 & 콜라겐 롤링 아이세럼 25ml;FARMSTAY HYALURONICACID & COLLAGEN ROLLING EYESERUM 25ml;25ml;100; ₩20 000 ; ₩3 432 
295;;8809136715237 ;팜스테이 콜라겐 페이셜 워시 버블 마스크;FARMSTAY COLLAGEN FACIAL WASH BUBBLE MASK;5ml*20;50; ₩25 000 ; ₩6 149 
296;;8809136715244 ;팜스테이 시카 페이셜 워시 버블 마스크;FARMSTAY CICA FACIAL WASH BUBBLE MASK;5ml*20;50; ₩25 000 ; ₩6 149 
297;;8809809805265 ;팜스테이 시트러스 유자 바이탈라이징 수딩젤;FARMSTAY CITRUS YUJA VITALIZING SOOTHING GEL;100ml;120; ₩3 500 ; ₩990 
298;;8809783328163 ;팜스테이 티트리 바이옴 카밍 클렌징 오일;FARMSTAY TEA TREE BIOME CALMING CLEANSING OIL;250ml;40; ₩25 000 ; ₩7 150 
299;;8809954943027 ;팜스테이 티트리 바이옴 카밍 클렌징 워터 세트;FARMSTAY TEA TREE BIOME CALMING CLEANSING WATER SET;400ml+100ml;30; ₩20 000 ; ₩8 228 
300;;8800260030234 ;팜스테이 트립 투 코리아 마스크 12 콤보 팩 (콜라겐, 히아루론산, 비타민, 펩타이드);FARMSTAY TRIP TO KOREA MASK 12 COMBO PACK (COLLAGEN, HYALURONIC ACID, VITAMIN, PEPTIDE);23ml*12;20; ₩20 000 ; ₩3 575 
